,ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevant,time_explore_relevant,time_ticket_explore,time_explore_total,time_avg_explore,time_avg_btw_events,events_num,sequence,length,credit,OECD,gender
5797,PRT000009902859,PRT,6.2,6.8,0,27.7,0,9.4,43.1,52.5,40.7,2.4,33.9,0,36.3,13.56666667,3.315384615,13,bab,3,1,1,1
5798,PRT000000200032,PRT,32.1,19.6,0,0,0,19.4,54.8,74.2,51.7,3.1,32.1,0,35.2,25.85,6.85,8,ab,2,1,1,1
5799,PRT000000200039,PRT,3.8,7,0,33.1,0,14.7,50.2,64.9,43.9,6.3,36.9,0,43.2,14.63333333,3.346666667,15,bab,3,1,1,2
5800,PRT000015204388,PRT,11.8,4.3,0,9.3,0,20.5,28.2,48.7,25.4,2.8,21.1,0,23.9,6.35,1.658823529,17,abab,4,1,1,1
5801,PRT000005001432,PRT,30,15.9,0,0,0,20.4,47.5,67.9,45.9,1.6,30,0,31.6,22.95,5.9375,8,ab,2,1,1,2
5802,PRT000012003455,PRT,12.3,6.5,0,0,27.9,21,49.3,70.3,46.7,2.6,40.2,4.3,42.8,15.56666667,2.9,17,bab,3,1,1,1
5803,PRT000003401020,PRT,6.4,0,36.7,0,0,13,83.5,96.5,43.1,40.4,6.4,28.8,120.2,21.55,5.21875,16,ab,2,1,1,2
5804,PRT000003401005,PRT,15,5.2,0,4.9,0,19.7,33.9,53.6,25.1,8.8,19.9,0,28.7,6.275,1.994117647,17,abab,4,1,1,2
5805,PRT000008702503,PRT,14.8,20.5,0,0,0,35.2,36.7,71.9,35.3,1.4,14.8,0,16.2,17.65,4.5875,8,ab,2,1,1,2
5806,PRT000002000552,PRT,16.9,6.8,0,6.7,0,18.3,33.4,51.7,30.4,3,23.6,0,26.6,7.6,1.964705882,17,abab,4,1,1,1
5807,PRT000001100321,PRT,15.4,10.1,0,0,0,22.5,26.9,49.4,25.5,1.4,15.4,0,16.8,12.75,3.3625,8,ab,2,1,1,2
5808,PRT000001100330,PRT,28.2,5.5,0,28.3,0,31.9,76.3,108.2,62,14.3,56.5,0,70.8,15.5,3.633333333,21,abab,4,1,1,1
5809,PRT000006801918,PRT,36.3,9.7,0,0,0,34.7,49.1,83.8,46,3.1,36.3,0,39.4,23,6.1375,8,ab,2,1,1,1
5810,PRT000016104672,PRT,31.7,5.9,0,0,45.2,17.3,93.8,111.1,82.8,11,76.9,5.6,87.9,20.7,4.69,20,abab,4,1,1,1
5811,PRT000016104644,PRT,2.9,6.3,0,33.9,0,12.6,63,75.6,43.1,19.9,36.8,0,56.7,10.775,1.702702703,37,babb,4,1,1,2
5812,PRT000013203773,PRT,46.4,15.7,0,0,0,25.7,63.2,88.9,62.1,1.1,46.4,0,47.5,31.05,7.9,8,ab,2,1,1,1
5813,PRT000017205001,PRT,9.5,10.7,0,0,63.7,27.5,98,125.5,83.9,14.1,73.2,6.2,87.3,11.98571429,4.083333333,24,baaaaab,7,1,1,1
5814,PRT000017205021,PRT,5.4,6.6,0,18.4,0,27.9,33,60.9,30.4,2.6,23.8,0,26.4,10.13333333,2.538461538,13,bab,3,1,1,1
5815,PRT000017205014,PRT,40.5,8.5,0,0,0,31,52.2,83.2,49,3.2,40.5,0,43.7,24.5,6.525,8,ab,2,1,1,1
5816,PRT000006001713,PRT,4.1,4.8,0,21.6,0,13.3,66.5,79.8,30.5,36,25.7,0,61.7,7.625,1.583333333,42,baab,4,1,1,1
5817,PRT000014804261,PRT,64.5,4.5,0,6.1,0,10.7,79.2,89.9,75.1,4.1,70.6,0,74.7,18.775,4.658823529,17,abab,4,1,1,1
5818,PRT000002300665,PRT,5.1,4.6,0,16,0,21.6,36.7,58.3,25.7,11,21.1,0,32.1,8.566666667,2.158823529,17,bab,3,1,1,2
5819,PRT000017805219,PRT,21.9,7.3,0,17.1,0,9.6,52.8,62.4,46.3,6.5,39,0,45.5,9.26,2.4,22,ababb,5,1,1,1
5820,PRT000001700487,PRT,14.1,4.3,0,0,20.9,25.3,42.3,67.6,39.3,3,35,1.5,38,5.614285714,2.35,18,baaaaab,7,1,1,2
5821,PRT000019405703,PRT,15,6.6,0,0,0,31.6,50.6,82.2,21.6,29,15,0,44,7.2,2.976470588,17,aab,3,1,1,1
5822,PRT000019405695,PRT,4.5,5.1,0,22.5,0,31.6,34.4,66,32.1,2.3,27,0,29.3,10.7,2.646153846,13,bab,3,1,1,2
5823,PRT000019405691,PRT,19.8,16.3,0,0,0,26.2,39.3,65.5,36.1,3.2,19.8,0,23,18.05,4.9125,8,ab,2,1,1,2
5824,PRT000000300050,PRT,45.1,8.3,0,19.4,0,11.5,76.8,88.3,72.8,4,64.5,0,68.5,14.56,3.490909091,22,ababb,5,1,1,2
5825,PRT000008002289,PRT,28.8,22.9,0,15.8,0,68.5,87,155.5,67.5,19.5,44.6,0,64.1,13.5,3.48,25,abaab,5,1,1,2
5826,PRT000008002301,PRT,7.7,4.4,0,17.6,0,13.1,41.9,55,29.7,12.2,25.3,0,37.5,5.94,1.611538462,26,babab,5,1,1,2
5827,PRT000008002287,PRT,13.3,7.9,0,0,0,15.9,22.7,38.6,21.2,1.5,13.3,0,14.8,10.6,2.8375,8,ab,2,1,1,2
5828,PRT000011803416,PRT,8.5,14.9,0,20.2,0,17.1,61,78.1,43.6,17.4,28.7,0,46.1,14.53333333,4.692307692,13,bab,3,1,1,2
5829,PRT000001500442,PRT,16.1,18.4,0,0,8.6,18.3,53.8,72.1,43.1,10.7,24.7,3.2,35.4,10.775,2.69,20,abab,4,1,1,2
5830,PRT000019105597,PRT,13,12,0,0,0,14.3,26.4,40.7,25,1.4,13,0,14.4,12.5,3.3,8,ab,2,1,1,1
5831,PRT000017905226,PRT,19.9,8.6,0,14.1,0,18.8,55.2,74,42.6,12.6,34,0,46.6,7.1,1.84,30,ababab,6,1,1,1
5832,PRT000017905229,PRT,25,11,0,13.1,0,9.6,58.3,67.9,49.1,9.2,38.1,0,47.3,12.275,2.915,20,abab,4,1,1,2
5833,PRT000007302090,PRT,28,7.2,0,0,0,19.8,36.6,56.4,35.2,1.4,28,0,29.4,17.6,4.575,8,ab,2,1,1,2
5834,PRT000012703638,PRT,17,7.6,0,0,0,12.4,25.9,38.3,24.6,1.3,17,0,18.3,12.3,3.2375,8,ab,2,1,1,1
5835,PRT000010603061,PRT,30.9,21.7,0,0,0,13.1,54.7,67.8,52.6,2.1,30.9,0,33,26.3,6.8375,8,ab,2,1,1,2
5836,PRT000002400691,PRT,8.4,6.4,0,34.4,0,25,51,76,49.2,1.8,42.8,0,44.6,16.4,3.923076923,13,bab,3,1,1,1
5837,PRT000002400702,PRT,22.5,9.5,0,0,0,15.4,33.1,48.5,32,1.1,22.5,0,23.6,16,4.1375,8,ab,2,1,1,2
5838,PRT000014104083,PRT,8.3,9,0,35.9,0,28.3,59.9,88.2,53.2,6.7,44.2,0,50.9,17.73333333,4.607692308,13,bab,3,1,1,2
5839,PRT000004401284,PRT,25.2,10.2,0,0,0,31.2,37.4,68.6,35.4,2,25.2,0,27.2,17.7,4.675,8,ab,2,1,1,2
5840,PRT000002700800,PRT,22.7,0,10.9,0,0,23.4,41.2,64.6,33.6,7.6,22.7,4.2,52.1,16.8,2.942857143,14,ab,2,1,1,1
5841,PRT000009402742,PRT,39.4,5.2,0,30.6,0,32.1,87.3,119.4,75.2,12.1,70,0,82.1,10.74285714,2.567647059,34,abababb,7,1,1,1
5842,PRT000009402717,PRT,5.3,3.9,0,9.7,0,16.9,27.3,44.2,18.9,8.4,15,0,23.4,6.3,2.1,13,bab,3,1,1,1
5843,PRT000006301783,PRT,20.9,11.8,0,12.3,0,12.8,77.4,90.2,45,32.4,33.2,0,65.6,7.5,1.984615385,39,ababab,6,1,1,1
5844,PRT000012903710,PRT,18.4,9.1,0,11.8,0,11.9,52.2,64.1,39.3,12.9,30.2,0,43.1,13.1,2.372727273,22,abb,3,1,1,1
5845,PRT000009302703,PRT,29.6,10.3,0,0,0,21.2,41.4,62.6,39.9,1.5,29.6,0,31.1,19.95,5.175,8,ab,2,1,1,1
5846,PRT000003000885,PRT,13.9,12.8,0,0,0,36.9,27.7,64.6,26.7,1,13.9,0,14.9,13.35,3.4625,8,ab,2,1,1,1
5847,PRT000007001994,PRT,43.7,6.4,0,7.9,0,16.9,70.9,87.8,58,12.9,51.6,0,64.5,11.6,2.532142857,28,aabab,5,1,1,1
5848,PRT000005101445,PRT,14.7,9.9,0,0,0,21.7,25.9,47.6,24.6,1.3,14.7,0,16,12.3,3.2375,8,ab,2,1,1,1
5849,PRT000010503036,PRT,5.3,5.2,0,47.3,0,14,62.1,76.1,57.8,4.3,52.6,0,56.9,19.26666667,4.776923077,13,bab,3,1,1,1
5850,PRT000010202937,PRT,20.3,0,33.7,0,0,23,56.8,79.8,54,2.8,20.3,4.2,90.5,27,4.057142857,14,ab,2,1,1,2
5851,PRT000004001187,PRT,13.5,17.7,0,0,0,14.4,34.1,48.5,31.2,2.9,13.5,0,16.4,15.6,4.2625,8,ab,2,1,1,1
5852,PRT000018805493,PRT,8.2,6.4,0,24.8,0,15.8,42,57.8,39.4,2.6,33,0,35.6,13.13333333,3.230769231,13,bab,3,1,1,2
5853,PRT000006901980,PRT,58.7,7.4,0,11.8,0,22.9,86.8,109.7,77.9,8.9,70.5,0,79.4,19.475,4.133333333,21,abab,4,1,1,1
5854,PRT000017505114,PRT,30.9,11.9,0,0,0,27.2,44.1,71.3,42.8,1.3,30.9,0,32.2,21.4,5.5125,8,ab,2,1,1,1
5855,PRT000011103196,PRT,23.8,9.2,0,27.1,0,16.3,70.1,86.4,60.1,10,50.9,0,60.9,12.02,2.804,25,abbab,5,1,1,2
5856,PRT000008802559,PRT,6.6,5,0,6.1,0,19.8,54.9,74.7,17.7,37.2,12.7,0,49.9,5.9,2.614285714,21,abb,3,1,1,2
5857,PRT000008402392,PRT,10,15.5,0,0,0,18.9,26.9,45.8,25.5,1.4,10,0,11.4,12.75,3.3625,8,ab,2,1,1,2
5858,PRT000010402994,PRT,28.7,15.4,0,0,0,14.2,50.8,65,44.1,6.7,28.7,0,35.4,22.05,4.618181818,11,ab,2,1,1,1
5859,PRT000004901416,PRT,19.3,10.8,0,0,0,17.1,32.8,49.9,30.1,2.7,19.3,0,22,15.05,3.28,10,ab,2,1,1,1
5860,PRT000019005563,PRT,24.4,5.8,0,21.4,0,14.3,57,71.3,51.6,5.4,45.8,0,51.2,10.32,2.590909091,22,ababb,5,1,1,2
5861,PRT000019005555,PRT,36.1,5.2,0,0,0,15.7,69,84.7,41.3,27.7,36.1,0,63.8,20.65,5.75,12,ab,2,1,1,2
5862,PRT000016204699,PRT,48,4.8,0,13,0,19,68.4,87.4,65.8,2.6,61,0,63.6,16.45,4.023529412,17,abab,4,1,1,1
5863,PRT000014304134,PRT,4.3,5,0,20,0,16.4,31,47.4,29.3,1.7,24.3,0,26,9.766666667,2.384615385,13,bab,3,1,1,2
5864,PRT000016804894,PRT,38.8,30.6,0,0,0,26.4,70.5,96.9,69.4,1.1,38.8,0,39.9,34.7,8.8125,8,ab,2,1,1,2
5865,PRT000016804899,PRT,28.4,4.9,0,0,52.5,10.5,98,108.5,85.8,12.2,80.9,48.3,93.1,28.6,3.92,25,abb,3,1,1,2
5866,PRT000019305651,PRT,10.4,6.2,0,32.5,0,12.2,54.2,66.4,49.1,5.1,42.9,0,48,8.183333333,2.007407407,27,babbab,6,1,1,1
5867,PRT000019305662,PRT,8.3,11.2,0,0,0,15.6,21.3,36.9,19.5,1.8,8.3,0,10.1,9.75,2.6625,8,ab,2,1,1,2
5868,PRT000017104961,PRT,6.7,9.9,0,0,0,20.3,17.8,38.1,16.6,1.2,6.7,0,7.9,8.3,2.225,8,ab,2,1,1,1
5869,PRT000006501825,PRT,5.2,5.6,0,18.8,0,18.2,33.5,51.7,29.6,3.9,24,0,27.9,9.866666667,2.576923077,13,bab,3,1,1,2
5870,PRT000018705473,PRT,23.4,12.4,0,0,0,13.4,36.5,49.9,35.8,0.7,23.4,0,24.1,17.9,4.5625,8,ab,2,1,1,1
5871,PRT000012403544,PRT,9.8,5.8,0,6.5,0,23.9,25.3,49.2,22.1,3.2,16.3,0,19.5,5.525,1.488235294,17,abab,4,1,1,1
5872,PRT000012403558,PRT,19,24.9,0,0,0,40.5,46.1,86.6,43.9,2.2,19,0,21.2,21.95,5.7625,8,ab,2,1,1,2
5873,PRT000012603635,PRT,4.7,12.2,0,38.8,0,17.8,59.3,77.1,55.7,3.6,43.5,0,47.1,18.56666667,3.953333333,15,bab,3,1,1,2
5874,PRT000011603355,PRT,4.3,9.4,0,20.5,0,16,44.1,60.1,34.2,9.9,24.8,0,34.7,11.4,2.594117647,17,bab,3,1,1,1
5875,PRT000011603349,PRT,39.3,20.8,0,0,0,16.7,61,77.7,60.1,0.9,39.3,0,40.2,30.05,7.625,8,ab,2,1,1,2
5876,PRT000018405358,PRT,26.2,10.9,0,0,0,63.1,38.3,101.4,37.1,1.2,26.2,0,27.4,18.55,4.7875,8,ab,2,1,1,2
5877,PRT000007502136,PRT,3.9,13.7,0,20.7,0,10.8,60,70.8,38.3,21.7,24.6,0,46.3,12.76666667,2.5,24,bab,3,1,1,1
5878,PRT000007502151,PRT,82.3,10.5,0,21.7,0,26,130.3,156.3,114.5,15.8,104,0,119.8,11.45,4.343333333,30,ababaaaaab,10,1,1,1
5879,PRT000007502166,PRT,21.4,0,15.4,0,0,41.8,53.4,95.2,36.8,16.6,21.4,1.9,68.8,12.26666667,2.810526316,19,aab,3,1,1,2
5880,PRT000007502139,PRT,30,11,0,0,0,13.8,43.7,57.5,41,2.7,30,0,32.7,20.5,5.4625,8,ab,2,1,1,2
5881,PRT000002600768,PRT,8.2,16.1,0,0,0,14.2,27.2,41.4,24.3,2.9,8.2,0,11.1,12.15,2.72,10,ab,2,1,1,1
5882,PRT000014004066,PRT,12.2,16.3,0,0,0,10.2,29.2,39.4,28.5,0.7,12.2,0,12.9,14.25,3.65,8,ab,2,1,1,1
5883,QCN000014304747,QCN,10.3,7,0,0,0,9.9,24.8,34.7,17.3,7.5,10.3,0,17.8,8.65,2.066666667,12,ab,2,1,0,1
5884,QCN000004401479,QCN,4,14.6,0,26,0,11.1,54.9,66,44.6,10.3,30,0,40.3,14.86666667,2.745,20,bab,3,1,0,1
5885,QCN000011503848,QCN,9.8,17.3,0,0,0,5.6,34.3,39.9,27.1,7.2,9.8,0,17,13.55,2.638461538,13,ab,2,1,0,2
5886,QCN000015105019,QCN,3.9,0,7.2,0,27.1,14.8,45.4,60.2,38.2,7.2,31,18.9,52.6,12.73333333,1.973913043,23,bab,3,1,0,1
5887,QCN000004701565,QCN,10.4,6.6,0,0,0,33.9,18,51.9,17,1,10.4,0,11.4,8.5,2.25,8,ab,2,1,0,1
5888,QCN000002000669,QCN,7.5,7.4,0,0,0,7.4,18.4,25.8,14.9,3.5,7.5,0,11,7.45,1.84,10,ab,2,1,0,2
5889,QCN000012404129,QCN,23.3,5.1,0,0,28.4,8.5,60.4,68.9,56.8,3.6,51.7,21.7,55.3,14.2,3.355555556,18,abab,4,1,0,1
5890,QCN000013604508,QCN,4.6,3.6,0,10.2,0,6.3,23.2,29.5,18.4,4.8,14.8,0,19.6,6.133333333,1.546666667,15,bab,3,1,0,1
5891,QCN000013604528,QCN,24.8,14.2,0,0,29.5,11.3,74.2,85.5,68.5,5.7,54.3,11.7,60,17.125,3.71,20,abab,4,1,0,1
5892,QCN000011303793,QCN,7.5,10,0,0,0,13.2,60.9,74.1,17.5,43.4,7.5,0,50.9,8.75,3.80625,16,ab,2,1,0,1
5893,QCN000011003666,QCN,20.5,14.8,0,0,0,20.7,38.4,59.1,35.3,3.1,20.5,0,23.6,17.65,4.8,8,ab,2,1,0,1
5894,QCN000011203755,QCN,5.9,8.9,0,39.9,0,12.5,59.2,71.7,54.7,4.5,45.8,0,50.3,18.23333333,3.946666667,15,bab,3,1,0,2
5895,QCN000010903648,QCN,13.8,31.3,0,0,0,9.5,46.5,56,45.1,1.4,13.8,0,15.2,22.55,5.8125,8,ab,2,1,0,1
5896,QCN000008002669,QCN,16.2,0,27.5,0,0,15.8,46.8,62.6,43.7,3.1,16.2,8.4,74.3,21.85,4.254545455,11,ab,2,1,0,1
5897,QCN000013204389,QCN,23.8,11.9,0,0,17.3,10.1,59.3,69.4,53,6.3,41.1,10.4,47.4,13.25,3.294444444,18,abab,4,1,0,1
5898,QCN000015205058,QCN,8,3,0,23.7,0,13.5,36.8,50.3,34.7,2.1,31.7,0,33.8,11.56666667,2.830769231,13,bab,3,1,0,1
5899,QCN000010803601,QCN,9.8,10.5,0,0,0,18.5,22.7,41.2,20.3,2.4,9.8,0,12.2,10.15,2.27,10,ab,2,1,0,2
5900,QCN000007502512,QCN,10.4,8.1,0,0,15.5,6.8,41.2,48,34,7.2,25.9,12.5,33.1,8.5,1.525925926,27,abab,4,1,0,2
5901,QCN000010003356,QCN,4.4,3.2,0,7.4,5.5,9.4,27.6,37,20.5,7.1,17.3,0.6,24.4,5.125,1.15,24,babb,4,1,0,2
5902,QCN000003301106,QCN,6.2,4.1,0,14.2,0,12.2,33,45.2,24.5,8.5,20.4,0,28.9,8.166666667,1.833333333,18,bab,3,1,0,2
5903,QCN000010203437,QCN,8.2,24,0,12.3,0,9.9,54.8,64.7,44.5,10.3,20.5,0,30.8,14.83333333,2.884210526,19,abb,3,1,0,2
5904,QCN000000600197,QCN,6.8,4.8,0,14,0,13,29.3,42.3,25.6,3.7,20.8,0,24.5,5.12,1.331818182,22,babab,5,1,0,1
5905,QCN000012704225,QCN,8.7,28.3,0,0,0,8.8,38.6,47.4,37,1.6,8.7,0,10.3,18.5,4.825,8,ab,2,1,0,2
5906,QCN000014104673,QCN,9.4,8.5,0,10,0,17.9,31.1,49,27.9,3.2,19.4,0,22.6,9.3,2.392307692,13,bab,3,1,0,2
5907,QCN000003701230,QCN,5.8,12.9,0,0,0,13.6,19.4,33,18.7,0.7,5.8,0,6.5,9.35,2.425,8,ab,2,1,0,2
5908,QCN000006902298,QCN,6.2,3.9,0,10.5,0,10.5,34.1,44.6,20.6,13.5,16.7,0,30.2,5.15,1.262962963,27,babb,4,1,0,1
5909,QCN000009803287,QCN,7,0,17.8,0,0,5.5,32.3,37.8,24.8,7.5,7,1.7,50.1,12.4,2.153333333,15,ab,2,1,0,2
5910,QCN000013004322,QCN,16,9.3,0,0,0,7.8,26.9,34.7,25.3,1.6,16,0,17.6,12.65,3.3625,8,ab,2,1,0,2
5911,QCN000009303096,QCN,4.1,6.5,0,14.9,0,7.2,27.6,34.8,25.5,2.1,19,0,21.1,8.5,2.123076923,13,bab,3,1,0,1
5912,QCN000005201738,QCN,5.8,16,0,9.6,0,16,34.2,50.2,31.4,2.8,15.4,0,18.2,10.46666667,2.630769231,13,bab,3,1,0,2
5913,QCN000006402122,QCN,7.3,6.8,0,9.5,0,15.7,26.2,41.9,23.6,2.6,16.8,0,19.4,7.866666667,2.015384615,13,bab,3,1,0,1
5914,QCN000006602208,QCN,15.2,10.9,0,0,0,10.3,28.4,38.7,26.1,2.3,15.2,0,17.5,13.05,2.84,10,ab,2,1,0,2
5915,QCN000015505150,QCN,15.4,11.1,0,8.5,0,17.8,51.3,69.1,35,16.3,23.9,0,40.2,8.75,2.442857143,21,abab,4,1,0,1
5916,QCN000012804256,QCN,12.3,8,0,0,34.2,24.1,66.8,90.9,54.5,12.3,46.5,22.3,58.8,10.9,2.226666667,30,babab,5,1,0,1
5917,QCN000012804279,QCN,18.3,6.4,0,0,8.8,7.7,42.1,49.8,33.5,8.6,27.1,3.5,35.7,8.375,1.913636364,22,abab,4,1,0,1
5918,QCN000011403812,QCN,9.8,4.1,0,7,0,14.4,28.8,43.2,20.9,7.9,16.8,0,24.7,5.225,1.309090909,22,abab,4,1,0,2
5919,QCN000000800241,QCN,16.4,8.2,0,0,31.9,14.2,61.2,75.4,56.5,4.7,48.3,27.1,53,14.125,3.06,20,abab,4,1,0,1
5920,QCN000000800262,QCN,8.2,6.3,0,0,0,10.2,18.6,28.8,14.5,4.1,8.2,0,12.3,7.25,1.86,10,ab,2,1,0,2
5921,QCN000000800261,QCN,9.9,6.7,0,0,0,7.1,17.6,24.7,16.6,1,9.9,0,10.9,8.3,2.2,8,ab,2,1,0,2
5922,QCN000015305077,QCN,6.4,11.3,0,17,0,15.6,55,70.6,34.7,20.3,23.4,0,43.7,8.675,1.666666667,33,babb,4,1,0,2
5923,QCN000007602541,QCN,17.4,10.7,0,0,0,8.3,29.3,37.6,28.1,1.2,17.4,0,18.6,14.05,3.6625,8,ab,2,1,0,2
5924,QCN000008302767,QCN,12,12.8,0,0,0,7.1,25.5,32.6,24.8,0.7,12,0,12.7,12.4,3.1875,8,ab,2,1,0,1
5925,QCN000008302779,QCN,13.1,5.5,0,0,15.1,18.3,40.2,58.5,33.7,6.5,28.2,6.3,34.7,8.425,1.914285714,21,abab,4,1,0,2
5926,QCN000005301762,QCN,14.8,5.9,0,17.1,0,13.2,46.2,59.4,37.8,8.4,31.9,0,40.3,6.3,1.593103448,29,ababab,6,1,0,1
5927,QCN000008502850,QCN,19.8,11.3,0,0,0,6.1,32,38.1,31.1,0.9,19.8,0,20.7,15.55,4,8,ab,2,1,0,1
5928,QCN000008502851,QCN,13.9,10.6,0,9.7,0,11.8,45.3,57.1,34.2,11.1,23.6,0,34.7,8.55,2.157142857,21,abab,4,1,0,2
5929,QCN000000100008,QCN,3.5,4.8,0,12.4,0,8.7,22.9,31.6,20.7,2.2,15.9,0,18.1,6.9,1.761538462,13,bab,3,1,0,2
5930,QCN000004601541,QCN,10.4,0,20.4,0,0,11.5,33.7,45.2,30.8,2.9,10.4,5.5,54.1,15.4,2.808333333,12,ab,2,1,0,1
5931,QCN000005801932,QCN,3.6,4.6,0,6.5,0,9.8,17.3,27.1,14.7,2.6,10.1,0,12.7,4.9,1.153333333,15,bab,3,1,0,2
5932,QCN000000900305,QCN,13.2,0,11.4,0,0,8.2,27,35.2,24.6,2.4,13.2,3,38.4,12.3,2.454545455,11,ab,2,1,0,1
5933,QCN000004101356,QCN,14.1,7.4,0,0,0,26.4,22.5,48.9,21.5,1,14.1,0,15.1,10.75,2.8125,8,ab,2,1,0,1
5934,QCN000001300411,QCN,2.4,6,0,7.4,0,9.8,26.3,36.1,15.8,10.5,9.8,0,20.3,5.266666667,1.384210526,19,bab,3,1,0,2
5935,QCN000015004982,QCN,15.1,0,13.8,0,0,16.5,30.7,47.2,28.9,1.8,15.1,1.4,44.5,14.45,3.411111111,9,ab,2,1,0,1
5936,QCN000012604203,QCN,11.3,0,21.4,0,0,9.5,34.4,43.9,32.7,1.7,11.3,6.9,55.8,16.35,3.822222222,9,ab,2,1,0,1
5937,QCN000013804588,QCN,6.9,9.9,0,0,0,9.3,18.1,27.4,16.8,1.3,6.9,0,8.2,8.4,2.2625,8,ab,2,1,0,1
5938,QCN000008202730,QCN,7.6,9,0,13.7,0,10.8,32.8,43.6,30.3,2.5,21.3,0,23.8,10.1,2.523076923,13,bab,3,1,0,2
5939,QCN000000500166,QCN,20.1,8.4,0,0,0,13.2,30,43.2,28.5,1.5,20.1,0,21.6,14.25,3.75,8,ab,2,1,0,2
5940,QCN000008402799,QCN,7.2,0,8,0,0,5.2,17.1,22.3,15.2,1.9,7.2,3.3,25.1,7.6,1.554545455,11,ab,2,1,0,2
5941,QCN000014504807,QCN,7,0,7.7,7.1,0,14,29,43,21.8,7.2,14.1,1.2,36.7,7.266666667,1.45,20,bab,3,1,0,2
5942,RUS000016903939,RUS,23.3,9.4,0,0,21.3,10.7,107.5,118.2,54,53.5,44.6,4.1,98.1,13.5,4.134615385,26,abab,4,1,0,2
5943,RUS000016503864,RUS,7.4,3.9,0,6.8,7.1,18.3,57.8,76.1,25.2,32.6,21.3,1.9,53.9,5.04,1.179591837,49,babab,5,1,0,1
5944,RUS000016503859,RUS,8,39.1,0,0,0,56.7,69.1,125.8,47.1,22,8,0,30,23.55,6.91,10,ab,2,1,0,1
5945,RUS000022205096,RUS,8.4,7.7,0,0,0,16.3,17.3,33.6,16.1,1.2,8.4,0,9.6,8.05,2.1625,8,ab,2,1,0,2
5946,RUS000009602166,RUS,20.9,7.2,0,39.3,0,17.1,80.7,97.8,67.4,13.3,60.2,0,73.5,22.46666667,6.207692308,13,bab,3,1,0,2
5947,RUS000020404799,RUS,12.4,6.9,0,0,0,18.4,22.8,41.2,19.3,3.5,12.4,0,15.9,9.65,2.85,8,ab,2,1,0,1
5948,RUS000020404778,RUS,30.4,7.7,0,0,0,20.3,41.4,61.7,38.1,3.3,30.4,0,33.7,19.05,4.14,10,ab,2,1,0,2
5949,RUS000003800894,RUS,31.5,5.7,0,19.3,0,20.3,60.9,81.2,56.5,4.4,50.8,0,55.2,14.125,3.582352941,17,abab,4,1,0,2
5950,RUS000009402100,RUS,8.3,5.9,0,14.9,0,25.3,31.4,56.7,29.1,2.3,23.2,0,25.5,9.7,2.415384615,13,bab,3,1,0,2
5951,RUS000006701509,RUS,41.1,9.5,0,0,0,9.4,73,82.4,50.6,22.4,41.1,0,63.5,25.3,6.083333333,12,ab,2,1,0,2
5952,RUS000009902260,RUS,5.2,34.4,0,20.7,0,30.5,68,98.5,60.3,7.7,25.9,0,33.6,20.1,3.777777778,18,bab,3,1,0,2
5953,RUS000009902261,RUS,6.3,11.3,0,0,0,20.6,43.9,64.5,17.6,26.3,6.3,0,32.6,8.8,3.376923077,13,ab,2,1,0,2
5954,RUS000001500371,RUS,30.1,8.7,0,0,0,25.9,45.2,71.1,38.8,6.4,30.1,0,36.5,7.76,4.109090909,11,aaaab,5,1,0,2
5955,RUS000001500388,RUS,7,9.2,0,0,52.1,9.1,73.3,82.4,68.3,5,59.1,7.8,64.1,22.76666667,4.311764706,17,bab,3,1,0,1
5956,RUS000022405153,RUS,6.8,0,9,0,0,20.1,43.9,64,15.8,28.1,6.8,4.5,52.9,5.266666667,1.756,25,aab,3,1,0,2
5957,RUS000018004228,RUS,5.9,4.6,0,27.3,0,6.6,52.8,59.4,37.8,15,33.2,0,48.2,12.6,2.933333333,18,bab,3,1,0,2
5958,RUS000005601294,RUS,18.5,8.9,0,0,0,10.6,31.8,42.4,27.4,4.4,18.5,0,22.9,13.7,2.890909091,11,ab,2,1,0,2
5959,RUS000003300777,RUS,13.8,21.7,0,0,0,10.6,36.7,47.3,35.5,1.2,13.8,0,15,17.75,4.5875,8,ab,2,1,0,2
5960,RUS000012803039,RUS,4.9,12.3,0,0,0,23.4,26.3,49.7,17.2,9.1,4.9,0,14,8.6,1.64375,16,ab,2,1,0,2
5961,RUS000004301001,RUS,8.6,4.7,0,7,0,55.9,48.7,104.6,20.3,28.4,15.6,0,44,6.766666667,1.623333333,30,abb,3,1,0,1
5962,RUS000009702211,RUS,27.3,7,0,16,0,12.3,71.8,84.1,50.3,21.5,43.3,0,64.8,12.575,3.778947368,19,abab,4,1,0,2
5963,RUS000002300529,RUS,6.9,5.6,0,15.5,0,37.6,42.2,79.8,28,14.2,22.4,0,36.6,9.333333333,2.482352941,17,bab,3,1,0,1
5964,RUS000017304006,RUS,9.4,8.7,0,58.7,0,41.7,81.1,122.8,76.8,4.3,68.1,0,72.4,25.6,6.238461538,13,bab,3,1,0,1
5965,RUS000017304014,RUS,18.9,5,0,13.5,0,23.5,59.3,82.8,37.4,21.9,32.4,0,54.3,9.35,2.470833333,24,abab,4,1,0,2
5966,RUS000009502149,RUS,9.7,4.7,0,67.3,31.8,11.6,124.4,136,113.5,10.9,108.8,12.9,119.7,18.91666667,4.012903226,31,bbabbb,6,1,0,1
