ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevant,time_explore_relevant,time_ticket_explore,time_explore_total,time_avg_explore,time_avg_btw_events,events_num,sequence,length,credit,OECD,ratio,mean,weight,gender
JPN000001100358,JPN,4.3,11.9,0,0,33.4,16.2,63.7,79.9,49.6,14.1,37.7,6.1,51.8,16.53333333,3.538888889,18,bab,3,1,1,0.59,359.1,7006.068655,1
JPN000001100351,JPN,17.5,5.7,0,7.4,0,13.4,53.4,66.8,30.6,22.8,24.9,0,47.7,6.12,1.570588235,34,abaab,5,1,1,0.64,391.5,7638.19515,2
JPN000001100347,JPN,7.9,16.6,0,0,0,28.6,25.7,54.3,24.5,1.2,7.9,0,9.1,12.25,3.2125,8,ab,2,1,1,0.67,377.45,7927.009225,2
JPN000001100341,JPN,11.7,11.9,0,13.2,0,16.3,44.2,60.5,36.8,7.4,24.9,0,32.3,9.2,2.6,17,abab,4,1,1,0.78,475,9267.28658,1
JPN000018506138,JPN,7.4,6.7,0,13.6,0,16.9,39.7,56.6,27.7,12,21,0,33,9.233333333,2.205555556,18,bab,3,1,1,0.95,582.4,11362.66885,1
JPN000018506124,JPN,20.8,4.5,0,6.2,0,18.4,41.8,60.2,31.5,10.3,27,0,37.3,7.875,1.672,25,abab,4,1,1,0.92,507.3809524,10957.29887,2
JPN000018506135,JPN,18.7,9.2,0,0,0,15.8,32.8,48.6,27.9,4.9,18.7,0,23.6,13.95,3.28,10,ab,2,1,1,0.71,390.2380952,8427.504858,2
JPN000018506125,JPN,27.5,6.9,0,10.5,0,14.6,80.2,94.8,44.9,35.3,38,0,73.3,7.483333333,1.382758621,58,aaabab,6,1,1,0.81,458.952381,9637.838115,2
JPN000007102362,JPN,3.7,4.8,0,10.4,0,11.1,34.5,45.6,18.9,15.6,14.1,0,29.7,6.3,1.568181818,22,bab,3,1,1,0.78,474,9247.776503,2
JPN000007102359,JPN,21,9.8,0,0,0,17.9,35.7,53.6,30.8,4.9,21,0,25.9,15.4,4.4625,8,ab,2,1,1,0.62,342.6666667,7400.161679,2
JPN000007102338,JPN,5.4,6.2,0,30.5,0,36,47.9,83.9,42.1,5.8,35.9,0,41.7,10.525,2.661111111,18,babb,4,1,1,0.37,227.8,4444.395543,2
JPN000007102339,JPN,9.3,7.5,0,28.4,0,37.9,66.3,104.2,45.2,21.1,37.7,0,58.8,9.04,2.286206897,29,ababb,5,1,1,0.72,409.8095238,8605.855449,2
JPN000007102356,JPN,16.5,0,26.7,0,0,13,62.8,75.8,43.2,19.6,16.5,21.4,89.5,21.6,3.925,16,ab,2,1,1,0.85,469.4285714,10137.68675,2
JPN000007102369,JPN,23.5,11.2,0,16.5,0,23,54.9,77.9,51.2,3.7,40,0,43.7,17.06666667,4.223076923,13,bab,3,1,1,0.98,554.952381,11653.80425,1
JPN000013904583,JPN,43.3,7.4,0,0,25.6,30.7,97.9,128.6,76.3,21.6,68.9,6.9,90.5,19.075,4.256521739,23,abab,4,1,1,0.75,414.3333333,8947.860863,1
JPN000013904582,JPN,40.6,19.6,0,11.3,0,9.5,83.2,92.7,71.5,11.7,51.9,0,63.6,8.9375,3.617391304,23,aaaaaabb,8,1,1,0.64,362.2857143,7607.872212,1
JPN000013904602,JPN,30.2,7.5,0,0,0,23.5,39.8,63.3,37.7,2.1,30.2,0,32.3,18.85,4.975,8,ab,2,1,1,0.31,175.047619,3675.938256,1
JPN000003201072,JPN,24.5,15,0,0,0,13.2,41.3,54.5,39.5,1.8,24.5,0,26.3,19.75,5.1625,8,ab,2,1,1,0.76,461.6,9005.851548,1
JPN000003201081,JPN,32.3,11,0,22.4,0,7.2,73.3,80.5,65.7,7.6,54.7,0,62.3,16.425,3.857894737,19,abab,4,1,1,0.67,378.4761905,7947.866501,1
JPN000014104658,JPN,4.2,7.9,0,9.1,0,21,26.1,47.1,21.2,4.9,13.3,0,18.2,7.066666667,1.74,15,bab,3,1,1,1,609.9,11899.19597,2
JPN000014104668,JPN,20.2,23.8,0,0,0,28.2,46.8,75,44,2.8,20.2,0,23,22,5.85,8,ab,2,1,1,0.75,407.25,8913.506397,2
JPN000014104660,JPN,29.7,0,19.7,0,0,11.5,51.7,63.2,49.4,2.3,29.7,2.2,71.4,24.7,5.744444444,9,ab,2,1,1,0.74,421.1,8843.723896,1
JPN000009002986,JPN,5.4,3.8,0,22.4,0,14.4,38.6,53,31.6,7,27.8,0,34.8,7.9,2.144444444,18,babb,4,1,1,0.63,358.35,7504.834139,2
JPN000015905275,JPN,17.2,10.9,0,16.6,0,22.7,50.9,73.6,44.7,6.2,33.8,0,40,11.175,2.994117647,17,abab,4,1,1,0.75,463.5555556,8974.887805,1
JPN000015905263,JPN,24.6,10,0,8,0,12.3,104.9,117.2,42.6,62.3,32.6,0,94.9,8.52,2.231914894,47,aabab,5,1,1,0.46,283.2,5525.25381,1
JPN000015905289,JPN,22.4,6.1,0,21.6,0,13.9,68,81.9,50.1,17.9,44,0,61.9,7.157142857,2.060606061,33,ababbab,7,1,1,0.72,407.952381,8566.856104,2
JPN000010303403,JPN,11.2,3.5,0,15,0,38.9,51.5,90.4,29.7,21.8,26.2,0,48,5.94,1.560606061,33,babab,5,1,1,0.6,337.7619048,7092.880862,2
JPN000010303388,JPN,34.4,12.1,0,0,0,16.8,47.5,64.3,46.5,1,34.4,0,35.4,23.25,5.9375,8,ab,2,1,1,0.27,165.4,3226.966738,1
JPN000005201735,JPN,14.3,4.1,0,27.4,0,13.9,48.3,62.2,45.8,2.5,41.7,0,44.2,15.26666667,3.715384615,13,bab,3,1,1,0.39,237.8,4639.496313,2
JPN000005201731,JPN,17.3,9.5,0,6.8,0,18.5,36.9,55.4,33.6,3.3,24.1,0,27.4,8.4,2.170588235,17,abab,4,1,1,0.84,515.7,10061.34671,2
JPN000005201729,JPN,16.4,7.9,0,6.9,0,28.6,42.9,71.5,31.2,11.7,23.3,0,35,7.8,1.95,22,abab,4,1,1,0.69,388.4285714,8156.86299,2
JPN000013204351,JPN,18.3,5.4,0,0,25.2,42.9,52,94.9,48.9,3.1,43.5,16.9,46.6,16.3,3.466666667,15,abb,3,1,1,0.57,314,6781.082005,1
JPN000013204340,JPN,4.3,6,0,0,0,17.7,22.7,40.4,10.3,12.4,4.3,0,16.7,5.15,1.746153846,13,ab,2,1,1,0.75,455.2,8880.987056,2
JPN000013204352,JPN,6.8,8,0,10.4,0,13.3,27.6,40.9,25.2,2.4,17.2,0,19.6,3.6,1.623529412,17,baaaaab,7,1,1,0.73,403.0952381,8705.165177,2
JPN000013204346,JPN,26.7,7.4,0,9.1,0,8.1,49.1,57.2,43.2,5.9,35.8,0,41.7,10.8,2.888235294,17,abab,4,1,1,0.81,459.952381,9658.837762,1
JPN000011803915,JPN,6.9,5,0,21,0,9.3,44.2,53.5,32.9,11.3,27.9,0,39.2,8.225,2.104761905,21,bbab,4,1,1,0.47,267.6666667,5620.905587,2
JPN000009103041,JPN,6.1,3.2,0,15.1,0,16.6,55.1,71.7,24.4,30.7,21.2,0,51.9,4.88,1.281395349,43,abbab,5,1,1,0.94,574.4,11206.58824,2
JPN000009103033,JPN,9.3,12.3,0,22.7,0,35.3,55.8,91.1,44.3,11.5,32,0,43.5,8.86,2.325,24,babab,5,1,1,0.55,337.4,6582.699984,1
JPN000009103034,JPN,10.2,3.2,0,11.8,0,29.8,37.5,67.3,25.2,12.3,22,0,34.3,5.04,1.388888889,27,abbab,5,1,1,0.94,535.3809524,11242.81116,2
JPN000005401816,JPN,57.6,14.5,0,0,0,24.1,73.4,97.5,72.1,1.3,57.6,0,58.9,36.05,9.175,8,ab,2,1,1,0.85,520.7,10158.8971,1
JPN000005401812,JPN,20.4,10,0,0,0,15.8,31.1,46.9,30.4,0.7,20.4,0,21.1,15.2,3.8875,8,ab,2,1,1,0.76,461.3,8999.998525,1
JPN000005401808,JPN,32,9.8,0,0,0,12.7,43.1,55.8,41.8,1.3,32,0,33.3,20.9,5.3875,8,ab,2,1,1,0.72,395.5238095,8541.6541,2
JPN000005401820,JPN,6.4,5.3,0,0,0,22.6,12.5,35.1,11.7,0.8,6.4,0,7.2,5.85,1.5625,8,ab,2,1,1,0.88,498.7142857,10472.82409,1
JPN000011903920,JPN,5.9,10.9,0,39.6,0,13.9,60.4,74.3,56.4,4,45.5,0,49.5,18.8,4.646153846,13,bab,3,1,1,0.76,463.2,9037.067672,2
JPN000011903938,JPN,10.1,5.6,0,0,11.7,13.3,29.3,42.6,27.4,1.9,21.8,2.4,23.7,9.133333333,2.092857143,14,bab,3,1,1,0.87,528.7,10314.97772,2
JPN000011903916,JPN,23,6,0,22,0,13.9,54.6,68.5,51,3.6,45,0,48.6,12.75,3.211764706,17,abab,4,1,1,0.6,354.375,7103.757444,2
JPN000003601213,JPN,14.2,5.6,0,0,0,12,21.7,33.7,19.8,1.9,14.2,0,16.1,9.9,2.7125,8,ab,2,1,1,0.48,290.4,5665.726364,2
JPN000003601182,JPN,19.5,9.4,0,0,0,26.3,30.1,56.4,28.9,1.2,19.5,0,20.7,14.45,3.7625,8,ab,2,1,1,0.57,346.6,6762.192692,2
JPN000003601209,JPN,22.2,3.7,0,7.6,0,18.3,36.7,55,33.5,3.2,29.8,0,33,8.375,2.158823529,17,abab,4,1,1,0.74,448.6,8752.220547,2
JPN000003601200,JPN,25.8,6.5,0,22.8,0,16,77.5,93.5,55.1,22.4,48.6,0,71,11.02,2.672413793,29,aabab,5,1,1,0.88,485,10500.91445,2
JPN000018906281,JPN,30.7,11.9,0,0,0,11.5,44.9,56.4,42.6,2.3,30.7,0,33,21.3,5.6125,8,ab,2,1,1,0.76,433.1904762,9096.847202,2
JPN000018906254,JPN,10.2,8.5,0,10.3,0,13.6,32.1,45.7,29,3.1,20.5,0,23.6,9.666666667,2.469230769,13,bab,3,1,1,0.67,378.8571429,7955.866367,2
JPN000009703206,JPN,7.9,5.5,0,8.4,0,30,25,55,21.8,3.2,16.3,0,19.5,7.266666667,1.923076923,13,bab,3,1,1,0.85,520.4,10153.04408,1
JPN000009703192,JPN,24.2,0,13,0,0,18.9,39.6,58.5,37.2,2.4,24.2,3.7,52.6,18.6,4.4,9,ab,2,1,1,0.73,403,8703.108434,1
JPN000007902634,JPN,17,7.8,0,9,0,19,36.3,55.3,33.8,2.5,26,0,28.5,8.45,2.135294118,17,abab,4,1,1,0.86,487.1904762,10230.82815,2
JPN000007902619,JPN,4,7,0,13,0,23.2,30.5,53.7,24,6.5,17,0,23.5,8,2.346153846,13,bab,3,1,1,1,609.9,11899.19597,2
JPN000007902625,JPN,10,7.5,0,19.7,0,8,68.9,76.9,37.2,31.7,29.7,0,61.4,7.44,2.296666667,30,babab,5,1,1,0.87,528.4,10309.12469,2
JPN000002600881,JPN,4.3,11.2,0,0,0,19.5,39.9,59.4,15.5,24.4,4.3,0,28.7,7.75,2.85,14,ab,2,1,1,0.61,363,7276.653128,1
JPN000002600855,JPN,8.9,10.4,0,0,0,21.9,66.8,88.7,19.3,47.5,8.9,0,56.4,9.65,5.566666667,12,ab,2,1,1,0.56,339.3,6619.76913,1
JPN000002600868,JPN,21.4,12.3,0,0,0,12.3,47.8,60.1,33.7,14.1,21.4,0,35.5,16.85,3.676923077,13,ab,2,1,1,0.55,337.6,6586.601999,1
JPN000002600870,JPN,33.2,13.4,0,8.2,0,30,60.2,90.2,54.8,5.4,41.4,0,46.8,13.7,3.541176471,17,abab,4,1,1,0.68,373.7142857,8070.65993,1
JPN000008002675,JPN,14.3,9.5,0,0,0,4,29.6,33.6,23.8,5.8,14.3,0,20.1,11.9,2.96,10,ab,2,1,1,0.76,461.3,8999.998525,2
JPN000008002660,JPN,5.7,6.7,0,13.1,0,16.6,54.6,71.2,25.5,29.1,18.8,0,47.9,8.5,3.033333333,18,bab,3,1,1,0.66,405.7,7915.238243,1
JPN000008002663,JPN,6.8,6.4,0,10.9,0,15,31.6,46.6,24.1,7.5,17.7,0,25.2,8.033333333,2.430769231,13,bab,3,1,1,0.96,585.5,11423.15009,1
JPN000008002659,JPN,9.5,15.3,0,0,0,12.9,25.6,38.5,24.8,0.8,9.5,0,10.3,12.4,3.2,8,ab,2,1,1,1,609.9,11899.19597,1
JPN000008002645,JPN,3.3,6.7,0,10.9,0,21.5,49,70.5,20.9,28.1,14.2,0,42.3,6.966666667,2.041666667,24,bab,3,1,1,0.78,429.1904762,9268.712787,2
JPN000018806221,JPN,6.4,7.8,0,13.1,0,16,29.9,45.9,27.3,2.6,19.5,0,22.1,9.1,2.3,13,bab,3,1,1,0.82,498.4,9723.822382,2
JPN000018806231,JPN,22.1,16.4,0,0,0,22.5,40.7,63.2,38.5,2.2,22.1,0,24.3,6.416666667,3.391666667,12,aaaaab,6,1,1,0.91,514.952381,10813.81836,2
JPN000002200737,JPN,7.1,13.3,0,0,0,20.9,24.6,45.5,20.4,4.2,7.1,0,11.3,10.2,2.236363636,11,ab,2,1,1,0.65,396.5,7735.745535,1
JPN000002200724,JPN,26.5,7,0,0,14.6,27.5,54.7,82.2,48.1,6.6,41.1,8.4,47.7,12.025,2.604761905,21,abab,4,1,1,0.59,350.5,7026.079673,1
JPN000002200726,JPN,16.6,11.8,0,0,0,14.5,38.4,52.9,28.4,10,16.6,0,26.6,14.2,3.490909091,11,ab,2,1,1,0.98,539.3333333,11647.33618,2
JPN000002200723,JPN,20,30,0,17.6,0,7.7,115.3,123,67.6,47.7,37.6,0,85.3,22.53333333,3.391176471,34,abb,3,1,1,0.64,365,7665.540779,1
JPN000013004295,JPN,7.3,6.4,0,5.4,0,12.2,23.2,35.4,19.1,4.1,12.7,0,16.8,6.366666667,1.364705882,17,abb,3,1,1,0.86,525.3,10248.64345,2
JPN000013004302,JPN,15.3,10.2,0,0,0,14.3,29.4,43.7,25.5,3.9,15.3,0,19.2,12.75,2.94,10,ab,2,1,1,0.96,585.5,11423.15009,2
JPN000013004294,JPN,20.7,10.3,0,0,0,22.8,32.2,55,31,1.2,20.7,0,21.9,15.5,4.025,8,ab,2,1,1,0.93,512.9047619,11076.58997,1
JPN000013004276,JPN,14.6,9,0,7.7,0,21.6,35.6,57.2,31.3,4.3,22.3,0,26.6,7.825,2.094117647,17,abab,4,1,1,0.53,301.3809524,6328.893695,1
JPN000013004282,JPN,7.1,17.9,0,0,11,23.3,61.3,84.6,36,25.3,18.1,2.7,43.4,9,2.27037037,27,abab,4,1,1,0.95,523.7619048,11311.05869,2
JPN000013004280,JPN,20.5,8,0,19.7,0,16.2,61.5,77.7,48.2,13.3,40.2,0,53.5,12.05,2.673913043,23,abab,4,1,1,0.8,454.6666667,9547.839626,2
JPN000008802924,JPN,14.9,8.6,0,0,44.9,19.2,108.8,128,68.4,40.4,59.8,6.3,100.2,17.1,4.945454545,22,abab,4,1,1,0.86,486.4285714,10214.82842,1
JPN000008802939,JPN,25.7,21.2,0,0,0,9.2,49.3,58.5,46.9,2.4,25.7,0,28.1,23.45,6.1625,8,ab,2,1,1,0.76,461.3,8999.998525,2
JPN000008802909,JPN,10.9,8.1,0,0,0,23.3,20.2,43.5,19,1.2,10.9,0,12.1,9.5,2.525,8,ab,2,1,1,0.82,449.6190476,9709.884182,2
JPN000008802929,JPN,57.2,8.2,0,16.6,0,21.2,85.5,106.7,82,3.5,73.8,0,77.3,20.5,5.029411765,17,abab,4,1,1,0.83,478.8421053,9923.863468,2
JPN000008802940,JPN,24.1,17.6,0,19.9,0,19.3,75.3,94.6,61.6,13.7,44,0,57.7,20.53333333,3.963157895,19,abb,3,1,1,1,614.5555556,11898.39512,2
JPN000001900628,JPN,23,4.1,0,22.5,0,16.2,67.7,83.9,49.6,18.1,45.5,0,63.6,9.92,2.115625,32,ababb,5,1,1,0.78,430.8571429,9304.705791,1
JPN000001900624,JPN,50.5,7.1,0,11.7,0,11.3,75.4,86.7,69.3,6.1,62.2,0,68.3,17.325,3.968421053,19,abab,4,1,1,0.86,480.3684211,10249.57219,1
JPN000001900631,JPN,28.5,4.2,0,17.3,0,22.2,63,85.2,50,13,45.8,0,58.8,12.5,3.15,20,abab,4,1,1,0.59,353,7076.194364,1
JPN000000100006,JPN,26.1,3.9,0,4.7,0,11.1,46.9,58,34.7,12.2,30.8,0,43,8.675,2.758823529,17,abab,4,1,1,0.89,542.8,10590.0698,2
JPN000000100032,JPN,36.7,34.1,0,0,0,18.8,72.9,91.7,70.8,2.1,36.7,0,38.8,35.4,9.1125,8,ab,2,1,1,0.68,415.9,8114.241029,1
JPN000000100017,JPN,11,10.2,0,0,0,13.6,28.2,41.8,21.2,7,11,0,18,10.6,2.563636364,11,ab,2,1,1,0.91,502.7142857,10856.51846,2
JPN000000100020,JPN,10.3,6.9,0,5.7,0,13.5,48,61.5,22.9,25.1,16,0,41.1,5.725,2.181818182,22,abab,4,1,1,0.75,426.3809524,8953.849604,1
JPN000000100004,JPN,30.4,5.7,0,6.4,0,16.7,49.6,66.3,42.5,7.1,36.8,0,43.9,10.625,2.48,20,abab,4,1,1,0.75,464.1111111,8985.643902,1
JPN000011703870,JPN,19.9,5.3,0,18.3,0,9.7,75.2,84.9,43.5,31.7,38.2,0,69.9,10.875,2.785185185,27,abab,4,1,1,0.96,585.5,11423.15009,2
JPN000011703852,JPN,15,3.9,0,8.3,0,11.8,33.7,45.5,27.2,6.5,23.3,0,29.8,6.8,1.685,20,abab,4,1,1,0.61,348.3809524,7315.877116,2
JPN000012704201,JPN,26.8,4.3,0,11.7,0,25.9,73,98.9,42.8,30.2,38.5,0,68.7,10.7,3.476190476,21,abab,4,1,1,0.65,394.2,7690.872358,2
JPN000012704206,JPN,5.3,0,15.8,0,0,13.9,22.3,36.2,21.1,1.2,5.3,6.5,38.1,10.55,2.477777778,9,ab,2,1,1,0.78,427.6190476,9234.776525,1
JPN000012704195,JPN,11.6,5.7,0,0,0,6.1,18.2,24.3,17.3,0.9,11.6,0,12.5,8.65,2.275,8,ab,2,1,1,0.79,448.9047619,9426.841659,2
JPN000012704189,JPN,22.1,9.9,0,0,23.9,12.7,66.5,79.2,55.9,10.6,46,6.6,56.6,13.975,2.557692308,26,abab,4,1,1,0.74,453,8770.521951,1
JPN000012704217,JPN,9,3.6,0,5.9,0,10.5,25.3,35.8,18.5,6.8,14.9,0,21.7,6.166666667,1.488235294,17,abb,3,1,1,0.81,459.8095238,9655.837812,2
JPN000009903269,JPN,36.2,9,0,0,0,22.1,47.8,69.9,45.2,2.6,36.2,0,38.8,22.6,5.975,8,ab,2,1,1,0.95,577.5,11267.06947,2
JPN000009903265,JPN,6,6.1,0,25.6,0,16.5,40.9,57.4,37.7,3.2,31.6,0,34.8,12.56666667,3.146153846,13,bab,3,1,1,0.74,448.6,8752.220547,2
JPN000008402805,JPN,28.8,29.4,0,0,0,19.5,60.7,80.2,58.2,2.5,28.8,0,31.3,29.1,7.5875,8,ab,2,1,1,0.94,534.6190476,11226.81143,1
JPN000008402781,JPN,4.3,14.5,0,12.2,0,16,34.8,50.8,31,3.8,16.5,0,20.3,10.33333333,2.32,15,bab,3,1,1,0.65,398.1111111,7707.819512,2
JPN000008402806,JPN,23.5,16.4,0,24.2,0,22.7,72.4,95.1,64.1,8.3,47.7,0,56,7.122222222,2.784615385,26,babaaaaab,9,1,1,0.75,425.047619,8925.850074,1
JPN000003801250,JPN,13.7,9,0,0,0,9.6,34.6,44.2,22.7,11.9,13.7,0,25.6,11.35,2.306666667,15,ab,2,1,1,0.83,507.7,9905.266099,1
JPN000003801276,JPN,6.4,7.5,0,0,0,38.6,15.9,54.5,13.9,2,6.4,0,8.4,6.95,1.9875,8,ab,2,1,1,0.67,407.2,7944.503359,2
JPN000003801266,JPN,9,10.4,0,0,0,16.8,22,38.8,19.4,2.6,9,0,11.6,9.7,2.75,8,ab,2,1,1,1,609.9,11899.19597,1
JPN000003801260,JPN,8.7,7.2,0,34.4,0,16.1,59.1,75.2,50.3,8.8,43.1,0,51.9,8.383333333,1.906451613,31,babbab,6,1,1,0.68,385.4285714,8093.864049,1
JPN000001600521,JPN,19.4,15.8,0,0,0,26.6,36.6,63.2,35.2,1.4,19.4,0,20.8,17.6,4.575,8,ab,2,1,1,0.99,601.9,11743.11535,1
JPN000001600537,JPN,9.3,8.1,0,0,0,15.5,18.5,34,17.4,1.1,9.3,0,10.4,8.7,2.3125,8,ab,2,1,1,0.55,309.6190476,6501.890789,2
JPN000005801951,JPN,25.5,4.1,0,16.1,0,8.9,71.1,80,45.7,25.4,41.6,0,67,11.425,3.742105263,19,abab,4,1,1,0.66,404.5,7891.826151,1
JPN000005801954,JPN,15.5,0,12.6,0,0,11.8,29.2,41,28.1,1.1,15.5,4.2,41.8,14.05,3.244444444,9,ab,2,1,1,0.81,449,9696.515352,2
JPN000012003951,JPN,5,17.5,0,14.1,0,10.9,45.7,56.6,36.6,9.1,19.1,0,28.2,12.2,2.85625,16,bab,3,1,1,0.37,228.6,4460.003605,1
JPN000012003976,JPN,27.1,4.5,0,6.9,0,31.4,42.8,74.2,38.5,4.3,34,0,38.3,9.625,2.517647059,17,abab,4,1,1,1,550.952381,11898.25884,2
JPN000013304393,JPN,24.7,6,0,7.6,0,22.4,55,77.4,38.3,16.7,32.3,0,49,9.575,2.2,25,abab,4,1,1,0.92,499.2222222,10960.60214,2
JPN000013304396,JPN,9,0,31.9,0,0,17.3,42.5,59.8,40.9,1.6,9,22.5,74.4,20.45,4.25,10,ab,2,1,1,0.91,524.15,10858.35038,2
JPN000013304403,JPN,23,13.8,0,0,0,8.9,38.7,47.6,36.8,1.9,23,0,24.9,18.4,4.8375,8,ab,2,1,1,0.55,334.8,6531.973783,2
JPN000002300746,JPN,18.6,2.9,0,20.8,0,10.1,64.6,74.7,42.3,22.3,39.4,0,61.7,6.042857143,1.7,38,abababb,7,1,1,0.64,391.8,7644.048173,2
JPN000016605505,JPN,20.2,8.1,0,0,0,19.9,45.9,65.8,28.3,17.6,20.2,0,37.8,4.716666667,3.825,12,aaaaab,6,1,1,0.88,486.8,10526.33724,1
JPN000016605521,JPN,19.4,14.7,0,0,0,14,35.3,49.3,34.1,1.2,19.4,0,20.6,17.05,4.4125,8,ab,2,1,1,0.71,404.8571429,8501.857196,1
JPN000014904943,JPN,11,9.1,0,55,0,25.8,88.7,114.5,75.1,13.6,66,0,79.6,18.775,3.285185185,27,babb,4,1,1,0.85,520.4,10153.04408,1
JPN000014904935,JPN,17.6,10.4,0,0,32.8,16,64.2,80.2,60.8,3.4,50.4,8.4,53.8,15.2,3.566666667,18,abab,4,1,1,0.85,482.8095238,10138.8297,1
JPN000014904938,JPN,11.9,2.5,0,14.9,0,17.9,36.8,54.7,29.3,7.5,26.8,0,34.3,5.86,1.415384615,26,abbab,5,1,1,0.9,494.3333333,10675.52507,1
JPN000014904948,JPN,13,13.6,0,0,0,25.1,30.5,55.6,26.6,3.9,13,0,16.9,13.3,3.8125,8,ab,2,1,1,0.87,494.1428571,10376.8257,2
JPN000016005318,JPN,3.7,2,0,18.9,0,13,28.9,41.9,24.6,4.3,22.6,0,26.9,4.92,1.256521739,23,babbb,5,1,1,0.85,467.9047619,10104.77886,2
JPN000016005303,JPN,6.1,11.9,0,16.4,0,12.8,36.6,49.4,34.4,2.2,22.5,0,24.7,11.46666667,2.815384615,13,bab,3,1,1,0.99,601.9,11743.11535,2
JPN000016005316,JPN,4.7,7.9,0,25.5,0,19.8,41.3,61.1,38.1,3.2,30.2,0,33.4,12.7,3.176923077,13,bab,3,1,1,0.73,450,8712.439024,2
JPN000010803558,JPN,6,18,0,16.2,0,21.9,43.3,65.2,40.2,3.1,22.2,0,25.3,13.4,3.330769231,13,bab,3,1,1,1,609.9,11899.19597,2
JPN000010803555,JPN,18.7,26.4,0,0,0,21.4,46.6,68,45.1,1.5,18.7,0,20.2,22.55,5.825,8,ab,2,1,1,0.97,557.95,11558.55499,1
JPN000010803559,JPN,15.6,19.7,0,0,0,22.7,68.9,91.6,35.3,33.6,15.6,0,49.2,17.65,5.3,13,ab,2,1,1,0.48,294.4,5743.766672,1
JPN000003501173,JPN,10.5,7.2,0,0,0,20.9,19.9,40.8,17.7,2.2,10.5,0,12.7,8.85,2.4875,8,ab,2,1,1,0.66,375.4285714,7883.867576,2
JPN000016505477,JPN,5.6,8.2,0,27.2,0,14.6,44.2,58.8,41,3.2,32.8,0,36,13.66666667,3.4,13,bab,3,1,1,0.93,510.6666667,11028.25651,2
JPN000016505492,JPN,6.5,16,0,0,0,24.6,23.8,48.4,22.5,1.3,6.5,0,7.8,11.25,2.975,8,ab,2,1,1,0.88,490.05,10469.23002,2
JPN000014304733,JPN,7.1,7.1,0,12.9,0,12.1,31.3,43.4,27.1,4.2,20,0,24.2,9.033333333,2.407692308,13,bab,3,1,1,0.91,553.1,10791.02359,2
JPN000014304732,JPN,5.4,7.5,0,0,38.3,13,53.2,66.2,51.2,2,43.7,6.3,45.7,17.06666667,3.8,14,bab,3,1,1,0.82,452.3333333,9768.50136,2
JPN000014304720,JPN,16.4,10.3,0,0,0,28.3,39.4,67.7,26.7,12.7,16.4,0,29.1,13.35,3.030769231,13,ab,2,1,1,0.65,393.8,7683.068327,2
JPN000018005989,JPN,39.8,0,16.4,0,0,10.3,75.9,86.2,56.2,19.7,39.8,3.3,92.3,8.028571429,3.3,23,aaaaaab,7,1,1,0.34,189.9047619,4101.145744,2
JPN000003001011,JPN,47.9,8.8,0,19.7,0,31.5,82.1,113.6,76.4,5.7,67.6,0,73.3,9.55,3.90952381,21,aaaaabab,8,1,1,0.64,391.8,7644.048173,2
JPN000017905958,JPN,3.8,5,0,20.1,0,8.1,56,64.1,28.9,27.1,23.9,0,51,7.225,2.434782609,23,babb,4,1,1,0.57,349.3,6814.8699,2
JPN000017905949,JPN,3.8,4.4,0,17,0,17.4,29,46.4,25.2,3.8,20.8,0,24.6,8.4,2.230769231,13,bab,3,1,1,0.76,430.2380952,9034.848243,2
JPN000000200040,JPN,9,3.4,0,23.6,0,15.7,49,64.7,36,13,32.6,0,45.6,9,1.884615385,26,babb,4,1,1,0.76,433.3809524,9100.847135,2
JPN000000200037,JPN,7.3,8.6,0,4.8,0,12.4,43.6,56,20.7,22.9,12.1,0,35,6.9,1.744,25,abb,3,1,1,0.29,175.6,3425.969523,2
JPN000018106011,JPN,6.7,13.2,0,0,0,17.4,21.4,38.8,19.9,1.5,6.7,0,8.2,9.95,2.675,8,ab,2,1,1,0.29,175.4,3422.067508,2
JPN000018106009,JPN,7.6,6.7,0,0,0,10,15.7,25.7,14.3,1.4,7.6,0,9,7.15,1.9625,8,ab,2,1,1,0.64,363.1904762,7626.871893,2
JPN000008602851,JPN,3.4,6.6,0,0,27.1,27.4,65.7,93.1,37.1,28.6,30.5,10.6,59.1,9.275,1.684615385,39,babb,4,1,1,0.55,303.15,6555.174884,2
JPN000008602856,JPN,12,10.7,0,0,0,15.6,24.2,39.8,22.7,1.5,12,0,13.5,11.35,3.025,8,ab,2,1,1,0.84,462,9990.073549,2
JPN000008602861,JPN,55.1,16.9,0,27.4,0,12.5,121.3,133.8,99.4,21.9,82.5,0,104.4,24.85,5.513636364,22,abab,4,1,1,0.58,329.6190476,6921.883734,2
JPN000002700911,JPN,37.2,9.9,0,0,0,24.9,49.3,74.2,47.1,2.2,37.2,0,39.4,23.55,6.1625,8,ab,2,1,1,0.75,458.2,8939.517287,1
JPN000002700890,JPN,8.2,5.8,0,9.5,0,14.8,28.7,43.5,23.5,5.2,17.7,0,22.9,7.833333333,1.913333333,15,bab,3,1,1,0.75,414.1428571,8943.747377,2
JPN000002700904,JPN,6.6,6,0,13.4,0,24.2,46.5,70.7,26,20.5,20,0,40.5,8.666666667,2.214285714,21,bab,3,1,1,0.68,384.2380952,8068.864469,2
