ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevant,time_explore_relevant,time_ticket_explore,time_explore_total,time_avg_explore,time_avg_btw_events,events_num,sequence,length,credit,OECD,ratio,mean,weight,gender
AUS000073713766,AUS,20.2,23.5,0,0,0,29,45.3,74.3,43.7,1.6,20.2,0,21.8,21.85,5.6625,8,ab,2,1,1,0.75,426.3809524,8953.849604,1
AUS000042807925,AUS,27.4,29.9,0,0,0,23,57.6,80.6,57.3,0.3,27.4,0,27.7,28.65,7.2,8,ab,2,1,1,0.88,487.2380952,10522.29771,1
AUS000001300236,AUS,11.6,8.6,0,0,0,22.5,21.3,43.8,20.2,1.1,11.6,0,12.7,10.1,2.6625,8,ab,2,1,1,0.91,518.7619048,10893.81702,1
AUS000001300240,AUS,12.7,7.1,0,0,0,18,22.5,40.5,19.8,2.7,12.7,0,15.4,9.9,2.25,10,ab,2,1,1,0.58,354.2,6910.469277,2
AUS000037606951,AUS,5.9,5.2,0,8.4,0,22.2,23.7,45.9,19.5,4.2,14.3,0,18.5,6.5,1.823076923,13,bab,3,1,1,0.52,286.952381,6196.966965,1
AUS000037606956,AUS,39,11.1,0,0,0,15.3,50.8,66.1,50.1,0.7,39,0,39.7,25.05,6.35,8,ab,2,1,1,0.55,334.7,6530.022776,2
AUS000004900939,AUS,9.4,10.4,0,21.5,0,8,47.5,55.5,41.3,6.2,30.9,0,37.1,13.76666667,3.653846154,13,bab,3,1,1,0.56,310.4285714,6703.954139,2
AUS000048909074,AUS,57.3,4.7,0,0,0,78.2,63.6,141.8,62,1.6,57.3,0,58.9,31,7.95,8,ab,2,1,1,0.7,399.3809524,8386.859127,1
AUS000027705167,AUS,21.6,12.6,0,0,0,9.3,36.5,45.8,34.2,2.3,21.6,0,23.9,17.1,4.5625,8,ab,2,1,1,0.77,434.0952381,9115.846883,2
AUS000027705186,AUS,15.4,13.7,0,0,0,15.4,30.6,46,29.1,1.5,15.4,0,16.9,14.55,3.825,8,ab,2,1,1,0.68,416.4,8123.996068,2
AUS000034706445,AUS,5.4,4,0,6.5,0,15.3,54,69.3,15.9,38.1,11.9,0,50,5.3,2.076923077,26,bab,3,1,1,0.76,461.8,9009.753564,1
AUS000034706444,AUS,16.9,9.4,0,0,12.8,17.9,43.3,61.2,39.1,4.2,29.7,9.7,33.9,4.8875,1.732,25,aaaaabab,8,1,1,0.81,445.7619048,9626.586086,2
AUS000049009082,AUS,5.2,8.2,0,0,0,18.7,14.4,33.1,13.4,1,5.2,0,6.2,6.7,1.8,8,ab,2,1,1,0.74,448.6,8752.220547,1
AUS000049009077,AUS,3.6,5.9,0,6.8,0,18,19.4,37.4,16.3,3.1,10.4,0,13.5,5.433333333,1.293333333,15,bab,3,1,1,0.66,373.3333333,7839.868315,1
AUS000049009093,AUS,12.6,4,0,17.8,0,30.2,43.9,74.1,34.4,9.5,30.4,0,39.9,6.88,1.829166667,24,ababb,5,1,1,0.65,402.7777778,7798.170732,2
AUS000041207618,AUS,12.4,4.2,0,16.3,0,11.1,52.1,63.2,32.9,19.2,28.7,0,47.9,5.483333333,1.488571429,35,ababab,6,1,1,0.83,458.047619,9891.905946,1
AUS000000800138,AUS,9.9,13.5,0,13.7,0,14.3,44.2,58.5,37.1,7.1,23.6,0,30.7,9.275,2.104761905,21,abab,4,1,1,1,609.9,11899.19597,2
AUS000064912119,AUS,19.1,23.5,0,0,0,17,44.1,61.1,42.6,1.5,19.1,0,20.6,21.3,5.5125,8,ab,2,1,1,0.74,450.9,8797.093724,1
AUS000064912108,AUS,36.1,14.9,0,0,0,32.1,52.2,84.3,51,1.2,36.1,0,37.3,25.5,6.525,8,ab,2,1,1,0.71,384.55,8416.670067,1
AUS000033606251,AUS,30.2,3.7,0,8.7,0,9.9,50.2,60.1,42.6,7.6,38.9,0,46.5,10.65,2.39047619,21,abab,4,1,1,0.87,478.9047619,10342.33269,2
AUS000001200216,AUS,32.1,0,10.4,0,0,16.8,53.9,70.7,42.5,11.4,32.1,3.1,64.3,21.25,4.146153846,13,ab,2,1,1,0.51,311.1111111,6023.414634,1
AUS000048308947,AUS,18.5,25.6,0,0,0,16.8,44.6,61.4,44.1,0.5,18.5,0,19,22.05,5.575,8,ab,2,1,1,0.75,411.4,8907.083788,1
AUS000038807177,AUS,32.3,13.1,0,0,0,22.9,51.1,74,45.4,5.7,32.3,0,38,22.7,6.3875,8,ab,2,1,1,0.58,330,6929.8836,2
AUS000029605501,AUS,10.3,8.9,0,0,0,6.2,21.9,28.1,19.2,2.7,10.3,0,13,9.6,2.19,10,ab,2,1,1,0.79,447.6666667,9400.842096,1
AUS000029605502,AUS,11.3,0,20.4,0,0,27.6,62.3,89.9,31.7,30.6,11.3,4.7,82.7,15.85,4.792307692,13,ab,2,1,1,0.77,425.9047619,9197.75515,2
AUS000001800335,AUS,15.3,8.6,0,0,0,15.5,25.2,40.7,23.9,1.3,15.3,0,16.6,11.95,3.15,8,ab,2,1,1,0.66,375.1904762,7878.86766,1
AUS000044708291,AUS,2.5,9.5,0,14.1,0,15.7,28.9,44.6,26.1,2.8,16.6,0,19.4,8.7,2.223076923,13,bab,3,1,1,0.71,390.4285714,8431.618344,2
AUS000044708282,AUS,3.4,7.7,0,8.6,0,19.6,24.6,44.2,19.7,4.9,12,0,16.9,6.566666667,1.892307692,13,bab,3,1,1,0.88,498.4285714,10466.82419,1
AUS000066812490,AUS,33.3,7.4,0,0,0,72.5,44.4,116.9,40.7,3.7,33.3,0,37,20.35,5.55,8,ab,2,1,1,0.51,309.3,6034.46682,1
AUS000066812501,AUS,25.3,13.2,0,0,0,14.9,42.2,57.1,38.5,3.7,25.3,0,29,19.25,5.275,8,ab,2,1,1,0.49,267.9047619,5785.618344,2
AUS000031405839,AUS,21.7,9.8,0,0,0,15.3,44.8,60.1,31.5,13.3,21.7,0,35,10.5,2.635294118,17,aab,3,1,1,0.79,434.5714286,9384.918772,1
AUS000033106152,AUS,31.7,8.9,0,15.3,0,11.8,58.9,70.7,55.9,3,47,0,50,13.975,3.464705882,17,abab,4,1,1,0.77,434.1904762,9117.846849,1
AUS000033106142,AUS,6.2,17.2,0,0,0,19.2,25,44.2,23.4,1.6,6.2,0,7.8,11.7,3.125,8,ab,2,1,1,0.99,601.9,11743.11535,1
AUS000056310472,AUS,12.8,9.7,0,0,0,37.1,26,63.1,22.5,3.5,12.8,0,16.3,11.25,3.25,8,ab,2,1,1,0.46,283.7,5535.008848,1
AUS000056310475,AUS,14.3,26.4,0,0,0,23.1,42.5,65.6,40.7,1.8,14.3,0,16.1,20.35,5.3125,8,ab,2,1,1,0.66,376.6190476,7908.867156,1
AUS000003000575,AUS,3.4,5.1,0,33,0,11.7,44.1,55.8,41.5,2.6,36.4,0,39,13.83333333,3.392307692,13,bab,3,1,1,0.93,513.3809524,11086.87369,1
AUS000003000584,AUS,14.5,15.3,0,0,0,23.9,32.6,56.5,29.8,2.8,14.5,0,17.3,14.9,4.075,8,ab,2,1,1,0.41,251.5555556,4870.360976,1
AUS000003000574,AUS,10,9.9,0,25.8,0,11.2,49.1,60.3,45.7,3.4,35.8,0,39.2,15.23333333,3.776923077,13,bab,3,1,1,0.71,402.1428571,8444.858153,1
AUS000048508986,AUS,30.8,9.4,0,0,0,21.3,41.5,62.8,40.2,1.3,30.8,0,32.1,20.1,5.1875,8,ab,2,1,1,0.52,296.5714286,6227.895391,1
AUS000055610333,AUS,6.7,7.1,0,23.8,0,11.9,48.1,60,37.6,10.5,30.5,0,41,12.53333333,3.00625,16,bab,3,1,1,0.76,466.3,9097.54891,1
AUS000049409171,AUS,24.5,11,0,18.4,16.7,16.4,110.1,126.5,70.6,39.5,59.6,5.5,99.1,11.76666667,2.975675676,37,abbbab,6,1,1,0.55,337.4,6582.699984,1
AUS000070713192,AUS,10.7,10.6,0,0,0,19.3,22.5,41.8,21.3,1.2,10.7,0,11.9,10.65,2.8125,8,ab,2,1,1,0.74,450.7,8793.191709,2
AUS000035306566,AUS,9.2,8.7,0,6.6,0,13.9,51.4,65.3,24.5,26.9,15.8,0,42.7,6.125,2.705263158,19,abab,4,1,1,0.96,585.5,11423.15009,2
AUS000005000964,AUS,21.8,6.8,0,0,0,7.9,30.1,38,28.6,1.5,21.8,0,23.3,14.3,3.7625,8,ab,2,1,1,0.29,178.8,3488.40177,2
AUS000073013616,AUS,20.7,3.9,0,8.1,0,10.1,39.6,49.7,32.7,6.9,28.8,0,35.7,2.725,1.584,25,abaaaaaaaaab,12,1,1,0.86,487.3809524,10234.82809,2
AUS000032706074,AUS,9.6,9.9,0,0,0,23.1,20.9,44,19.5,1.4,9.6,0,11,9.75,2.6125,8,ab,2,1,1,0.71,392.6190476,8478.923436,2
AUS000025304659,AUS,14.3,8,0,0,95.3,17,124.1,141.1,117.6,6.5,109.6,13.7,116.1,39.2,8.864285714,14,bab,3,1,1,1,609.9,11899.19597,2
AUS000025304662,AUS,20,16.6,0,9.2,0,20.6,52.8,73.4,45.8,7,29.2,0,36.2,15.26666667,4.061538462,13,abb,3,1,1,0.73,416.1904762,8739.853198,2
AUS000055710350,AUS,7.7,12.4,0,0,0,31.2,20.8,52,20.1,0.7,7.7,0,8.4,10.05,2.6,8,ab,2,1,1,0.88,483.6190476,10444.14147,1
AUS000064111964,AUS,30.8,12.7,0,6.1,0,19.3,57.1,76.4,49.6,7.5,36.9,0,44.4,12.4,3.005263158,19,abab,4,1,1,0.87,531.6,10371.55694,1
AUS000064111961,AUS,26.4,11.5,0,0,0,24.8,38.9,63.7,37.9,1,26.4,0,27.4,18.95,4.8625,8,ab,2,1,1,0.74,448.6,8752.220547,1
AUS000074713960,AUS,11.5,9.4,0,5.1,0,14.3,31.8,46.1,26,5.8,16.6,0,22.4,6.5,1.870588235,17,abab,4,1,1,0.87,532.1,10381.31198,2
AUS000074213870,AUS,14,16.2,0,0,0,17,31.3,48.3,30.2,1.1,14,0,15.1,15.1,3.9125,8,ab,2,1,1,0.49,301.1,5874.484188,1
AUS000007701454,AUS,28.6,9.4,0,11.4,0,35.5,54.4,89.9,49.4,5,40,0,45,12.35,3.2,17,abab,4,1,1,0.58,318.2380952,6872.607073,2
AUS000007701452,AUS,32.2,9.8,0,8.2,0,15.6,56.4,72,50.2,6.2,40.4,0,46.6,12.55,2.82,20,abab,4,1,1,0.66,400.7,7817.687858,1
AUS000059611091,AUS,49.2,9.4,0,0,0,24.6,59.8,84.4,58.6,1.2,49.2,0,50.4,29.3,7.475,8,ab,2,1,1,0.64,391.6,7640.146158,1
AUS000042407847,AUS,25.3,0,19.7,0,0,15.8,46.7,62.5,45,1.7,25.3,4.9,66.4,22.5,5.188888889,9,ab,2,1,1,0.4,218.952381,4728.45239,2
AUS000029805534,AUS,3.9,7.2,0,14.1,0,21.2,34.5,55.7,25.2,9.3,18,0,27.3,8.4,1.916666667,18,bab,3,1,1,0.67,380.2380952,7984.865879,2
AUS000010001882,AUS,17.8,7.8,0,0,0,11,26.6,37.6,25.6,1,17.8,0,18.8,12.8,3.325,8,ab,2,1,1,0.61,346.8571429,7283.877654,1
AUS000014802790,AUS,9.3,10,0,0,0,21.2,20.3,41.5,19.3,1,9.3,0,10.3,9.65,2.5375,8,ab,2,1,1,0.29,174.2,3398.655415,1
AUS000053109861,AUS,15,0,22.4,0,0,22,68.7,90.7,37.4,31.3,15,12.3,91.1,6.233333333,3.816666667,18,aaaaab,6,1,1,0.52,295.5714286,6206.895744,1
AUS000051409558,AUS,3.7,3.9,0,11.9,0,17.3,40.6,57.9,19.5,21.1,15.6,0,36.7,6.5,1.933333333,21,bab,3,1,1,0.57,316.7142857,6839.699184,2
AUS000072213453,AUS,11.7,5.8,0,11.9,0,13.8,32.8,46.6,29.4,3.4,23.6,0,27,7.35,1.726315789,19,abab,4,1,1,0.8,456.047619,9576.839139,1
AUS000028705358,AUS,16.6,6.8,0,0,0,21.5,25.1,46.6,23.4,1.7,16.6,0,18.3,11.7,3.1375,8,ab,2,1,1,0.48,290.4,5665.726364,1
AUS000076114231,AUS,6.1,7.5,0,53.4,0,31.6,70.6,102.2,67,3.6,59.5,0,63.1,22.33333333,5.430769231,13,bab,3,1,1,0.77,420.1,9186.565229,1
AUS000007601436,AUS,14.2,13.8,0,0,0,23.9,41.3,65.2,28,13.3,14.2,0,27.5,14,2.753333333,15,ab,2,1,1,0.56,344.2,6715.368507,2
AUS000035406577,AUS,3,5.7,0,21.2,0,26.9,61.1,88,29.9,31.2,24.2,0,55.4,5.98,1.566666667,39,bbabb,5,1,1,0.61,343.6470588,7266.494025,2
AUS000059211032,AUS,10.6,9.1,0,0,0,11.2,45.6,56.8,19.7,25.9,10.6,0,36.5,9.85,3.8,12,ab,2,1,1,0.45,252.5238095,5302.910928,2
AUS000042207797,AUS,14.3,10.3,0,0,0,9,25.8,34.8,24.6,1.2,14.3,0,15.5,12.3,3.225,8,ab,2,1,1,0.72,410.6666667,8623.855146,2
AUS000042207803,AUS,22.6,25.7,0,0,0,10.2,50,60.2,48.3,1.7,22.6,0,24.3,24.15,6.25,8,ab,2,1,1,0.64,391.5,7638.19515,1
AUS000065712291,AUS,7.9,9.9,0,0,0,13.6,18.8,32.4,17.8,1,7.9,0,8.9,8.9,2.35,8,ab,2,1,1,0.62,350.7619048,7365.876277,1
AUS000016003007,AUS,16.7,0,27.5,0,0,10.9,45.3,56.2,44.2,1.1,16.7,13.5,72.8,22.1,5.033333333,9,ab,2,1,1,0.75,460.5,8984.390464,1
AUS000016002998,AUS,59.9,11.8,0,0,0,18,72.8,90.8,71.7,1.1,59.9,0,61,35.85,9.1,8,ab,2,1,1,0.84,465.3333333,10049.24679,2
AUS000016002993,AUS,15.5,4,0,17.4,0,10.7,42.1,52.8,36.9,5.2,32.9,0,38.1,9.225,2.004761905,21,abab,4,1,1,0.96,585.5,11423.15009,2
AUS000030005552,AUS,32.1,12,0,15.5,0,25.1,67.8,92.9,59.6,8.2,47.6,0,55.8,11.92,2.825,24,abbab,5,1,1,0.96,585.5,11423.15009,1
AUS000030005559,AUS,5.4,5.2,0,19.1,0,20.3,34,54.3,29.7,4.3,24.5,0,28.8,9.9,2.615384615,13,bab,3,1,1,0.37,225.6,4401.473374,2
AUS000015002825,AUS,21.5,4.4,0,8.5,0,12.5,37.5,50,34.4,3.1,30,0,33.1,8.6,2.205882353,17,abab,4,1,1,0.47,289.5,5648.167295,2
AUS000063911920,AUS,19,16.8,0,0,0,35.8,37.8,73.6,35.8,2,19,0,21,17.9,4.725,8,ab,2,1,1,0.74,406.6190476,8781.264672,2
AUS000001900360,AUS,26.3,3.1,0,13.4,0,3.1,45.6,48.7,42.8,2.8,39.7,0,42.5,10.7,2.682352941,17,abab,4,1,1,0.55,334.3,6522.218745,1
AUS000034106342,AUS,33.4,17.8,0,0,0,18.8,52.1,70.9,51.2,0.9,33.4,0,34.3,25.6,6.5125,8,ab,2,1,1,0.93,511.7619048,11051.90906,1
AUS000052409738,AUS,5.9,7.3,0,38.3,0,17.8,54.6,72.4,51.5,3.1,44.2,0,47.3,17.16666667,4.2,13,bab,3,1,1,0.75,457.8,8931.713256,1
AUS000000200020,AUS,27.7,0,5.9,10.2,0,38.9,49.5,88.4,43.8,5.7,37.9,1.1,55.4,10.95,2.475,20,abab,4,1,1,0.78,474.3,9253.629526,2
AUS000009801843,AUS,9,10,0,50.8,0,21.1,72.4,93.5,69.8,2.6,59.8,0,62.4,23.26666667,5.569230769,13,bab,3,1,1,0.56,339.3,6619.76913,1
AUS000006601251,AUS,37.1,17.1,0,0,0,12.4,56.3,68.7,54.2,2.1,37.1,0,39.2,27.1,7.0375,8,ab,2,1,1,0.82,457.6842105,9808.85668,2
AUS000006601250,AUS,7.8,0,23.5,0,0,16.8,32,48.8,31.3,0.7,7.8,7.6,55.5,15.65,3.555555556,9,ab,2,1,1,0.37,226.7,4422.934458,2
AUS000037907015,AUS,7.9,4.7,0,0,24.8,22.2,47.1,69.3,37.4,9.7,32.7,6.5,42.4,12.46666667,2.140909091,22,bab,3,1,1,0.85,519.6,10137.43602,2
AUS000009101697,AUS,72.3,7.4,0,0,0,12.7,80.9,93.6,79.7,1.2,72.3,0,73.5,39.85,10.1125,8,ab,2,1,1,0.83,504.6,9844.78486,1
AUS000022804216,AUS,5.9,4.1,0,19.8,0,19.1,32.6,51.7,29.8,2.8,25.7,0,28.5,9.933333333,2.507692308,13,bab,3,1,1,0.52,294.047619,6174.896281,1
AUS000031705906,AUS,13,8.9,0,0,0,12.1,22.6,34.7,21.9,0.7,13,0,13.7,10.95,2.825,8,ab,2,1,1,0.87,531.6,10371.55694,2
AUS000031705892,AUS,40.1,9.1,0,0,0,27.8,51.6,79.4,49.2,2.4,40.1,0,42.5,24.6,6.45,8,ab,2,1,1,0.82,453.0952381,9784.955305,2
AUS000031705899,AUS,11.2,9.7,0,0,0,17.7,22.4,40.1,20.9,1.5,11.2,0,12.7,10.45,2.8,8,ab,2,1,1,0.96,585.5,11423.15009,2
AUS000013802561,AUS,7,7.7,0,18.6,0,17.2,35.9,53.1,33.3,2.6,25.6,0,28.2,11.1,2.761538462,13,bab,3,1,1,0.68,385.4285714,8093.864049,1
AUS000030605692,AUS,12.6,10.1,0,0,0,5.6,24.2,29.8,22.7,1.5,12.6,0,14.1,11.35,3.025,8,ab,2,1,1,0.68,415.9,8114.241029,1
AUS000030605693,AUS,23.1,4,0,11.4,0,10.5,50.4,60.9,38.5,11.9,34.5,0,46.4,7.7,1.938461538,26,abaab,5,1,1,0.87,493.0952381,10354.82607,2
AUS000030605695,AUS,15.4,0,15.2,0,0,22.5,41.7,64.2,30.6,11.1,15.4,3,56.9,15.3,3.207692308,13,ab,2,1,1,0.72,395.0952381,8532.398756,2
AUS000026004830,AUS,5.7,13.5,0,26.2,0,14.1,50,64.1,45.4,4.6,31.9,0,36.5,15.13333333,3.333333333,15,bab,3,1,1,0.64,390.7,7622.587088,1
AUS000026004822,AUS,15.5,15.7,0,0,0,21.2,32,53.2,31.2,0.8,15.5,0,16.3,15.6,4,8,ab,2,1,1,0.98,539.3333333,11647.33618,2
AUS000043808101,AUS,31,57.4,0,0,0,15.2,89.7,104.9,88.4,1.3,31,0,32.3,44.2,11.2125,8,ab,2,1,1,0.65,397.9,7763.059643,1
AUS000043808112,AUS,2.9,3.9,0,19.9,0,31.8,43.4,75.2,26.7,16.7,22.8,0,39.5,8.9,2.066666667,21,bab,3,1,1,0.53,300.7142857,6314.89393,2
AUS000046808661,AUS,19.2,5.2,0,9.6,0,20.2,37.9,58.1,34,3.9,28.8,0,32.7,8.5,2.229411765,17,abab,4,1,1,0.72,428.25,8584.646562,2
AUS000024604528,AUS,6.3,4.4,0,14,0,19.6,26.8,46.4,24.7,2.1,20.3,0,22.4,8.233333333,2.061538462,13,bab,3,1,1,0.95,577.5,11267.06947,1
AUS000009001673,AUS,49.7,4.4,0,22.3,0,17.1,90.1,107.2,76.4,13.7,72,0,85.7,8.488888889,2.574285714,35,abaaaaabb,9,1,1,0.76,429.6190476,9021.848461,1
AUS000009001685,AUS,18.4,20.3,0,0,0,13.7,39.9,53.6,38.7,1.2,18.4,0,19.6,19.35,4.9875,8,ab,2,1,1,1,596.7142857,11897.31581,1
AUS000049609222,AUS,10.7,7.8,0,0,0,11.6,19.6,31.2,18.5,1.1,10.7,0,11.8,9.25,2.45,8,ab,2,1,1,0.47,288.1,5620.853187,1
AUS000061011370,AUS,4.9,9.5,0,51.6,0,14.8,94.1,108.9,66,28.1,56.5,0,84.6,22,3.360714286,28,bab,3,1,1,0.81,444.3809524,9596.763311,1
AUS000061011369,AUS,14.3,7.2,0,0,0,7.8,24.2,32,21.5,2.7,14.3,0,17,10.75,3.025,8,ab,2,1,1,0.93,520.1052632,11042.02982,1
AUS000003100600,AUS,9.4,8.6,0,19.5,0,29.5,46.9,76.4,37.5,9.4,28.9,0,38.3,12.5,3.607692308,13,bab,3,1,1,0.81,446.9047619,9651.267003,1
AUS000003100609,AUS,16.1,19,0,0,0,16.2,36.1,52.3,35.1,1,16.1,0,17.1,17.55,4.5125,8,ab,2,1,1,0.94,531.5714286,11162.8125,1
AUS000023704363,AUS,2.8,7.5,0,13.1,0,20.8,25.6,46.4,23.4,2.2,15.9,0,18.1,7.8,1.969230769,13,bab,3,1,1,0.77,424,9156.620288,2
AUS000073913805,AUS,27.3,10.4,0,4.5,0,45.8,45.6,91.4,42.2,3.4,31.8,0,35.2,5.275,2.171428571,21,abaaaaab,8,1,1,0.84,464.8571429,10038.96308,2
AUS000044808308,AUS,13.8,5.5,0,11.3,0,15.1,38.8,53.9,30.6,8.2,25.1,0,33.3,7.65,2.282352941,17,abab,4,1,1,1,609.9,11899.19597,2
AUS000044808317,AUS,11.1,0,17.7,0,24.1,18.6,56.7,75.3,52.9,3.8,35.2,26.2,74.4,13.225,2.180769231,26,abab,4,1,1,0.87,492.7142857,10346.82621,2
AUS000044808305,AUS,19.7,4.7,0,0,44.2,23.9,82.5,106.4,68.6,13.9,63.9,29.8,77.8,13.72,2.75,30,abbab,5,1,1,0.84,463,9998.856588,2
AUS000075614140,AUS,15.5,12.3,0,0,0,22.2,29.4,51.6,27.8,1.6,15.5,0,17.1,13.9,3.675,8,ab,2,1,1,0.75,460.5,8984.390464,2
AUS000075614145,AUS,8.7,7.8,0,12.8,0,22.6,32.9,55.5,29.3,3.6,21.5,0,25.1,7.325,1.935294118,17,abab,4,1,1,0.94,530.3809524,11137.81292,2
AUS000075614135,AUS,17.8,10.8,0,5.9,0,18.8,40.7,59.5,34.5,6.2,23.7,0,29.9,8.625,2.142105263,19,abab,4,1,1,0.88,540.1,10537.39259,2
AUS000027505143,AUS,5.8,7.9,0,16.4,0,14.3,33.2,47.5,30.1,3.1,22.2,0,25.3,10.03333333,2.553846154,13,bab,3,1,1,0.81,448.2380952,9680.061407,2
AUS000048008885,AUS,14,9.7,0,0,0,15.4,24.8,40.2,23.7,1.1,14,0,15.1,11.85,3.1,8,ab,2,1,1,0.53,291.5714286,6296.719005,1
AUS000023104269,AUS,36,9.4,0,0,0,18.9,48.6,67.5,45.4,3.2,36,0,39.2,22.7,6.075,8,ab,2,1,1,0.96,585.5,11423.15009,2
AUS000040107420,AUS,13.6,11.2,0,0,0,28.9,27.6,56.5,24.8,2.8,13.6,0,16.4,12.4,3.45,8,ab,2,1,1,0.62,344.2857143,7435.126312,1
AUS000009701826,AUS,21.3,7,0,0,0,12,29.9,41.9,28.3,1.6,21.3,0,22.9,14.15,3.7375,8,ab,2,1,1,0.38,207.6666667,4484.728333,2
AUS000009701813,AUS,20.3,3.6,0,5.1,0,12.3,34.1,46.4,29,5.1,25.4,0,30.5,3.625,1.623809524,21,abaaaaab,8,1,1,0.71,404.1428571,8486.857448,1
AUS000017803360,AUS,34.7,14.3,0,9.3,0,14.1,63.1,77.2,58.3,4.8,44,0,48.8,14.575,3.711764706,17,abab,4,1,1,0.46,279.7,5456.96854,1
AUS000017803350,AUS,21.1,15.7,0,0,0,9,41.3,50.3,36.8,4.5,21.1,0,25.6,18.4,5.1625,8,ab,2,1,1,0.67,379.047619,7959.866299,1
AUS000043708091,AUS,4.9,4.5,0,44,0,26.7,58.2,84.9,53.4,4.8,48.9,0,53.7,13.35,3.233333333,18,babb,4,1,1,0.5,281.047619,5901.900867,1
AUS000043708094,AUS,5.6,14.9,0,11.9,0,12.4,43.1,55.5,32.4,10.7,17.5,0,28.2,10.8,2.394444444,18,bab,3,1,1,0.29,174.2,3398.655415,2
AUS000033206180,AUS,16.3,7.6,0,0,0,15.6,25.2,40.8,23.9,1.3,16.3,0,17.6,11.95,3.15,8,ab,2,1,1,0.75,426.75,8962.382267,2
AUS000033206168,AUS,4.3,5.2,0,20.5,0,12.9,56.5,69.4,30,26.5,24.8,0,51.3,10,4.346153846,13,bab,3,1,1,0.75,414.4761905,8950.945977,1
AUS000024104455,AUS,8.4,9.4,0,21.1,0,29.4,42.1,71.5,38.9,3.2,29.5,0,32.7,12.96666667,3.238461538,13,bab,3,1,1,0.57,314.7142857,6796.507579,1
AUS000073413689,AUS,16.3,14.7,0,0,0,17.5,32.7,50.2,31,1.7,16.3,0,18,15.5,4.0875,8,ab,2,1,1,0.84,461.0952381,9957.721726,1
AUS000050109312,AUS,22.4,12.3,0,0,0,11.7,36.1,47.8,34.7,1.4,22.4,0,23.8,17.35,4.5125,8,ab,2,1,1,0.68,387.2380952,8131.86341,1
AUS000030705712,AUS,9.3,9.3,0,12.7,0,20.5,43.1,63.6,31.3,11.8,22,0,33.8,10.43333333,2.052380952,21,bab,3,1,1,0.62,351.9047619,7389.875873,2
AUS000006401224,AUS,6.1,10.6,0,24.4,0,17.9,52.8,70.7,41.1,11.7,30.5,0,42.2,13.7,3.3,16,bab,3,1,1,0.62,366.875,7354.330899,1
AUS000007101315,AUS,14.1,4.6,0,19.5,0,15.4,42.7,58.1,38.2,4.5,33.6,0,38.1,9.55,2.511764706,17,abab,4,1,1,0.96,585.5,11423.15009,1
AUS000057410697,AUS,5.1,6.2,0,44.7,0,21.5,59.9,81.4,56,3.9,49.8,0,53.7,18.66666667,4.607692308,13,bab,3,1,1,0.83,509.8888889,9871.946341,1
AUS000057410687,AUS,3.7,21.1,0,24.7,0,28.5,64.1,92.6,49.5,14.6,28.4,0,43,16.5,4.273333333,15,bab,3,1,1,0.82,466.5,9806.964221,1
AUS000069913049,AUS,4.9,7.7,0,33,0,20.5,48.8,69.3,45.6,3.2,37.9,0,41.1,15.2,3.753846154,13,bab,3,1,1,0.74,450.9,8797.093724,1
AUS000001500284,AUS,4.7,5.1,0,18.5,0,19.6,34.8,54.4,28.3,6.5,23.2,0,29.7,7.075,1.933333333,18,babb,4,1,1,0.89,505.5238095,10615.82169,2
AUS000066712474,AUS,5.9,47,0,0,0,39.5,67.2,106.7,52.9,14.3,5.9,0,20.2,26.45,8.4,8,ab,2,1,1,0.84,477.6190476,10029.83153,1
AUS000066712479,AUS,22.2,8.7,0,0,32.6,17.5,76.1,93.6,63.5,12.6,54.8,28.1,67.4,15.875,3.044,25,abab,4,1,1,0.9,496.952381,10732.0855,2
AUS000072813577,AUS,6.4,7.3,0,0,41.4,20.7,70.7,91.4,55.1,15.6,47.8,4.5,63.4,18.36666667,3.535,20,bab,3,1,1,0.2,122.9,2397.788465,1
AUS000055310279,AUS,17.3,17,0,0,0,38.6,35.4,74,34.3,1.1,17.3,0,18.4,17.15,4.425,8,ab,2,1,1,0.31,187.2222222,3712.056652,2
AUS000007801474,AUS,20.4,8.3,0,0,0,17.8,30,47.8,28.7,1.3,20.4,0,21.7,14.35,3.75,8,ab,2,1,1,0.96,585.5,11423.15009,2
AUS000015302883,AUS,14.7,22,0,0,0,8.8,37.9,46.7,36.7,1.2,14.7,0,15.9,18.35,4.7375,8,ab,2,1,1,0.75,455.5,8886.840079,1
AUS000004000779,AUS,17.9,7.5,0,4.1,0,10.3,31.9,42.2,29.5,2.4,22,0,24.4,7.375,1.876470588,17,abab,4,1,1,0.85,518.4,10114.02392,1
AUS000072613534,AUS,21.1,16.9,0,0,0,21.9,60.6,82.5,38,22.6,21.1,0,43.7,12.66666667,3.564705882,17,aab,3,1,1,0.74,448.6,8752.220547,1
AUS000072613538,AUS,33.7,14.1,0,0,11.5,39.9,83.8,123.7,59.3,24.5,45.2,2.4,69.7,14.825,3.223076923,26,abab,4,1,1,0.28,172.1,3357.684254,2
AUS000059511082,AUS,10.5,11.6,0,0,0,20.8,23.2,44,22.1,1.1,10.5,0,11.6,11.05,2.9,8,ab,2,1,1,0.83,507.7,9905.266099,1
AUS000025904809,AUS,13.1,7.7,0,0,0,10.4,22.5,32.9,20.8,1.7,13.1,0,14.8,10.4,2.8125,8,ab,2,1,1,0.57,346.3,6756.339669,1
