,Unnamed: 0,ID,cnt,time_A_total,time_b1,time_b2,time_B_total,time_start,time_end,time_solving,time_total,time_answer,time_not_answer,time_solving_2,events_num,avg_time_btw_events,sequence,length,credit,OECD
13008,13009,FIN000022706508,FIN,8.9,12.3,0,12.3,20.4,2.8,25.6,48.8,21.2,4.4,25.6,8,3.2,ab,2,1,1
13012,13013,FIN000005501541,FIN,19.3,6.2,3.7,9.9,10.8,1.7,33.4,45.9,29.2,4.2,33.4,19,1.757894737,abab,4,1,1
13017,13018,FIN000005501535,FIN,10.8,18,0,18,19,3.4,31.3,53.7,28.8,2.5,31.3,12,2.608333333,ab,2,1,1
13019,13020,FIN000021106013,FIN,5.5,7.1,13.6,20.7,18.4,3,54.1,75.5,26.2,27.9,54.1,31,1.74516129,bab,3,1,1
13021,13022,FIN000021106026,FIN,6.4,13.2,0,13.2,21.7,3.2,20.3,45.2,19.6,0.7,20.3,8,2.5375,ab,2,1,1
13023,13024,FIN000021106025,FIN,13,9,0,9,20.1,2.5,23.3,45.9,22,1.3,23.3,8,2.9125,ab,2,1,1
13025,13026,FIN000021106015,FIN,5.2,14,34.8,48.8,27.4,3.7,57.1,88.2,54,3.1,57.1,13,4.392307692,bab,3,1,1
13031,13032,FIN000029108286,FIN,11,7.4,10.1,17.5,18.9,5.7,32.2,56.8,28.5,3.7,32.2,17,1.894117647,abab,4,1,1
13032,13033,FIN000029108285,FIN,15.6,6.3,0,6.3,11,2.8,28.1,41.9,21.9,6.2,28.1,11,2.554545455,ab,2,1,1
13033,13034,FIN000004601297,FIN,18.2,10.5,0,10.5,17.2,2.9,32.5,52.6,28.7,3.8,32.5,10,3.25,ab,2,1,1
13036,13037,FIN000004601292,FIN,28.5,10.6,0,10.6,34.4,2.9,47,84.3,39.1,7.9,47,12,3.916666667,aaaaab,6,1,1
13037,13038,FIN000004601298,FIN,7.6,9.7,0,9.7,27,1.6,22,50.6,17.3,4.7,22,11,2,ab,2,1,1
13038,13039,FIN000004601286,FIN,12.2,8.8,0,8.8,8.2,2.3,23.8,34.3,21,2.8,23.8,10,2.38,ab,2,1,1
13039,13040,FIN000029708462,FIN,3.4,12.2,18.4,30.6,15.2,2.3,40.4,57.9,34,6.4,40.4,13,3.107692308,bab,3,1,1
13040,13041,FIN000029708450,FIN,12.4,3.6,4.2,7.8,17.5,8.2,32.7,58.4,20.2,12.5,32.7,22,1.486363636,abb,3,1,1
13042,13043,FIN000029708444,FIN,9.6,3.6,6,9.6,23.4,2.9,33.3,59.6,19.2,14.1,33.3,24,1.3875,bab,3,1,1
13045,13046,FIN000003701056,FIN,20.1,3,5,8,7.8,2.8,31.5,42.1,28.1,3.4,31.5,17,1.852941176,abab,4,1,1
13046,13047,FIN000003701032,FIN,11.2,5.1,6.9,12,25.2,1.9,32.7,59.8,23.2,9.5,32.7,22,1.486363636,abab,4,1,1
13047,13048,FIN000003701039,FIN,8.1,8.1,0,8.1,10.8,2.2,16.9,29.9,16.2,0.7,16.9,8,2.1125,ab,2,1,1
13048,13049,FIN000003701054,FIN,2.4,6.5,15,21.5,8.7,2.2,28.9,39.8,23.9,5,28.9,20,1.445,bbab,4,1,1
13050,13051,FIN000003701049,FIN,3.1,3.6,25.3,28.9,19.1,3.6,35,57.7,32,3,35,18,1.944444444,babb,4,1,1
13051,13052,FIN000017404937,FIN,64.8,9.1,24.6,33.7,3.4,4.2,107.2,114.8,98.5,8.7,107.2,22,4.872727273,abbab,5,1,1
13053,13054,FIN000017404939,FIN,5.6,8.6,52.4,61,34.7,5.3,69.5,109.5,66.6,2.9,69.5,14,4.964285714,bab,3,1,1
13054,13055,FIN000017404940,FIN,19.3,16.7,0,16.7,22.5,2.8,37.6,62.9,36,1.6,37.6,8,4.7,ab,2,1,1
13057,13058,FIN000017404954,FIN,11.6,7,13.5,20.5,10.7,4,34.1,48.8,32.1,2,34.1,13,2.623076923,bab,3,1,1
13063,13064,FIN000000900245,FIN,12.6,7.8,0,7.8,15.4,3.8,21.6,40.8,20.4,1.2,21.6,8,2.7,ab,2,1,1
13065,13066,FIN000021506130,FIN,17.6,10.4,14.4,24.8,21,2.4,45.2,68.6,42.4,2.8,45.2,13,3.476923077,abb,3,1,1
13070,13071,FIN000021506142,FIN,15.5,4.1,21.6,25.7,23.9,2.7,63.9,90.5,41.2,22.7,63.9,30,2.13,abbab,5,1,1
13076,13077,FIN000019005431,FIN,3.8,5.1,10.8,15.9,38.3,2.9,21.6,62.8,19.7,1.9,21.6,13,1.661538462,bab,3,1,1
13081,13082,FIN000019005439,FIN,9.4,10.3,0,10.3,30.4,3.1,33.3,66.8,19.7,13.6,33.3,13,2.561538462,ab,2,1,1
13084,13085,FIN000014304057,FIN,23.9,11.4,0,11.4,18.8,4.2,37.9,60.9,35.3,2.6,37.9,9,4.211111111,ab,2,1,1
13085,13086,FIN000014304055,FIN,20.6,13,7.7,20.7,13.3,2.9,46.8,63,41.3,5.5,46.8,13,3.6,abb,3,1,1
13088,13089,FIN000016504699,FIN,18.8,11.5,0,11.5,13.6,2.5,41.9,58,30.3,11.6,41.9,15,2.793333333,ab,2,1,1
13089,13090,FIN000016504710,FIN,7.5,9.1,8.2,17.3,24.1,2.8,34.7,61.6,24.8,9.9,34.7,16,2.16875,bab,3,1,1
13090,13091,FIN000016504708,FIN,11.7,8.6,0,8.6,7.9,3.9,21.7,33.5,20.3,1.4,21.7,8,2.7125,ab,2,1,1
13091,13092,FIN000016504706,FIN,11.9,13.3,9.2,22.5,17.4,2.3,37.1,56.8,34.4,2.7,37.1,14,2.65,abb,3,1,1
13092,13093,FIN000016504713,FIN,3.1,6.7,13.5,20.2,7,2.3,27.4,36.7,23.3,4.1,27.4,15,1.826666667,bab,3,1,1
13095,13096,FIN000023406728,FIN,6.1,12.6,18.6,31.2,18,3.9,40.2,62.1,37.3,2.9,40.2,13,3.092307692,bab,3,1,1
13096,13097,FIN000023406749,FIN,5.4,7,8.4,15.4,18.2,2.8,45.9,66.9,20.8,25.1,45.9,29,1.582758621,bab,3,1,1
13099,13100,FIN000023406754,FIN,22.1,20.7,0,20.7,22.4,4.4,44.7,71.5,42.8,1.9,44.7,8,5.5875,ab,2,1,1
13101,13102,FIN000008802484,FIN,5,8.4,18.2,26.6,24.9,3.2,34.9,63,31.6,3.3,34.9,13,2.684615385,bab,3,1,1
13103,13104,FIN000008802493,FIN,9.1,25.7,0,25.7,11.4,2.4,40.4,54.2,34.8,5.6,40.4,8,5.05,ab,2,1,1
13104,13105,FIN000008802495,FIN,5.8,3.9,16,19.9,27.5,6.6,28,62.1,25.7,2.3,28,13,2.153846154,bab,3,1,1
13105,13106,FIN000008802475,FIN,16.5,5.8,5.3,11.1,23.2,2.1,34.5,59.8,27.6,6.9,34.5,18,1.916666667,abb,3,1,1
13106,13107,FIN000008802499,FIN,12.2,13.4,0,13.4,23.7,4.1,26.8,54.6,25.6,1.2,26.8,8,3.35,ab,2,1,1
13109,13110,FIN000013303748,FIN,4,4.5,15.2,19.7,12.3,3.5,24.8,40.6,23.7,1.1,24.8,13,1.907692308,bab,3,1,1
13112,13113,FIN000013303771,FIN,4.8,3.2,5.7,8.9,12.3,2.3,24.7,39.3,13.7,11,24.7,22,1.122727273,abb,3,1,1
13113,13114,FIN000013303758,FIN,43.7,8.4,0,8.4,10.4,3.1,55.4,68.9,52.1,3.3,55.4,8,6.925,ab,2,1,1
13115,13116,FIN000013303759,FIN,20.1,7.2,0,7.2,16.8,3.6,28.9,49.3,27.3,1.6,28.9,8,3.6125,ab,2,1,1
13116,13117,FIN000020405839,FIN,29.9,6.3,0,6.3,13.6,3,38.2,54.8,36.2,2,38.2,8,4.775,ab,2,1,1
13119,13120,FIN000020405823,FIN,13.3,17.5,0,17.5,22.7,3.6,36.1,62.4,30.8,5.3,36.1,10,3.61,ab,2,1,1
13122,13123,FIN000020405838,FIN,59.7,9.5,23,32.5,11.7,2.7,97.4,111.8,92.2,5.2,97.4,17,5.729411765,abab,4,1,1
13123,13124,FIN000016204608,FIN,17,3.4,7.7,11.1,12.5,2.3,32.8,47.6,28.1,4.7,32.8,17,1.929411765,abab,4,1,1
13126,13127,FIN000016204591,FIN,8.2,8.1,10.1,18.2,16.2,3.3,33,52.5,26.4,6.6,33,18,1.833333333,bab,3,1,1
13127,13128,FIN000016204612,FIN,19.2,12.9,0,12.9,22.8,2.2,33.2,58.2,32.1,1.1,33.2,8,4.15,ab,2,1,1
13132,13133,FIN000030808742,FIN,12.5,6.4,0,6.4,15.4,2.8,21,39.2,18.9,2.1,21,8,2.625,ab,2,1,1
13133,13134,FIN000030808756,FIN,24.9,17.8,0,17.8,12.1,3.1,47.1,62.3,42.7,4.4,47.1,10,4.71,ab,2,1,1
13134,13135,FIN000030808749,FIN,9.5,11,0,11,14,3.3,23,40.3,20.5,2.5,23,13,1.769230769,ab,2,1,1
13140,13141,FIN000002400630,FIN,28.3,5.1,8.9,14,13.8,2,47,62.8,42.3,4.7,47,17,2.764705882,abab,4,1,1
13142,13143,FIN000005101418,FIN,18.7,4.7,18,22.7,16,6.2,73.8,96,41.4,32.4,73.8,33,2.236363636,abab,4,1,1
13153,13154,FIN000021706189,FIN,15.2,11.3,10.9,22.2,13.1,4.7,39.9,57.7,37.4,2.5,39.9,17,2.347058824,abab,4,1,1
13154,13155,FIN000021706209,FIN,7.6,5.7,7.6,13.3,15.3,2.6,23,40.9,20.9,2.1,23,13,1.769230769,bab,3,1,1
13156,13157,FIN000004001111,FIN,14.5,6,14.4,20.4,18.3,4.3,44.8,67.4,34.9,9.9,44.8,19,2.357894737,abab,4,1,1
13158,13159,FIN000004001126,FIN,14.4,22.6,0,22.6,14.3,4.4,41.8,60.5,37,4.8,41.8,9,4.644444444,ab,2,1,1
13162,13163,FIN000005601572,FIN,4.3,5.8,8.3,14.1,21.9,3.3,21.8,47,18.4,3.4,21.8,13,1.676923077,bab,3,1,1
13163,13164,FIN000005601549,FIN,12.9,17,0,17,7.9,3.4,31.7,43,29.9,1.8,31.7,8,3.9625,ab,2,1,1
13168,13169,FIN000009302617,FIN,23.4,8.6,6.4,15,23.7,3.2,44.3,71.2,38.4,5.9,44.3,17,2.605882353,abab,4,1,1
13170,13171,FIN000009302612,FIN,13.5,10.1,0,10.1,13.6,4.7,24.7,43,23.6,1.1,24.7,8,3.0875,ab,2,1,1
13171,13172,FIN000009302614,FIN,6.3,6.9,16.5,23.4,22.1,2.7,45.6,70.4,29.7,15.9,45.6,18,2.533333333,bab,3,1,1
13174,13175,FIN000002700717,FIN,22.4,8.2,0,8.2,13.4,6,33.3,52.7,30.6,2.7,33.3,8,4.1625,ab,2,1,1
13175,13176,FIN000002700687,FIN,14.5,16.4,0,16.4,8.4,2.3,32.3,43,30.9,1.4,32.3,8,4.0375,ab,2,1,1
13178,13179,FIN000015104312,FIN,11.9,4.6,0,4.6,24.8,3.1,17.8,45.7,16.5,1.3,17.8,8,2.225,ab,2,1,1
13180,13181,FIN000015104304,FIN,18.9,7.1,19.4,26.5,44.5,2.8,60.5,107.8,45.4,15.1,60.5,26,2.326923077,abbab,5,1,1
13185,13186,FIN000026807680,FIN,14,6.5,0,6.5,10.8,2.6,21.4,34.8,20.5,0.9,21.4,8,2.675,ab,2,1,1
13189,13190,FIN000026807673,FIN,6.6,5.4,24.8,30.2,23.5,8.8,39.3,71.6,36.8,2.5,39.3,13,3.023076923,bab,3,1,1
13190,13191,FIN000017604989,FIN,6.7,5.1,20.9,26,15.8,3.1,35.3,54.2,32.7,2.6,35.3,13,2.715384615,bab,3,1,1
13191,13192,FIN000017604994,FIN,18.6,15.1,0,15.1,14,3.9,36.2,54.1,33.7,2.5,36.2,8,4.525,ab,2,1,1
13192,13193,FIN000017604997,FIN,9.3,4.1,6.3,10.4,24.1,2.5,27.5,54.1,19.7,7.8,27.5,20,1.375,abab,4,1,1
13193,13194,FIN000017605000,FIN,19.1,14.5,0,14.5,40.5,3.6,34.9,79,33.6,1.3,34.9,8,4.3625,ab,2,1,1
13200,13201,FIN000011103115,FIN,13.1,6.9,0,6.9,11.1,3.1,22,36.2,20,2,22,8,2.75,ab,2,1,1
13202,13203,FIN000013803889,FIN,10.6,5.7,0,5.7,11.3,3.7,17.2,32.2,16.3,0.9,17.2,8,2.15,ab,2,1,1
13208,13209,FIN000025207265,FIN,21.8,18.7,0,18.7,16.1,3.3,44.8,64.2,40.5,4.3,44.8,10,4.48,ab,2,1,1
13215,13216,FIN000006501798,FIN,17.9,7.6,11.5,19.1,19.6,2.9,46,68.5,37,9,46,19,2.421052632,abab,4,1,1
13220,13221,FIN000015604413,FIN,40.9,5.4,16,21.4,20.7,2.7,65.7,89.1,62.3,3.4,65.7,17,3.864705882,abab,4,1,1
13223,13224,FIN000015604417,FIN,5.8,4.3,27.1,31.4,21.5,2.6,40.2,64.3,37.2,3,40.2,20,2.01,babb,4,1,1
13227,13228,FIN000029908513,FIN,13.3,4.2,0,4.2,13.3,1.8,19.8,34.9,17.5,2.3,19.8,10,1.98,ab,2,1,1
13238,13239,FIN000010002791,FIN,11.7,11.2,0,11.2,17.6,4.1,34,55.7,22.9,11.1,34,8,4.25,ab,2,1,1
13242,13243,FIN000010002786,FIN,9.5,7.3,0,7.3,15.2,2.3,21.3,38.8,16.8,4.5,21.3,10,2.13,ab,2,1,1
13243,13244,FIN000010002789,FIN,3.9,8.5,11.2,19.7,18.9,2.2,25.4,46.5,23.6,1.8,25.4,15,1.693333333,bab,3,1,1
13254,13255,FIN000001400385,FIN,20.9,6.4,0,6.4,6.4,2.9,40.3,49.6,27.3,13,40.3,13,3.1,ab,2,1,1
13263,13264,FIN000030908769,FIN,21.9,4.7,12.3,17,10.1,3.8,52.4,66.3,38.9,13.5,52.4,22,2.381818182,abab,4,1,1
13266,13267,FIN000030908780,FIN,11.6,5.1,26.1,31.2,15.5,6.2,49.4,71.1,42.8,6.6,49.4,24,2.058333333,babab,5,1,1
13272,13273,FIN000016304627,FIN,4.3,13.8,0,13.8,17.9,2.5,40.4,60.8,18.1,22.3,40.4,15,2.693333333,ab,2,1,1
13273,13274,FIN000016304633,FIN,6.4,11.2,29.3,40.5,14,5.5,51.8,71.3,46.9,4.9,51.8,17,3.047058824,bab,3,1,1
13288,13289,FIN000014804210,FIN,29.8,10.6,0,10.6,23.4,8.2,46.2,77.8,40.4,5.8,46.2,14,3.3,aab,3,1,1
13290,13291,FIN000014804196,FIN,5.1,6.6,15.8,22.4,15.2,3.9,30.1,49.2,27.5,2.6,30.1,13,2.315384615,bab,3,1,1
13291,13292,FIN000009202589,FIN,2.9,6.9,17,23.9,29,3.8,36.6,69.4,26.8,9.8,36.6,17,2.152941176,bab,3,1,1
13296,13297,FIN000007802158,FIN,8.4,6.2,17.7,23.9,14.6,3.1,41.6,59.3,32.3,9.3,41.6,13,3.2,bab,3,1,1
13299,13300,FIN000004701317,FIN,24.6,5.5,11.4,16.9,5.4,2.5,54.8,62.7,41.5,13.3,54.8,22,2.490909091,abab,4,1,1
13300,13301,FIN000004701325,FIN,8.9,5.5,26,31.5,21.3,4.5,55,80.8,40.4,14.6,55,26,2.115384615,babab,5,1,1
13301,13302,FIN000004701329,FIN,28.7,15.7,0,15.7,29.7,8,46.2,83.9,44.4,1.8,46.2,8,5.775,ab,2,1,1
13305,13306,FIN000014504132,FIN,6.7,5.4,0,5.4,15.5,2.5,13.6,31.6,12.1,1.5,13.6,8,1.7,ab,2,1,1
13308,13309,FIN000024006938,FIN,26.7,8.4,13.5,21.9,9.9,2.4,56.2,68.5,48.6,7.6,56.2,22,2.554545455,ababb,5,1,1
13312,13313,FIN000024006946,FIN,14.7,11,8.6,19.6,27.2,4.5,47.3,79,34.3,13,47.3,19,2.489473684,abb,3,1,1
13318,13319,FIN000011603290,FIN,9,6.2,0,6.2,27.5,3.5,22,53,15.2,6.8,22,12,1.833333333,ab,2,1,1
13321,13322,FIN000011603262,FIN,24.7,15.5,0,15.5,16.8,3.7,46.3,66.8,40.2,6.1,46.3,11,4.209090909,ab,2,1,1
13325,13326,FIN000022406428,FIN,16.9,9.1,0,9.1,20.6,2.1,27.4,50.1,26,1.4,27.4,8,3.425,ab,2,1,1
13327,13328,FIN000022406439,FIN,22.8,4.5,5.7,10.2,18.3,2.1,36,56.4,33,3,36,17,2.117647059,abab,4,1,1
13329,13330,FIN000022406427,FIN,17.6,6,0,6,27.4,5.5,26.8,59.7,23.6,3.2,26.8,10,2.68,ab,2,1,1
13330,13331,FIN000017104856,FIN,17.4,12.1,0,12.1,22.1,2.7,31.4,56.2,29.5,1.9,31.4,8,3.925,ab,2,1,1
13336,13337,FIN000011203134,FIN,17.1,28,0,28,32.8,4.1,64.9,101.8,45.1,19.8,64.9,8,8.1125,ab,2,1,1
13337,13338,FIN000011203150,FIN,14.8,23,0,23,16.7,2.9,40.9,60.5,37.8,3.1,40.9,8,5.1125,ab,2,1,1
13338,13339,FIN000011203165,FIN,18.5,21.2,0,21.2,7.7,2.4,41.6,51.7,39.7,1.9,41.6,8,5.2,ab,2,1,1
13342,13343,FIN000020305781,FIN,19.6,10.8,27.1,37.9,24.3,3.5,60.5,88.3,57.5,3,60.5,13,4.653846154,bab,3,1,1
13352,13353,FIN000010402920,FIN,17.6,3.5,14.1,17.6,17.2,3.9,54.4,75.5,35.2,19.2,54.4,35,1.554285714,ababb,5,1,1
13353,13354,FIN000010402923,FIN,3.9,16.1,0,16.1,20.5,2.2,49.9,72.6,20,29.9,49.9,14,3.564285714,ab,2,1,1
13356,13357,FIN000000800217,FIN,14,14.3,0,14.3,14.8,2.8,29.3,46.9,28.3,1,29.3,8,3.6625,ab,2,1,1
13357,13358,FIN000000800198,FIN,3.1,5.8,13.8,19.6,22.1,3.6,25.8,51.5,22.7,3.1,25.8,13,1.984615385,bab,3,1,1
13359,13360,FIN000000800204,FIN,5.9,7.3,16.6,23.9,18,3.8,32.7,54.5,29.8,2.9,32.7,13,2.515384615,bab,3,1,1
13360,13361,FIN000000800221,FIN,8.3,13.5,0,13.5,21.2,2.5,23.2,46.9,21.8,1.4,23.2,8,2.9,ab,2,1,1
13361,13362,FIN000004201197,FIN,10.4,8.2,0,8.2,8.7,3.3,21.5,33.5,18.6,2.9,21.5,10,2.15,ab,2,1,1
13364,13365,FIN000004201198,FIN,23.1,11.7,9.9,21.6,12,2.7,51.6,66.3,44.7,6.9,51.6,19,2.715789474,abab,4,1,1
13365,13366,FIN000004201172,FIN,24.3,8.3,18.1,26.4,24.6,2.7,59,86.3,50.7,8.3,59,25,2.36,abab,4,1,1
13369,13370,FIN000021406118,FIN,32.6,23.6,0,23.6,11.5,6.3,58.7,76.5,56.2,2.5,58.7,8,7.3375,ab,2,1,1
13370,13371,FIN000021406098,FIN,13.4,8.4,0,8.4,9.8,2.5,24.6,36.9,21.8,2.8,24.6,10,2.46,ab,2,1,1
13373,13374,FIN000021406103,FIN,9,4.6,0,4.6,15.9,3,14.8,33.7,13.6,1.2,14.8,8,1.85,ab,2,1,1
13376,13377,FIN000022206366,FIN,18.9,8.4,0,8.4,28.8,2.2,29,60,27.3,1.7,29,8,3.625,ab,2,1,1
13377,13378,FIN000022206375,FIN,9.8,3.5,20.6,24.1,40,3.6,41.4,85,33.9,7.5,41.4,24,1.725,baabb,5,1,1
13388,13389,FIN000015904493,FIN,18.7,11.8,0,11.8,16.5,3.3,32.6,52.4,30.5,2.1,32.6,8,4.075,ab,2,1,1
13391,13392,FIN000015904513,FIN,7.2,6.7,0,6.7,16.1,3,15.3,34.4,13.9,1.4,15.3,8,1.9125,ab,2,1,1
13392,13393,FIN000015904498,FIN,22.4,17.6,0,17.6,22.5,3.5,43.4,69.4,40,3.4,43.4,10,4.34,ab,2,1,1
13394,13395,FIN000025007244,FIN,2.6,15.2,8,23.2,10.6,2.5,27.9,41,25.8,2.1,27.9,13,2.146153846,bab,3,1,1
13402,13403,FIN000011903373,FIN,14.9,13.4,0,13.4,20.1,3.3,30.3,53.7,28.3,2,30.3,8,3.7875,ab,2,1,1
13408,13409,FIN000011903361,FIN,11.4,11.5,5.7,17.2,25,1.7,37.6,64.3,28.6,9,37.6,19,1.978947368,abab,4,1,1
13410,13411,FIN000001500407,FIN,12.9,11,0,11,28,4.6,25.4,58,23.9,1.5,25.4,8,3.175,ab,2,1,1
13413,13414,FIN000001500401,FIN,21.5,5,17.7,22.7,9.1,3.4,56.6,69.1,44.2,12.4,56.6,23,2.460869565,abab,4,1,1
13415,13416,FIN000003100853,FIN,10.4,3.4,13.1,16.5,12.4,3.6,33,49,26.9,6.1,33,20,1.65,abbb,4,1,1
13423,13424,FIN000026207522,FIN,4.9,14.4,19.2,33.6,12,9.4,43.7,65.1,38.5,5.2,43.7,17,2.570588235,bab,3,1,1
13428,13429,FIN000026207517,FIN,18.4,7.5,7.2,14.7,18.4,3.4,87.9,109.7,33.1,54.8,87.9,39,2.253846154,aabab,5,1,1
13430,13431,FIN000021005981,FIN,65.2,23.3,0,23.3,44.6,6.6,141.4,192.6,88.5,52.9,141.4,27,5.237037037,aaaaaab,7,1,1
13431,13432,FIN000021005993,FIN,10.2,6.3,0,6.3,9.7,3.7,18.4,31.8,16.5,1.9,18.4,10,1.84,ab,2,1,1
13434,13435,FIN000021005991,FIN,6.2,7.3,13.5,20.8,18,1.9,36.1,56,27,9.1,36.1,18,2.005555556,bab,3,1,1
13438,13439,FIN000003000815,FIN,5.7,13.4,25.9,39.3,29.2,2.8,49.5,81.5,45,4.5,49.5,15,3.3,bab,3,1,1
13439,13440,FIN000003000801,FIN,8.8,19,27.2,46.2,13.8,4.8,60.9,79.5,55,5.9,60.9,13,4.684615385,bab,3,1,1
13440,13441,FIN000003000818,FIN,19.1,5.2,6,11.2,21.1,5.7,35.2,62,30.3,4.9,35.2,17,2.070588235,abab,4,1,1
13442,13443,FIN000003000827,FIN,25.2,5.1,11.4,16.5,15.6,4.4,56.8,76.8,41.7,15.1,56.8,32,1.775,abbab,5,1,1
13443,13444,FIN000006901918,FIN,15.6,10.6,0,10.6,16.4,3.4,32.8,52.6,26.2,6.6,32.8,17,1.929411765,aab,3,1,1
13444,13445,FIN000006901924,FIN,21.6,15.2,0,15.2,8.2,2.7,41.1,52,36.8,4.3,41.1,8,5.1375,ab,2,1,1
13448,13449,FIN000006901923,FIN,6.1,6.6,27.8,34.4,13.5,3.8,42.8,60.1,40.5,2.3,42.8,13,3.292307692,bab,3,1,1
13451,13452,FIN000015004252,FIN,21.4,13.8,0,13.8,15.8,3.4,36.4,55.6,35.2,1.2,36.4,8,4.55,ab,2,1,1
13457,13458,FIN000028708173,FIN,10.3,7.4,14.1,21.5,11.6,4.7,36.2,52.5,31.8,4.4,36.2,13,2.784615385,bab,3,1,1
13462,13463,FIN000019205504,FIN,6.5,8.9,21.3,30.2,16.5,2,52.8,71.3,36.7,16.1,52.8,22,2.4,babab,5,1,1
13464,13465,FIN000022806545,FIN,6.5,7.7,37.7,45.4,16.4,9.4,61.5,87.3,51.9,9.6,61.5,13,4.730769231,bab,3,1,1
13465,13466,FIN000022806550,FIN,24.1,11,11.1,22.1,13.4,4.2,50,67.6,46.2,3.8,50,17,2.941176471,abab,4,1,1
13466,13467,FIN000022806551,FIN,17.4,18.6,0,18.6,17.7,2.8,38,58.5,36,2,38,8,4.75,ab,2,1,1
13474,13475,FIN000007101980,FIN,9.4,7.9,10.6,18.5,16,2.6,36.1,54.7,27.9,8.2,36.1,22,1.640909091,abab,4,1,1
13477,13478,FIN000005301482,FIN,14.7,11.3,0,11.3,15,2.9,30.3,48.2,26,4.3,30.3,11,2.754545455,ab,2,1,1
13478,13479,FIN000005301469,FIN,17.1,12.6,0,12.6,28.3,3.2,37.1,68.6,29.7,7.4,37.1,10,3.71,ab,2,1,1
13484,13485,FIN000023906903,FIN,28.9,9.8,6.3,16.1,34.2,2.6,66.8,103.6,45,21.8,66.8,22,3.036363636,abab,4,1,1
13485,13486,FIN000023906910,FIN,6.3,7.6,29.1,36.7,31.1,4.4,48.7,84.2,43,5.7,48.7,13,3.746153846,bab,3,1,1
13486,13487,FIN000023906904,FIN,17.1,28.9,0,28.9,10.1,5.9,48.6,64.6,46,2.6,48.6,10,4.86,ab,2,1,1
13488,13489,FIN000023906906,FIN,9.5,28.1,0,28.1,16.5,4.7,38.7,59.9,37.6,1.1,38.7,10,3.87,ab,2,1,1
13489,13490,FIN000012403482,FIN,11.5,12.2,0,12.2,13.8,3.6,25.1,42.5,23.7,1.4,25.1,8,3.1375,ab,2,1,1
13490,13491,FIN000012403486,FIN,10.2,17.6,0,17.6,10.1,3.3,29,42.4,27.8,1.2,29,8,3.625,ab,2,1,1
13491,13492,FIN000012403490,FIN,16.8,14.2,0,14.2,43.5,3.1,32.1,78.7,31,1.1,32.1,8,4.0125,ab,2,1,1
13496,13497,FIN000001600437,FIN,17.9,24.1,0,24.1,28,2.5,55,85.5,42,13,55,12,4.583333333,ab,2,1,1
13497,13498,FIN000001600435,FIN,7.7,8.7,0,8.7,12.5,1.7,19.1,33.3,16.4,2.7,19.1,10,1.91,ab,2,1,1
13505,13506,FIN000007302034,FIN,15.7,16.3,0,16.3,16.4,4.1,37.6,58.1,32,5.6,37.6,10,3.76,ab,2,1,1
13507,13508,FIN000000600154,FIN,16.1,4.9,4.3,9.2,37.4,5.1,30.3,72.8,25.3,5,30.3,19,1.594736842,abab,4,1,1
13509,13510,FIN000024206985,FIN,4.4,5.9,10.7,16.6,29.9,4.5,26,60.4,21,5,26,15,1.733333333,bab,3,1,1
13511,13512,FIN000024206990,FIN,8,7.4,0,7.4,14.9,3.8,81,99.7,15.4,65.6,81,12,6.75,ab,2,1,1
13517,13518,FIN000026107480,FIN,10.6,19.3,0,19.3,16.4,2.1,31,49.5,29.9,1.1,31,8,3.875,ab,2,1,1
13519,13520,FIN000026107486,FIN,21,11.4,0,11.4,20.6,2.9,34.9,58.4,32.4,2.5,34.9,10,3.49,ab,2,1,1
13524,13525,FIN000020605890,FIN,6.1,6.3,29.5,35.8,9.1,6.3,44.7,60.1,41.9,2.8,44.7,13,3.438461538,bab,3,1,1
13529,13530,FIN000020605895,FIN,11.5,3.5,8.7,12.2,11.7,2.4,25.6,39.7,23.7,1.9,25.6,13,1.969230769,bab,3,1,1
13531,13532,FIN000030408661,FIN,10.5,7.1,0,7.1,23.5,3.7,19.1,46.3,17.6,1.5,19.1,8,2.3875,ab,2,1,1
13534,13535,FIN000030408646,FIN,5.6,3.3,15.1,18.4,73.8,2.7,41.5,118,24,17.5,41.5,24,1.729166667,bab,3,1,1
13541,13542,FIN000016004537,FIN,17.5,7.7,0,7.7,23.9,2,25.5,51.4,25.2,0.3,25.5,8,3.1875,ab,2,1,1
13543,13544,FIN000002200582,FIN,17.5,13,8.3,21.3,19,3.6,46.3,68.9,38.8,7.5,46.3,20,2.315,abab,4,1,1
13544,13545,FIN000002200596,FIN,10.7,7.1,23.6,30.7,20.6,2.9,44.1,67.6,41.4,2.7,44.1,13,3.392307692,bab,3,1,1
13545,13546,FIN000002200567,FIN,27.9,5.8,14.2,20,17.3,2.9,53.6,73.8,47.9,5.7,53.6,19,2.821052632,abab,4,1,1
13546,13547,FIN000002200571,FIN,17.1,11.6,0,11.6,24.7,3.4,29.3,57.4,28.7,0.6,29.3,8,3.6625,ab,2,1,1
13549,13550,FIN000006701856,FIN,3.4,3.3,5,8.3,13.6,3.1,36.6,53.3,11.7,24.9,36.6,26,1.407692308,bab,3,1,1
13550,13551,FIN000006701868,FIN,23.7,7.5,0,7.5,20.9,2.2,32.6,55.7,31.2,1.4,32.6,8,4.075,ab,2,1,1
13551,13552,FIN000006701857,FIN,32,20.2,0,20.2,11.2,4.8,53.8,69.8,52.2,1.6,53.8,8,6.725,ab,2,1,1
