,Unnamed: 0,ID,cnt,time_A_total,time_b1,time_b2,time_B_total,time_start,time_end,time_solving,time_total,time_answer,time_not_answer,time_solving_2,events_num,avg_time_btw_events,sequence,length,credit,OECD
13560,13561,FIN000000400092,FIN,16.3,8.7,0,8.7,16.2,2.6,29.8,48.6,25,4.8,29.8,11,2.709090909,ab,2,1,1
13561,13562,FIN000000400097,FIN,16.1,10.4,7.4,17.8,22.5,3,38.2,63.7,33.9,4.3,38.2,17,2.247058824,abab,4,1,1
13563,13564,FIN000013203736,FIN,19.9,7.7,0,7.7,13,5.5,28.9,47.4,27.6,1.3,28.9,8,3.6125,ab,2,1,1
13569,13570,FIN000003500981,FIN,8.1,9.5,30.3,39.8,9.7,2.8,50,62.5,47.9,2.1,50,15,3.333333333,bab,3,1,1
13571,13572,FIN000003500984,FIN,11.8,17.4,0,17.4,20.2,3.9,31.2,55.3,29.2,2,31.2,8,3.9,ab,2,1,1
13573,13574,FIN000015204319,FIN,10.9,20.6,77.4,98,19.6,4.2,112.2,136,108.9,3.3,112.2,13,8.630769231,abb,3,1,1
13574,13575,FIN000015204326,FIN,8,4.7,12.2,16.9,12.2,3.9,27.3,43.4,24.9,2.4,27.3,13,2.1,bab,3,1,1
13575,13576,FIN000015204321,FIN,6.7,24.1,31.8,55.9,12.8,3.6,81.9,98.3,62.6,19.3,81.9,13,6.3,bab,3,1,1
13576,13577,FIN000015204314,FIN,2.3,5.6,20.6,26.2,12.3,2.5,44.2,59,28.5,15.7,44.2,15,2.946666667,bab,3,1,1
13577,13578,FIN000015204334,FIN,7.3,4.3,13.4,17.7,24.7,3.3,26.2,54.2,25,1.2,26.2,13,2.015384615,bab,3,1,1
13579,13580,FIN000015204315,FIN,30.1,8.6,6.3,14.9,40.6,2.3,68.6,111.5,45,23.6,68.6,17,4.035294118,abab,4,1,1
13587,13588,FIN000008502406,FIN,18.5,6.1,0,6.1,8.5,3.5,26.1,38.1,24.6,1.5,26.1,8,3.2625,ab,2,1,1
13591,13592,FIN000016804802,FIN,5.2,14.1,0,14.1,13.5,4.2,42.9,60.6,19.3,23.6,42.9,12,3.575,ab,2,1,1
13592,13593,FIN000016804795,FIN,39.7,9.8,0,9.8,10.1,4.6,52.5,67.2,49.5,3,52.5,8,6.5625,ab,2,1,1
13593,13594,FIN000016804806,FIN,21.4,7.1,21.3,28.4,19.2,4.7,56.1,80,49.8,6.3,56.1,24,2.3375,abbab,5,1,1
13594,13595,FIN000016804793,FIN,6.1,8.1,12.6,20.7,11.8,4.9,41.4,58.1,26.8,14.6,41.4,23,1.8,abb,3,1,1
13595,13596,FIN000016804800,FIN,20.3,6.4,17.3,23.7,11.3,2.4,55,68.7,44,11,55,17,3.235294118,abb,3,1,1
13599,13600,FIN000018205205,FIN,16.3,6.6,0,6.6,31.6,5,26,62.6,22.9,3.1,26,8,3.25,ab,2,1,1
13600,13601,FIN000018205186,FIN,3.9,3.5,8.5,12,18.4,2,24,44.4,15.9,8.1,24,16,1.5,bab,3,1,1
13608,13609,FIN000008902524,FIN,24,12.1,0,12.1,17,3.3,42.2,62.5,36.1,6.1,42.2,15,2.813333333,aab,3,1,1
13610,13611,FIN000008902510,FIN,15,10.1,0,10.1,22.3,5.2,28.2,55.7,25.1,3.1,28.2,10,2.82,ab,2,1,1
13611,13612,FIN000008902509,FIN,27.2,4.9,6.6,11.5,27.6,4.4,44.3,76.3,38.7,5.6,44.3,17,2.605882353,abab,4,1,1
13613,13614,FIN000027607890,FIN,15.8,21.9,0,21.9,16.9,2.5,42.8,62.2,37.7,5.1,42.8,10,4.28,ab,2,1,1
13615,13616,FIN000027607900,FIN,7.7,6.7,0,6.7,27.5,9,33,69.5,14.4,18.6,33,12,2.75,ab,2,1,1
13622,13623,FIN000013503820,FIN,7.1,5.6,34.8,40.4,15.8,3,53.1,71.9,47.5,5.6,53.1,13,4.084615385,bab,3,1,1
13626,13627,FIN000001200308,FIN,5.8,6.4,9.7,16.1,20,2.7,24.9,47.6,21.9,3,24.9,13,1.915384615,bab,3,1,1
13636,13637,FIN000004901365,FIN,13.6,31.7,0,31.7,25.1,2.5,47,74.6,45.3,1.7,47,8,5.875,ab,2,1,1
13639,13640,FIN000019705626,FIN,22.8,17.3,0,17.3,17.1,1.8,40.7,59.6,40.1,0.6,40.7,8,5.0875,ab,2,1,1
13642,13643,FIN000019705649,FIN,18.5,23.2,0,23.2,19.6,2.7,43.2,65.5,41.7,1.5,43.2,8,5.4,ab,2,1,1
13643,13644,FIN000025507347,FIN,15.5,3.3,6,9.3,19.1,4.2,30.8,54.1,24.8,6,30.8,20,1.54,abab,4,1,1
13644,13645,FIN000025507345,FIN,36,5.1,6.5,11.6,8,3.2,55.3,66.5,47.6,7.7,55.3,19,2.910526316,abab,4,1,1
13645,13646,FIN000025507348,FIN,27.6,15.8,0,15.8,10.1,3.5,45.1,58.7,43.4,1.7,45.1,8,5.6375,ab,2,1,1
13646,13647,FIN000025507362,FIN,26.1,14.5,0,14.5,14.3,3.4,42.5,60.2,40.6,1.9,42.5,8,5.3125,ab,2,1,1
13649,13650,FIN000010102814,FIN,20.9,11.4,0,11.4,7,3.2,49.4,59.6,32.3,17.1,49.4,21,2.352380952,aab,3,1,1
13650,13651,FIN000010102836,FIN,16.6,11.7,38,49.7,21,6.6,72.1,99.7,66.3,5.8,72.1,30,2.403333333,ababab,6,1,1
13651,13652,FIN000010102820,FIN,15.7,10,8.8,18.8,14.7,2.4,43.3,60.4,34.5,8.8,43.3,26,1.665384615,aabab,5,1,1
13652,13653,FIN000027207762,FIN,16.7,5.8,43.9,49.7,12.9,10.2,74.1,97.2,66.4,7.7,74.1,19,3.9,baaaaab,7,1,1
13653,13654,FIN000027207764,FIN,33.3,19.8,0,19.8,18.1,4.3,56.5,78.9,53.1,3.4,56.5,12,4.708333333,aaaaab,6,1,1
13656,13657,FIN000027207766,FIN,13,6.8,0,6.8,23.9,2.7,22.9,49.5,19.8,3.1,22.9,8,2.8625,ab,2,1,1
13659,13660,FIN000022506458,FIN,13.2,23.2,0,23.2,16.1,3.3,43.1,62.5,36.4,6.7,43.1,11,3.918181818,ab,2,1,1
13666,13667,FIN000010502971,FIN,8.8,3.7,0,3.7,14.4,2.9,14.7,32,12.5,2.2,14.7,10,1.47,ab,2,1,1
13668,13669,FIN000010502957,FIN,23.6,8.6,0,8.6,14.9,2.5,37.4,54.8,32.2,5.2,37.4,11,3.4,ab,2,1,1
13673,13674,FIN000023506771,FIN,20.2,5.8,11.4,17.2,8.8,3.5,41.8,54.1,37.4,4.4,41.8,21,1.99047619,abaaaaab,8,1,1
13675,13676,FIN000019505573,FIN,2.3,15.1,17,32.1,15.6,3.3,36.9,55.8,34.4,2.5,36.9,13,2.838461538,bab,3,1,1
13676,13677,FIN000019505554,FIN,6.7,9.5,0,9.5,21.9,4.8,17.4,44.1,16.2,1.2,17.4,8,2.175,ab,2,1,1
13677,13678,FIN000019505586,FIN,7.9,6,8.9,14.9,17.1,3.5,25.4,46,22.8,2.6,25.4,13,1.953846154,bab,3,1,1
13679,13680,FIN000019505558,FIN,7.1,8.3,0,8.3,26.7,4.7,18.2,49.6,15.4,2.8,18.2,8,2.275,ab,2,1,1
13680,13681,FIN000027307802,FIN,5.7,5.6,19.2,24.8,14.4,3.2,34.1,51.7,30.5,3.6,34.1,13,2.623076923,bab,3,1,1
13684,13685,FIN000027307817,FIN,22.6,5,20.3,25.3,10.7,2.3,57.3,70.3,47.9,9.4,57.3,30,1.91,ababab,6,1,1
13685,13686,FIN000027307804,FIN,16.8,5.9,13.4,19.3,13.5,3.8,41.6,58.9,36.1,5.5,41.6,17,2.447058824,abab,4,1,1
13690,13691,FIN000031108819,FIN,17.1,10.5,9.8,20.3,23.1,6.6,53.7,83.4,37.4,16.3,53.7,20,2.685,abab,4,1,1
13693,13694,FIN000031108806,FIN,25.8,11,12.6,23.6,27.2,4.6,56.9,88.7,49.4,7.5,56.9,21,2.70952381,abab,4,1,1
13697,13698,FIN000014704171,FIN,4.2,10.6,21.1,31.7,15.3,3,41.2,59.5,35.9,5.3,41.2,15,2.746666667,bab,3,1,1
13698,13699,FIN000014704158,FIN,12.9,5.6,0,5.6,18.2,7,23.2,48.4,18.5,4.7,23.2,8,2.9,ab,2,1,1
13702,13703,FIN000014704185,FIN,8,8.5,19.9,28.4,27.1,4,49.3,80.4,36.4,12.9,49.3,21,2.347619048,baab,4,1,1
13704,13705,FIN000010302892,FIN,23.6,7.9,7.2,15.1,15.4,5.9,53.5,74.8,38.7,14.8,53.5,21,2.547619048,abaaaaab,8,1,1
13706,13707,FIN000010302903,FIN,32.8,16.7,0,16.7,21.5,4.9,54.2,80.6,49.5,4.7,54.2,8,6.775,ab,2,1,1
13707,13708,FIN000010302876,FIN,35.4,5.8,23.7,29.5,37.5,3.6,68.1,109.2,64.9,3.2,68.1,18,3.783333333,abab,4,1,1
13708,13709,FIN000010302885,FIN,20.5,15.7,0,15.7,18.8,4.3,38.1,61.2,36.2,1.9,38.1,8,4.7625,ab,2,1,1
13710,13711,FIN000010903072,FIN,12.9,7,0,7,9.4,4.2,35.6,49.2,19.9,15.7,35.6,17,2.094117647,aab,3,1,1
13713,13714,FIN000010903050,FIN,13.3,10.3,0,10.3,22.8,2.6,26.4,51.8,23.6,2.8,26.4,8,3.3,ab,2,1,1
13715,13716,FIN000010903053,FIN,10.2,11.8,10.9,22.7,20.8,3.3,34.5,58.6,32.9,1.6,34.5,15,2.3,bab,3,1,1
13716,13717,FIN000030208604,FIN,4.6,13.5,18.7,32.2,18.5,1.1,39.3,58.9,36.8,2.5,39.3,13,3.023076923,bab,3,1,1
13717,13718,FIN000030208606,FIN,18.8,4.3,8.1,12.4,16.5,2.7,37.5,56.7,31.2,6.3,37.5,17,2.205882353,abab,4,1,1
13718,13719,FIN000030208596,FIN,24.4,17.1,0,17.1,27.4,5.2,42.9,75.5,41.5,1.4,42.9,8,5.3625,ab,2,1,1
13721,13722,FIN000016604727,FIN,14.8,18.9,0,18.9,14.7,2.1,35,51.8,33.7,1.3,35,13,2.692307692,ab,2,1,1
13728,13729,FIN000028608166,FIN,21.5,12.2,0,12.2,20.1,4.2,35.3,59.6,33.7,1.6,35.3,8,4.4125,ab,2,1,1
13733,13734,FIN000005901646,FIN,36.1,5.5,15.2,20.7,26.8,3,59.9,89.7,56.8,3.1,59.9,17,3.523529412,abab,4,1,1
13734,13735,FIN000005901631,FIN,65.2,21.7,0,21.7,17.1,2.8,89,108.9,86.9,2.1,89,10,8.9,ab,2,1,1
13738,13739,FIN000029008257,FIN,3.9,12.5,26.6,39.1,16.7,3.5,52.7,72.9,43,9.7,52.7,21,2.50952381,bab,3,1,1
13740,13741,FIN000029008243,FIN,33.2,8.9,16,24.9,25.9,3.6,61.6,91.1,58.1,3.5,61.6,17,3.623529412,abab,4,1,1
13749,13750,FIN000007702134,FIN,4.7,5.1,3.2,8.3,43.1,3.6,22.9,69.6,13,9.9,22.9,19,1.205263158,abb,3,1,1
13757,13758,FIN000001800496,FIN,19.7,14.2,0,14.2,16.7,4.9,45.5,67.1,33.9,11.6,45.5,16,2.84375,aab,3,1,1
13761,13762,FIN000015804478,FIN,5.1,6.5,36.8,43.3,40.8,9.2,51.6,101.6,48.4,3.2,51.6,18,2.866666667,bbab,4,1,1
13763,13764,FIN000015804467,FIN,18.4,12.3,0,12.3,21.4,3,34.1,58.5,30.7,3.4,34.1,10,3.41,ab,2,1,1
13765,13766,FIN000020905977,FIN,22.8,10.6,0,10.6,14.7,2.9,37.1,54.7,33.4,3.7,37.1,10,3.71,ab,2,1,1
13766,13767,FIN000020905956,FIN,6,6.9,12.1,19,16.3,9.5,34.9,60.7,25,9.9,34.9,18,1.938888889,bab,3,1,1
13771,13772,FIN000009902753,FIN,8.9,9,30.1,39.1,15,4.2,53,72.2,48,5,53,13,4.076923077,bab,3,1,1
13772,13773,FIN000009902776,FIN,14.8,8.8,0,8.8,15.2,4.7,25.1,45,23.6,1.5,25.1,8,3.1375,ab,2,1,1
13774,13775,FIN000009902740,FIN,10.9,5.8,4.7,10.5,19.7,3.3,30,53,21.4,8.6,30,17,1.764705882,abb,3,1,1
13785,13786,FIN000030608709,FIN,7.4,6.8,0,6.8,16.9,3,15,34.9,14.2,0.8,15,8,1.875,ab,2,1,1
13787,13788,FIN000030608708,FIN,7.6,6.9,9.7,16.6,25.1,5.9,39.8,70.8,24.2,15.6,39.8,22,1.809090909,abb,3,1,1
13789,13790,FIN000030608710,FIN,19.7,17.6,0,17.6,20.9,4.1,54.4,79.4,37.3,17.1,54.4,13,4.184615385,ab,2,1,1
13795,13796,FIN000027707915,FIN,19,11.1,0,11.1,29.1,4,31.8,64.9,30.1,1.7,31.8,8,3.975,ab,2,1,1
13797,13798,FIN000025807423,FIN,37.5,15.2,0,15.2,19.5,4.9,54.1,78.5,52.7,1.4,54.1,8,6.7625,ab,2,1,1
13799,13800,FIN000029408381,FIN,29,28.7,0,28.7,22,4,60.9,86.9,57.7,3.2,60.9,8,7.6125,ab,2,1,1
13808,13809,FIN000014404093,FIN,44.9,7.4,39.3,46.7,18.6,2.8,99.1,120.5,91.6,7.5,99.1,17,5.829411765,abab,4,1,1
13816,13817,FIN000006101684,FIN,28.7,9.1,0,9.1,13.1,2.5,39,54.6,37.8,1.2,39,8,4.875,ab,2,1,1
13820,13821,FIN000014904237,FIN,29.8,12.2,0,12.2,12.6,2.3,46.3,61.2,42,4.3,46.3,14,3.307142857,aab,3,1,1
13828,13829,FIN000025607401,FIN,19.9,16.1,0,16.1,20.5,3.7,38.8,63,36,2.8,38.8,8,4.85,ab,2,1,1
13830,13831,FIN000025607379,FIN,13.5,8.6,0,8.6,15.3,3.5,25,43.8,22.1,2.9,25,8,3.125,ab,2,1,1
13831,13832,FIN000025607375,FIN,19.3,9.5,0,9.5,36.1,2.9,31.1,70.1,28.8,2.3,31.1,12,2.591666667,aaaaab,6,1,1
13834,13835,FIN000020205743,FIN,17.2,9.2,12.8,22,14.9,4.7,43,62.6,39.2,3.8,43,18,2.388888889,abab,4,1,1
13836,13837,FIN000020205759,FIN,10.6,8,10.8,18.8,15.9,3.5,45.4,64.8,29.4,16,45.4,29,1.565517241,abbab,5,1,1
13837,13838,FIN000020205765,FIN,15.3,7.8,0,7.8,25.3,5.3,24.5,55.1,23.1,1.4,24.5,8,3.0625,ab,2,1,1
13838,13839,FIN000012903640,FIN,28.5,6.4,13.3,19.7,18.3,3.7,52.2,74.2,48.2,4,52.2,17,3.070588235,abab,4,1,1
13840,13841,FIN000012903627,FIN,21.2,7.6,0,7.6,18.4,4.3,34.3,57,28.8,5.5,34.3,10,3.43,ab,2,1,1
13845,13846,FIN000018005129,FIN,27,7.9,0,7.9,11.5,3,36.9,51.4,34.9,2,36.9,8,4.6125,ab,2,1,1
13846,13847,FIN000018005149,FIN,27.3,6.6,8.2,14.8,16.7,4.7,46.5,67.9,42.1,4.4,46.5,17,2.735294118,abab,4,1,1
13852,13853,FIN000010603010,FIN,7.7,6.5,0,6.5,17.6,3.3,15.6,36.5,14.2,1.4,15.6,8,1.95,ab,2,1,1
13853,13854,FIN000010602980,FIN,8.5,16,0,16,25,4,26.4,55.4,24.5,1.9,26.4,8,3.3,ab,2,1,1
13854,13855,FIN000010602979,FIN,5.5,7.4,10.6,18,10.6,2.4,27.2,40.2,23.5,3.7,27.2,22,1.236363636,babab,5,1,1
13855,13856,FIN000010602989,FIN,10.8,3.3,51.3,54.6,8.3,2.3,72,82.6,65.4,6.6,72,26,2.769230769,babab,5,1,1
13860,13861,FIN000023206677,FIN,11.8,6.5,8.4,14.9,18.9,4.1,29.7,52.7,26.7,3,29.7,17,1.747058824,abab,4,1,1
13861,13862,FIN000023206679,FIN,5.8,10.5,34.1,44.6,9.9,3,53.1,66,50.4,2.7,53.1,13,4.084615385,bab,3,1,1
13864,13865,FIN000023206691,FIN,5.4,17.7,22.2,39.9,31.7,3.3,49.2,84.2,45.3,3.9,49.2,13,3.784615385,bab,3,1,1
13868,13869,FIN000007502055,FIN,18.8,5.8,0,5.8,11.2,3,25.8,40,24.6,1.2,25.8,8,3.225,ab,2,1,1
13870,13871,FIN000007502073,FIN,11,11.7,20.5,32.2,29.6,3,47.6,80.2,43.2,4.4,47.6,14,3.4,bab,3,1,1
13872,13873,FIN000007502054,FIN,16.3,5.4,4.1,9.5,17.2,2.2,40.3,59.7,25.8,14.5,40.3,25,1.612,abab,4,1,1
13874,13875,FIN000029508421,FIN,5.4,5.9,9,14.9,19.5,2.3,25.5,47.3,20.3,5.2,25.5,13,1.961538462,bab,3,1,1
13876,13877,FIN000029508389,FIN,9.6,7.2,0,7.2,12.6,3.1,18,33.7,16.8,1.2,18,8,2.25,ab,2,1,1
13877,13878,FIN000029508399,FIN,11.7,23.3,0,23.3,19.2,2.3,37.4,58.9,35,2.4,37.4,9,4.155555556,ab,2,1,1
13879,13880,FIN000029508410,FIN,16,17.6,0,17.6,20.3,3.1,37.2,60.6,33.6,3.6,37.2,8,4.65,ab,2,1,1
13881,13882,FIN000015704428,FIN,42.9,34.1,0,34.1,23.6,6.9,77.2,107.7,77,0.2,77.2,10,7.72,ab,2,1,1
13886,13887,FIN000015704456,FIN,5.3,4.6,8.2,12.8,16,2.1,20.4,38.5,18.1,2.3,20.4,13,1.569230769,bab,3,1,1
13890,13891,FIN000021906249,FIN,39.2,21.6,0,21.6,13.6,4.4,65.6,83.6,60.8,4.8,65.6,8,8.2,ab,2,1,1
13891,13892,FIN000021906276,FIN,6.4,7.5,0,7.5,19.1,7.6,14.9,41.6,13.9,1,14.9,8,1.8625,ab,2,1,1
13892,13893,FIN000021906268,FIN,25.6,12.1,0,12.1,17.2,2.3,38.7,58.2,37.7,1,38.7,8,4.8375,ab,2,1,1
13893,13894,FIN000021906261,FIN,11,6.3,11.5,17.8,19.1,2.3,33.8,55.2,28.8,5,33.8,17,1.988235294,baaaaab,7,1,1
13902,13903,FIN000017805073,FIN,25.5,4.7,0,4.7,28.9,2.2,31.1,62.2,30.2,0.9,31.1,8,3.8875,ab,2,1,1
13905,13906,FIN000019905684,FIN,18.9,14.2,0,14.2,9.8,2.6,36.9,49.3,33.1,3.8,36.9,10,3.69,ab,2,1,1
13911,13912,FIN000019905679,FIN,4.1,4.5,20.8,25.3,17,2.2,34,53.2,29.4,4.6,34,13,2.615384615,bab,3,1,1
13913,13914,FIN000007001973,FIN,20.9,5.7,25.6,31.3,14.8,3.7,57.3,75.8,52.2,5.1,57.3,22,2.604545455,abbab,5,1,1
13915,13916,FIN000007001950,FIN,12.4,17.8,0,17.8,15.4,4.9,31.1,51.4,30.2,0.9,31.1,8,3.8875,ab,2,1,1
13918,13919,FIN000007001956,FIN,8,11.7,0,11.7,20.6,3.5,30.6,54.7,19.7,10.9,30.6,12,2.55,ab,2,1,1
13921,13922,FIN000016704758,FIN,19.2,7,61.7,68.7,19.2,2.7,91.5,113.4,87.9,3.6,91.5,22,4.159090909,babab,5,1,1
13922,13923,FIN000016704775,FIN,6.3,5.6,20.9,26.5,14.9,4.8,37.9,57.6,32.8,5.1,37.9,24,1.579166667,babab,5,1,1
13923,13924,FIN000016704781,FIN,12.3,12.4,0,12.4,18.9,2,26.7,47.6,24.7,2,26.7,10,2.67,ab,2,1,1
13925,13926,FIN000018405261,FIN,21.4,7.8,0,7.8,9.7,3.3,30.6,43.6,29.2,1.4,30.6,8,3.825,ab,2,1,1
13926,13927,FIN000018405265,FIN,12.4,5.3,0,5.3,15.4,2.8,22,40.2,17.7,4.3,22,10,2.2,ab,2,1,1
13927,13928,FIN000018405274,FIN,27.5,8.1,0,8.1,15,2.8,39.4,57.2,35.6,3.8,39.4,15,2.626666667,aaaaab,6,1,1
13935,13936,FIN000006001668,FIN,29.5,7.2,7.9,15.1,20,2.9,48.3,71.2,44.6,3.7,48.3,17,2.841176471,abab,4,1,1
13937,13938,FIN000006001677,FIN,14.4,12,0,12,14.9,3.1,42.8,60.8,26.4,16.4,42.8,8,5.35,ab,2,1,1
13938,13939,FIN000028308100,FIN,11.2,7.4,33.9,41.3,24.6,2.5,56.8,83.9,52.5,4.3,56.8,22,2.581818182,babab,5,1,1
13942,13943,FIN000028308111,FIN,3.5,4.6,10.3,14.9,14.7,3.2,54.5,72.4,18.4,36.1,54.5,35,1.557142857,bab,3,1,1
13947,13948,FIN000019605615,FIN,26.1,6.7,0,6.7,11.9,4.8,34,50.7,32.8,1.2,34,8,4.25,ab,2,1,1
13948,13949,FIN000019605597,FIN,19.7,15.5,0,15.5,40.8,5.4,38.5,84.7,35.2,3.3,38.5,8,4.8125,ab,2,1,1
13949,13950,FIN000019605616,FIN,7,9.7,0,9.7,25.3,5.5,18.3,49.1,16.7,1.6,18.3,8,2.2875,ab,2,1,1
13955,13956,FIN000026707648,FIN,18.5,13.5,0,13.5,18.1,1.7,33.2,53,32,1.2,33.2,8,4.15,ab,2,1,1
13960,13961,FIN000008202273,FIN,9.3,5.8,6.8,12.6,12.8,3.6,26.6,43,21.9,4.7,26.6,13,2.046153846,abb,3,1,1
13961,13962,FIN000008202267,FIN,10.3,11,0,11,15.7,7.4,23.1,46.2,21.3,1.8,23.1,8,2.8875,ab,2,1,1
13964,13965,FIN000008202269,FIN,4.9,3.9,8.9,12.8,10,2.8,80.7,93.5,17.7,63,80.7,58,1.39137931,babb,4,1,1
13967,13968,FIN000017905096,FIN,17.6,15,0,15,13.7,3,35.7,52.4,32.6,3.1,35.7,8,4.4625,ab,2,1,1
13968,13969,FIN000017905109,FIN,16.7,7.7,0,7.7,14.4,2.7,25.6,42.7,24.4,1.2,25.6,8,3.2,ab,2,1,1
13973,13974,FIN000006601842,FIN,15.4,7,6.9,13.9,10.2,4.9,36.7,51.8,29.3,7.4,36.7,19,1.931578947,abab,4,1,1
13981,13982,FIN000004501280,FIN,9.2,3.9,14.8,18.7,24.2,11.4,34.8,70.4,27.9,6.9,34.8,15,2.32,bab,3,1,1
13983,13984,FIN000012303463,FIN,36.1,6.9,0,6.9,20.3,3.5,45.1,68.9,43,2.1,45.1,12,3.758333333,aaaaab,6,1,1
13984,13985,FIN000012303459,FIN,33.5,14.6,0,14.6,25.8,4.4,50.5,80.7,48.1,2.4,50.5,8,6.3125,ab,2,1,1
13989,13990,FIN000015404372,FIN,6.7,7.3,29.4,36.7,13.2,2.2,46,61.4,43.4,2.6,46,13,3.538461538,bab,3,1,1
13990,13991,FIN000015404373,FIN,9.3,4.4,21,25.4,15.4,7.4,37.6,60.4,34.7,2.9,37.6,13,2.892307692,bab,3,1,1
13991,13992,FIN000015404375,FIN,4.8,8.5,26.2,34.7,11.2,5.7,43.4,60.3,39.5,3.9,43.4,13,3.338461538,bab,3,1,1
13995,13996,FIN000025907428,FIN,5.3,5.5,27.8,33.3,23.3,3.2,41.3,67.8,38.6,2.7,41.3,13,3.176923077,bab,3,1,1
14000,14001,FIN000003901097,FIN,34.2,6.2,0,6.2,10.2,7.7,57,74.9,40.4,16.6,57,17,3.352941176,ab,2,1,1
14003,14004,FIN000003901100,FIN,10.3,7.7,0,7.7,20.3,4.6,19.5,44.4,18,1.5,19.5,8,2.4375,ab,2,1,1
14004,14005,FIN000003901107,FIN,18,16.3,0,16.3,13.8,4.4,36.4,54.6,34.3,2.1,36.4,9,4.044444444,ab,2,1,1
14006,14007,FIN000012203448,FIN,5.2,6.7,0,6.7,23,3.5,15.4,41.9,11.9,3.5,15.4,10,1.54,ab,2,1,1
14009,14010,FIN000012203440,FIN,22.7,10,0,10,41.3,2.9,34.6,78.8,32.7,1.9,34.6,8,4.325,ab,2,1,1
14010,14011,FIN000012203447,FIN,17.3,8.3,12.3,20.6,21.3,6.4,55.5,83.2,37.9,17.6,55.5,28,1.982142857,abaaaaab,8,1,1
14012,14013,FIN000004801339,FIN,7,7.4,6.2,13.6,15.4,2.4,38.2,56,20.6,17.6,38.2,26,1.469230769,abab,4,1,1
14021,14022,FIN000021306087,FIN,28.9,11.4,0,11.4,11.2,2.1,41.3,54.6,40.3,1,41.3,8,5.1625,ab,2,1,1
14023,14024,FIN000021306082,FIN,16.7,6.4,0,6.4,8,5.5,27.5,41,23.1,4.4,27.5,11,2.5,ab,2,1,1
14029,14030,FIN000011503232,FIN,15.9,6.9,32.1,39,3.6,3,76.1,82.7,54.9,21.2,76.1,19,4.005263158,abb,3,1,1
14031,14032,FIN000025107253,FIN,5.7,11.2,24.2,35.4,30.7,4.4,43.5,78.6,41.1,2.4,43.5,13,3.346153846,bab,3,1,1
14032,14033,FIN000007402048,FIN,7,9.3,25.1,34.4,27,3,43.9,73.9,41.4,2.5,43.9,13,3.376923077,bab,3,1,1
14033,14034,FIN000024907214,FIN,6.8,16,16.2,32.2,37.9,2.8,54,94.7,39,15,54,19,2.842105263,bab,3,1,1
14034,14035,FIN000008102243,FIN,24.7,5.5,5.2,10.7,13.7,3.9,41.9,59.5,35.4,6.5,41.9,20,2.095,abab,4,1,1
14035,14036,FIN000008102238,FIN,9.5,7.2,15,22.2,15.3,4.5,50.5,70.3,31.7,18.8,50.5,21,2.404761905,abab,4,1,1
14036,14037,FIN000008102246,FIN,20.6,8.7,7.2,15.9,18,3.4,46.4,67.8,36.5,9.9,46.4,20,2.32,abab,4,1,1
14041,14042,FIN000003300882,FIN,20.7,26.4,0,26.4,32.8,4,49.6,86.4,47.1,2.5,49.6,12,4.133333333,ab,2,1,1
14043,14044,FIN000003300910,FIN,14.4,15,0,15,12,2.5,30.7,45.2,29.4,1.3,30.7,8,3.8375,ab,2,1,1
14044,14045,FIN000003300921,FIN,14.1,9.7,0,9.7,20.3,2.2,24.8,47.3,23.8,1,24.8,10,2.48,ab,2,1,1
14051,14052,FIN000010202850,FIN,17.4,8,20.7,28.7,17.7,2.7,48.2,68.6,46.1,2.1,48.2,13,3.707692308,bab,3,1,1
14052,14053,FIN000010202872,FIN,14.1,10.3,8.6,18.9,32.3,3.4,37.3,73,33,4.3,37.3,17,2.194117647,abab,4,1,1
14056,14057,FIN000010202841,FIN,15.6,5,0,5,10.2,3.5,22.6,36.3,20.6,2,22.6,8,2.825,ab,2,1,1
14060,14061,FIN000028108017,FIN,8.2,8.6,0,8.6,26.7,2.1,18.8,47.6,16.8,2,18.8,10,1.88,ab,2,1,1
14061,14062,FIN000028108020,FIN,32.4,10.9,0,10.9,25,3.7,44.8,73.5,43.3,1.5,44.8,8,5.6,ab,2,1,1
14063,14064,FIN000028108024,FIN,5.5,3.5,25.1,28.6,12.2,3.4,37.3,52.9,34.1,3.2,37.3,13,2.869230769,bab,3,1,1
14069,14070,FIN000014104007,FIN,31.6,14,11.2,25.2,8.3,2,58.8,69.1,56.8,2,58.8,13,4.523076923,abb,3,1,1
14070,14071,FIN000014103978,FIN,33.2,5.9,8.6,14.5,9.8,4.9,55.7,70.4,47.7,8,55.7,26,2.142307692,aabab,5,1,1
14072,14073,FIN000014103986,FIN,12.3,5.6,0,5.6,18.6,3.2,22.9,44.7,17.9,5,22.9,11,2.081818182,ab,2,1,1
14073,14074,FIN000014104005,FIN,25.1,4.7,13.9,18.6,15.8,1.4,51.4,68.6,43.7,7.7,51.4,24,2.141666667,abab,4,1,1
14079,14080,FIN000005801612,FIN,4,8.3,9.4,17.7,58.1,10.9,43.8,112.8,21.7,22.1,43.8,22,1.990909091,bab,3,1,1
14087,14088,FIN000028208072,FIN,6.5,13.3,31.8,45.1,23.8,4.6,55.5,83.9,51.6,3.9,55.5,18,3.083333333,babb,4,1,1
14092,14093,FIN000003601021,FIN,37.9,8.1,0,8.1,19,3.9,48.5,71.4,46,2.5,48.5,8,6.0625,ab,2,1,1
