stu_id,sequence,length
IRL000016404464,b,1.0
IRL000009902633,b,1.0
IRL000009902651,b,1.0
IRL000005101321,b,1.0
IRL000005101307,b,1.0
IRL000001700444,bab,3.0
IRL000015604232,ab,2.0
IRL000003200836,ab,2.0
IRL000003200819,abb,3.0
IRL000014503933,b,1.0
IRL000011403061,a,1.0
IRL000002400614,ab,2.0
IRL000014703999,ab,2.0
IRL000014703996,a,1.0
IRL000014703987,ab,2.0
IRL000008502263,bab,3.0
IRL000010002675,ab,2.0
IRL000002200558,b,1.0
IRL000001500388,b,1.0
IRL000009702587,b,1.0
IRL000000200039,ab,2.0
IRL000000200035,ab,2.0
IRL000002000510,b,1.0
IRL000011203021,abab,4.0
IRL000011203016,ab,2.0
IRL000011203006,ababababb,9.0
IRL000007401956,b,1.0
IRL000007401949,ba,2.0
IRL000005801495,ab,2.0
IRL000007902109,a,1.0
IRL000008702301,ab,2.0
IRL000008702299,bab,3.0
IRL000000600157,ab,2.0
IRL000011002944,bab,3.0
IRL000003700959,ab,2.0
IRL000015004062,b,1.0
IRL000005701493,b,1.0
IRL000004101058,ab,2.0
IRL000004101049,ab,2.0
IRL000001900495,bb,2.0
IRL000001900493,ab,2.0
IRL000008902371,b,1.0
IRL000001200331,a,1.0
IRL000008102139,b,1.0
IRL000008102151,ab,2.0
IRL000003400889,b,1.0
IRL000011102979,a,1.0
IRL000006301633,b,1.0
IRL000009402505,b,1.0
IRL000004501172,ab,2.0
IRL000000300075,b,1.0
IRL000000300074,b,1.0
IRL000010102718,ab,2.0
IRL000009102419,b,1.0
IRL000009102414,b,1.0
IRL000008302187,abb,3.0
IRL000008302195,b,1.0
IRL000000700177,b,1.0
IRL000006801781,b,1.0
IRL000011903199,abb,3.0
IRL000002500639,a,1.0
IRL000002500622,ab,2.0
IRL000005201336,bb,2.0
IRL000017404742,ab,2.0
IRL000017404771,ab,2.0
IRL000017404757,b,1.0
IRL000012403323,ab,2.0
IRL000006401663,a,1.0
IRL000006401668,ab,2.0
IRL000013803716,bbab,4.0
IRL000012603380,ab,2.0
IRL000007301906,b,1.0
IRL000017804875,ab,2.0
IRL000002600659,b,1.0
IRL000002600662,abab,4.0
IRL000001800484,ab,2.0
IRL000001800476,ab,2.0
IRL000002300583,ab,2.0
IRL000002300590,b,1.0
IRL000000100002,b,1.0
IRL000002100543,b,1.0
IRL000013403608,b,1.0
IRL000013403609,b,1.0
IRL000011503099,bab,3.0
IRL000011503096,bab,3.0
IRL000010202725,ab,2.0
IRL000016004369,ab,2.0
IRL000018305004,ab,2.0
IRL000018305012,b,1.0
IRL000014103797,b,1.0
IRL000014103800,ab,2.0
IRL000003600941,b,1.0
IRL000012903467,aabab,5.0
IRL000012903457,b,1.0
IRL000012903463,bab,3.0
IRL000012103246,a,1.0
IRL000012103249,b,1.0
IRL000010802885,babb,4.0
IRL000016604525,abab,4.0
IRL000016604519,ab,2.0
IRL000014303867,b,1.0
IRL000004801229,bb,2.0
IRL000004801230,bab,3.0
IRL000013203551,abab,4.0
IRL000013203532,a,1.0
IRL000014203844,b,1.0
IRL000014203837,b,1.0
IRL000014203824,b,1.0
ISR000002400734,b,1.0
ISR000002400729,b,1.0
ISR000013804017,abab,4.0
ISR000013804026,b,1.0
ISR000008002304,aa,2.0
ISR000008002298,b,1.0
ISR000006601920,b,1.0
ISR000002000605,b,1.0
ISR000008302388,b,1.0
ISR000001500452,ab,2.0
ISR000016704885,b,1.0
ISR000016704883,ab,2.0
ISR000011403301,b,1.0
ISR000011403316,b,1.0
ISR000005201567,a,1.0
ISR000005201573,a,1.0
ISR000002300675,bb,2.0
ISR000002300699,bab,3.0
ISR000010903188,bab,3.0
ISR000013503938,b,1.0
ISR000013503952,b,1.0
ISR000012603681,ab,2.0
ISR000012603698,aab,3.0
ISR000017004964,a,1.0
ISR000017004957,bab,3.0
ISR000007802258,bb,2.0
ISR000004301256,ab,2.0
ISR000004301273,b,1.0
ISR000012703707,bab,3.0
ISR000012703733,abab,4.0
ISR000012703724,b,1.0
ISR000012703722,ab,2.0
ISR000015004390,ab,2.0
ISR000004701400,bab,3.0
ISR000014504247,b,1.0
ISR000001800541,aa,2.0
ISR000006501911,b,1.0
ISR000003501032,baaaaab,7.0
ISR000001300397,ab,2.0
ISR000001300379,b,1.0
ISR000003401015,ab,2.0
ISR000003401024,bab,3.0
ISR000001100324,a,1.0
ISR000001100320,bb,2.0
ISR000006801965,b,1.0
ISR000006801975,aba,3.0
ISR000006801973,aba,3.0
ISR000009502751,b,1.0
ISR000010403013,bab,3.0
ISR000010403005,bab,3.0
ISR000000900286,bab,3.0
ISR000007202055,ab,2.0
ISR000013203872,b,1.0
ISR000006101814,b,1.0
ISR000015504570,bab,3.0
ISR000015404516,bb,2.0
ISR000015404518,ab,2.0
ISR000004101206,b,1.0
ISR000009002622,ab,2.0
ISR000009002620,b,1.0
ISR000011303294,b,1.0
ISR000011303274,b,1.0
ISR000001700507,bab,3.0
ISR000001700515,ab,2.0
ISR000014804319,a,1.0
ISR000014804339,b,1.0
ISR000005901754,b,1.0
ISR000005901746,a,1.0
ISR000011603361,ab,2.0
ISR000007302100,b,1.0
ISR000006201824,abab,4.0
ISR000010002895,ab,2.0
ISR000003000893,bab,3.0
ISR000008602496,ab,2.0
ISR000008602476,b,1.0
ISR000008102336,ab,2.0
ISR000008902569,bab,3.0
ISR000008902600,a,1.0
ISR000008902579,b,1.0
ISR000007702226,a,1.0
ISR000007702202,baaaaab,7.0
ISR000000300082,b,1.0
ISR000000300074,bb,2.0
ISR000009802810,baab,4.0
ISR000009802829,b,1.0
ISR000011703395,bab,3.0
ISR000002800818,aaaaab,6.0
ISR000002800820,b,1.0
ISR000016604851,b,1.0
ISR000016604840,a,1.0
ISR000002200670,bab,3.0
ISR000002200667,b,1.0
ISR000000200039,b,1.0
ISR000000200048,bab,3.0
ISR000007502151,bab,3.0
ISR000016804915,b,1.0
ISR000016804923,bb,2.0
ISR000011803438,ab,2.0
ISR000011803424,ab,2.0
ISR000007402139,b,1.0
ISR000007402134,bb,2.0
ISR000001900565,b,1.0
ISR000001900586,aabab,5.0
ISR000001900572,b,1.0
ISR000016304765,b,1.0
ISR000016304738,a,1.0
ISR000016304758,ab,2.0
ISR000011503334,b,1.0
ISR000012303590,abb,3.0
ISR000012303574,ab,2.0
ISR000015704602,b,1.0
ISR000014404194,ab,2.0
ISR000014404206,a,1.0
ISR000012503661,bb,2.0
ISR000012503671,ab,2.0
ISR000012503647,b,1.0
ISR000014704300,ab,2.0
ISR000014704315,bab,3.0
ISR000014104115,bab,3.0
ISR000000100016,bab,3.0
ISR000005601657,bb,2.0
ISR000005601638,ab,2.0
ISR000002600772,a,1.0
ISR000002600779,a,1.0
ISR000004601368,b,1.0
ISR000004601375,bab,3.0
ISR000004801439,a,1.0
ISR000004801443,b,1.0
ISR000008402407,a,1.0
ISR000010603080,a,1.0
ISR000009302690,b,1.0
ISR000010703086,a,1.0
ISR000007002019,b,1.0
ISR000007002016,b,1.0
ISR000007002003,b,1.0
ISR000007002012,ab,2.0
ISR000004901477,a,1.0
ISR000004901473,bab,3.0
ISR000004901468,ab,2.0
ISR000003801102,ab,2.0
ISR000003801122,abab,4.0
ISR000006901990,b,1.0
ISR000016004690,bab,3.0
ISR000005101540,a,1.0
ISR000016204731,ab,2.0
ISR000002900846,b,1.0
ISR000001400416,ab,2.0
ISR000001400406,babb,4.0
ISR000001400400,bab,3.0
ISR000012903777,a,1.0
ISR000008802540,abb,3.0
ISR000008802561,b,1.0
ISR000008802547,b,1.0
ISR000008802549,bab,3.0
ISR000014604268,b,1.0
ISR000007902289,b,1.0
ISR000009402739,b,1.0
ISR000013303900,bb,2.0
ISR000008702507,b,1.0
ISR000007102031,a,1.0
ISR000005501617,b,1.0
ISR000005001497,b,1.0
ISR000005001490,b,1.0
ISR000014904359,ab,2.0
ISR000003901148,b,1.0
ISR000003901153,ba,2.0
ISR000003901155,ab,2.0
ISR000000400122,b,1.0
ISR000001200339,b,1.0
ISR000016104706,ab,2.0
ISR000015304492,b,1.0
ISR000015304502,bab,3.0
ISR000015304498,b,1.0
ISR000008502453,a,1.0
ISR000014304169,aba,3.0
ISR000014304183,b,1.0
ISR000014304154,ab,2.0
ISR000014304177,ab,2.0
ISR000001600496,b,1.0
ISR000001600502,b,1.0
ISR000001600485,bab,3.0
ISR000006301865,b,1.0
ISR000006301853,b,1.0
ISR000010803140,b,1.0
ISR000012403620,b,1.0
ISR000012403628,b,1.0
ISR000012403630,abab,4.0
ISR000013704004,ab,2.0
ISR000013704007,a,1.0
ISR000013704009,b,1.0
ISR000013704000,bab,3.0
ISR000003100924,b,1.0
ISR000013103833,bab,3.0
ITA000086622791,bab,3.0
ITA000079220705,a,1.0
ITA000079220712,ab,2.0
ITA000092924410,ab,2.0
ITA000112129214,b,1.0
ITA000112129217,bab,3.0
ITA000055914729,a,1.0
ITA000086022626,bab,3.0
ITA000086022642,bab,3.0
ITA000077120166,ab,2.0
ITA000100326372,b,1.0
ITA000100326387,aab,3.0
ITA000067617767,ab,2.0
ITA000067617781,a,1.0
ITA000039610315,b,1.0
ITA000067017636,ab,2.0
ITA000091123987,bb,2.0
ITA000096025213,ab,2.0
ITA000076420010,ba,2.0
ITA000076420037,ab,2.0
ITA000028107202,b,1.0
ITA000026506798,a,1.0
ITA000020605227,b,1.0
ITA000020605205,bab,3.0
ITA000002600668,b,1.0
ITA000002600664,b,1.0
ITA000002600672,b,1.0
ITA000091924226,abab,4.0
ITA000063016534,b,1.0
ITA000022205708,abb,3.0
ITA000108828473,b,1.0
ITA000117530574,ab,2.0
ITA000021605501,bab,3.0
ITA000021605518,ab,2.0
ITA000044211517,bb,2.0
ITA000044211536,aa,2.0
ITA000047312373,b,1.0
ITA000047312369,b,1.0
ITA000042411058,ab,2.0
ITA000025006385,bab,3.0
ITA000025006405,ab,2.0
ITA000018004548,a,1.0
ITA000018004527,b,1.0
ITA000075519736,b,1.0
ITA000069418257,b,1.0
ITA000013603374,b,1.0
ITA000053614098,b,1.0
ITA000114029697,ab,2.0
ITA000018804753,b,1.0
ITA000081121231,b,1.0
ITA000081121254,bb,2.0
ITA000060615932,ab,2.0
ITA000060615934,ab,2.0
ITA000060615917,abab,4.0
ITA000029707601,aab,3.0
ITA000069118190,abb,3.0
ITA000082021461,ab,2.0
ITA000082021453,aa,2.0
ITA000008202027,b,1.0
ITA000008202010,b,1.0
ITA000072518999,b,1.0
ITA000072518988,aab,3.0
ITA000097725676,aab,3.0
ITA000097725674,ab,2.0
ITA000023706144,b,1.0
ITA000023706146,b,1.0
ITA000097325566,ab,2.0
ITA000061316073,b,1.0
ITA000073819283,abab,4.0
ITA000003600894,ab,2.0
ITA000003600885,ababb,5.0
ITA000003600907,aab,3.0
ITA000018104577,b,1.0
ITA000018104575,abab,4.0
ITA000043911459,ab,2.0
ITA000043911465,bab,3.0
ITA000043911444,b,1.0
ITA000090323783,bab,3.0
ITA000022805884,ab,2.0
ITA000022805858,b,1.0
ITA000048712752,a,1.0
ITA000083221833,ab,2.0
ITA000083221814,ab,2.0
ITA000078720610,b,1.0
ITA000107828166,a,1.0
ITA000107828160,b,1.0
ITA000097025494,a,1.0
ITA000097025488,bab,3.0
ITA000097025492,b,1.0
ITA000094224751,ab,2.0
ITA000094224741,a,1.0
ITA000088023136,bab,3.0
ITA000071418672,a,1.0
ITA000071418688,b,1.0
ITA000071418675,abab,4.0
ITA000100426413,b,1.0
ITA000100426402,b,1.0
ITA000100426418,b,1.0
ITA000092524351,ab,2.0
ITA000037809779,bb,2.0
ITA000037809785,bab,3.0
ITA000037809793,ab,2.0
ITA000000200049,abab,4.0
ITA000030507795,b,1.0
ITA000030507793,abab,4.0
ITA000030507785,aa,2.0
ITA000010402559,ab,2.0
ITA000010402551,ab,2.0
ITA000111929160,aaa,3.0
ITA000111929158,bb,2.0
ITA000034008717,ab,2.0
ITA000034008705,bab,3.0
ITA000054714426,b,1.0
ITA000054714411,b,1.0
ITA000004401110,b,1.0
ITA000053313986,bab,3.0
ITA000083021773,b,1.0
ITA000113029458,ab,2.0
ITA000113029456,bab,3.0
ITA000011602906,b,1.0
ITA000011602903,a,1.0
ITA000016003977,bab,3.0
ITA000016003986,abab,4.0
ITA000037109569,ab,2.0
ITA000037109579,abab,4.0
ITA000066417484,ab,2.0
ITA000055814708,bab,3.0
ITA000036409365,b,1.0
ITA000036409361,b,1.0
ITA000036409358,ab,2.0
ITA000079320741,ab,2.0
ITA000019304877,ab,2.0
ITA000093824658,ab,2.0
ITA000070218442,ab,2.0
ITA000026606813,aa,2.0
ITA000109128552,bbb,3.0
ITA000109128564,b,1.0
ITA000103327112,b,1.0
ITA000080020919,aba,3.0
ITA000080020939,b,1.0
ITA000080020914,ab,2.0
ITA000116330211,b,1.0
ITA000116330221,ab,2.0
ITA000051213416,b,1.0
ITA000051213438,a,1.0
ITA000071818778,b,1.0
ITA000082521618,b,1.0
ITA000082521606,aaaaa,5.0
ITA000103627184,b,1.0
ITA000106627876,ababbb,6.0
ITA000106627881,b,1.0
ITA000061816209,b,1.0
ITA000103727213,bab,3.0
ITA000095325019,b,1.0
ITA000047612417,ab,2.0
ITA000047612427,b,1.0
ITA000005501442,babab,5.0
ITA000000300073,ababb,5.0
ITA000000300084,aab,3.0
ITA000000300088,b,1.0
ITA000109328611,ab,2.0
ITA000087322932,b,1.0
ITA000087322910,b,1.0
ITA000087322940,b,1.0
ITA000002100534,b,1.0
ITA000002100517,ab,2.0
ITA000002100512,ab,2.0
ITA000004301094,ab,2.0
ITA000004301093,b,1.0
ITA000092724371,a,1.0
ITA000092724376,b,1.0
ITA000023205997,b,1.0
ITA000023205986,b,1.0
ITA000011402824,abb,3.0
ITA000090523846,bab,3.0
ITA000038409962,ab,2.0
ITA000038409968,bab,3.0
ITA000038409967,abb,3.0
ITA000038409972,bab,3.0
ITA000015303796,b,1.0
ITA000015303791,babb,4.0
ITA000017604396,abab,4.0
ITA000040110464,abab,4.0
ITA000078520532,b,1.0
ITA000098025772,ab,2.0
ITA000100626458,b,1.0
ITA000078120392,abab,4.0
ITA000078120386,b,1.0
ITA000107428038,ab,2.0
ITA000046412111,bb,2.0
ITA000046412107,b,1.0
ITA000053414033,b,1.0
ITA000092324317,b,1.0
ITA000092324314,b,1.0
ITA000072819077,aba,3.0
ITA000033608613,b,1.0
ITA000044711623,abab,4.0
ITA000042010914,b,1.0
ITA000006001562,aa,2.0
ITA000076119930,b,1.0
ITA000076119937,ab,2.0
ITA000002300574,b,1.0
ITA000002300569,ab,2.0
ITA000026206718,ab,2.0
ITA000026206695,b,1.0
ITA000026206698,bab,3.0
ITA000017304308,b,1.0
ITA000017304311,b,1.0
ITA000015203767,bab,3.0
ITA000070118414,b,1.0
ITA000052513825,b,1.0
ITA000052513821,ab,2.0
ITA000062516405,bb,2.0
ITA000085022299,bab,3.0
ITA000085022288,ab,2.0
ITA000008602110,a,1.0
ITA000004101048,ab,2.0
ITA000015103721,ab,2.0
ITA000069218218,ab,2.0
ITA000070818540,abab,4.0
ITA000020105081,b,1.0
ITA000052613833,b,1.0
ITA000071118595,b,1.0
ITA000040510548,ab,2.0
ITA000040510551,b,1.0
ITA000040510534,ab,2.0
ITA000018504688,a,1.0
ITA000018504683,a,1.0
ITA000079420753,b,1.0
ITA000107628098,b,1.0
ITA000107628076,abab,4.0
ITA000038710063,ab,2.0
ITA000038710083,bab,3.0
ITA000038710072,bab,3.0
ITA000052813875,b,1.0
ITA000052813873,ab,2.0
ITA000095825137,a,1.0
ITA000095825146,bab,3.0
ITA000016804166,bab,3.0
ITA000016804179,aaaaab,6.0
ITA000016804180,bb,2.0
ITA000032708371,b,1.0
ITA000051513525,baaaaab,7.0
ITA000051513555,ab,2.0
ITA000070318479,ab,2.0
ITA000102126775,b,1.0
ITA000092824384,a,1.0
ITA000092824394,b,1.0
ITA000030207697,a,1.0
JPN000014804881,abab,4.0
JPN000014804899,ab,2.0
JPN000014804900,bab,3.0
JPN000014804905,abab,4.0
JPN000001200378,b,1.0
JPN000001200395,a,1.0
JPN000001200399,ab,2.0
JPN000001200386,b,1.0
JPN000017305734,ab,2.0
JPN000017305735,bab,3.0
JPN000017305760,a,1.0
JPN000017305728,abab,4.0
JPN000017305733,abab,4.0
JPN000004101371,abab,4.0
JPN000004101358,a,1.0
JPN000004101364,a,1.0
JPN000004101360,bab,3.0
JPN000000900269,bab,3.0
JPN000000900270,a,1.0
JPN000000900299,aaaaab,6.0
JPN000000900297,ab,2.0
JPN000006302108,a,1.0
JPN000006302093,a,1.0
JPN000006302104,bab,3.0
JPN000006602186,abab,4.0
JPN000006602180,a,1.0
JPN000006602193,ab,2.0
JPN000000800239,aab,3.0
JPN000000800246,ab,2.0
JPN000018206025,ab,2.0
JPN000018206041,ab,2.0
JPN000016705552,a,1.0
JPN000016705543,abab,4.0
JPN000016705535,aaaaab,6.0
JPN000016705545,a,1.0
JPN000010103322,a,1.0
JPN000010103336,b,1.0
JPN000010103333,a,1.0
JPN000010103343,a,1.0
JPN000015705203,b,1.0
JPN000015705217,abab,4.0
JPN000001300431,b,1.0
JPN000001300423,abab,4.0
JPN000011103676,b,1.0
JPN000007802604,abab,4.0
JPN000007802606,aaa,3.0
JPN000007802591,ab,2.0
JPN000007802598,ab,2.0
JPN000017205712,ab,2.0
JPN000017205697,ab,2.0
JPN000007202389,abbb,4.0
JPN000007202406,aba,3.0
JPN000010703522,aa,2.0
JPN000010503471,ab,2.0
JPN000010503479,ab,2.0
JPN000010503461,a,1.0
JPN000010503465,aaaaaa,6.0
JPN000000600190,abab,4.0
JPN000000600182,ab,2.0
JPN000014504810,bab,3.0
JPN000014504802,aaaaaa,6.0
JPN000014504792,ab,2.0
JPN000019006296,a,1.0
JPN000019006307,a,1.0
JPN000019006316,abaab,5.0
JPN000019006306,ab,2.0
JPN000019006303,ab,2.0
JPN000000300093,ab,2.0
JPN000000300077,aabab,5.0
JPN000000300067,ab,2.0
JPN000000300094,abb,3.0
JPN000012103995,ab,2.0
JPN000012103989,a,1.0
JPN000010603493,abab,4.0
JPN000010603511,aaaaaa,6.0
JPN000016905634,abab,4.0
JPN000016905626,aaaaa,5.0
JPN000016905622,ab,2.0
JPN000000500145,ab,2.0
JPN000000500159,ab,2.0
JPN000000500163,a,1.0
JPN000000500165,babb,4.0
JPN000004901630,bab,3.0
JPN000004901650,a,1.0
JPN000004901634,a,1.0
JPN000015305077,ab,2.0
JPN000015305078,ab,2.0
JPN000015305064,ab,2.0
JPN000010403431,ab,2.0
JPN000010403426,bab,3.0
JPN000010403423,aaaaab,6.0
JPN000010403435,aa,2.0
JPN000006502173,aa,2.0
JPN000006502167,abbabb,6.0
JPN000006502176,ab,2.0
JPN000006502154,abb,3.0
JPN000017005638,aaa,3.0
JPN000017005649,ab,2.0
JPN000010003298,ab,2.0
JPN000010003288,abb,3.0
JPN000010003291,ab,2.0
JPN000010003308,abab,4.0
JPN000001800575,abab,4.0
JPN000001800586,abab,4.0
JPN000001800577,ab,2.0
JPN000001800585,ab,2.0
JPN000001800599,ab,2.0
JPN000011303719,ab,2.0
JPN000011303727,ab,2.0
JPN000011303712,a,1.0
JPN000011303726,aaaaab,6.0
JPN000014404764,b,1.0
JPN000014404775,a,1.0
JPN000014404752,b,1.0
JPN000014404761,a,1.0
JPN000002500838,a,1.0
JPN000002500844,ab,2.0
JPN000002500833,b,1.0
JPN000002500819,abab,4.0
JPN000002500846,ab,2.0
JPN000008902971,bab,3.0
JPN000008902959,aa,2.0
JPN000008902961,abab,4.0
JPN000008902945,ab,2.0
JPN000008902974,babb,4.0
JPN000005101700,bab,3.0
JPN000005101704,abab,4.0
JPN000005101703,aa,2.0
JPN000005101698,b,1.0
JPN000005501829,baaaaab,7.0
JPN000005501840,ab,2.0
JPN000005501845,aa,2.0
JPN000005501852,bab,3.0
JPN000005501841,ab,2.0
JPN000015405096,ab,2.0
JPN000015405090,abab,4.0
JPN000015405105,a,1.0
JPN000015405103,babbb,5.0
JPN000015405089,ab,2.0
JPN000001100344,bab,3.0
JPN000001100358,bab,3.0
JPN000001100351,abaab,5.0
JPN000001100347,ab,2.0
JPN000001100341,abab,4.0
JPN000018506138,bab,3.0
JPN000018506124,abab,4.0
JPN000018506135,ab,2.0
JPN000018506125,aaabab,6.0
JPN000007102362,bab,3.0
JPN000007102359,ab,2.0
JPN000007102338,babb,4.0
JPN000007102339,ababb,5.0
JPN000007102356,ab,2.0
JPN000007102369,bab,3.0
JPN000013904583,abab,4.0
JPN000013904582,aaaaaabb,8.0
JPN000013904602,ab,2.0
JPN000003201072,ab,2.0
JPN000003201081,abab,4.0
JPN000003201078,aa,2.0
JPN000003201059,aaaaaa,6.0
JPN000014104658,bab,3.0
JPN000014104668,ab,2.0
JPN000014104660,ab,2.0
JPN000009002986,babb,4.0
JPN000009002991,a,1.0
JPN000009002990,ab,2.0
JPN000009002988,a,1.0
JPN000015905275,abab,4.0
JPN000015905276,aa,2.0
JPN000015905263,aabab,5.0
JPN000015905289,ababbab,7.0
JPN000010303403,babab,5.0
JPN000010303388,ab,2.0
JPN000005201735,bab,3.0
JPN000005201731,abab,4.0
JPN000005201729,abab,4.0
JPN000013204351,abb,3.0
JPN000013204340,ab,2.0
JPN000013204352,baaaaab,7.0
JPN000013204346,abab,4.0
JPN000011803886,ab,2.0
JPN000011803883,a,1.0
JPN000011803915,bbab,4.0
JPN000011803893,aa,2.0
JPN000009103041,abbab,5.0
JPN000009103033,babab,5.0
JPN000009103024,a,1.0
JPN000009103016,aaaaa,5.0
JPN000009103034,abbab,5.0
JPN000005401816,ab,2.0
JPN000005401812,ab,2.0
JPN000005401808,ab,2.0
JPN000005401820,ab,2.0
JPN000011903920,bab,3.0
JPN000011903938,bab,3.0
JPN000011903916,abab,4.0
JPN000002800920,a,1.0
JPN000002800937,a,1.0
JPN000002800929,b,1.0
JPN000003601213,ab,2.0
JPN000003601182,ab,2.0
JPN000003601209,abab,4.0
JPN000003601200,aabab,5.0
JPN000017605843,a,1.0
JPN000017605830,a,1.0
JPN000017605831,b,1.0
JPN000018906281,ab,2.0
JPN000018906254,bab,3.0
JPN000009703202,a,1.0
JPN000009703198,a,1.0
JPN000009703206,bab,3.0
JPN000009703192,ab,2.0
JPN000008102697,a,1.0
JPN000008102681,ba,2.0
JPN000008102693,a,1.0
JPN000007902634,abab,4.0
JPN000007902619,bab,3.0
JPN000007902625,babab,5.0
JPN000002600881,ab,2.0
JPN000002600855,ab,2.0
JPN000002600868,ab,2.0
JPN000002600870,abab,4.0
JPN000002600852,bb,2.0
JPN000002600864,aa,2.0
JPN000008002675,ab,2.0
JPN000008002660,bab,3.0
JPN000008002654,b,1.0
JPN000008002663,bab,3.0
JPN000008002659,ab,2.0
JPN000008002645,bab,3.0
JPN000018806221,bab,3.0
JPN000018806231,aaaaab,6.0
JPN000018806236,aa,2.0
JPN000002200737,ab,2.0
JPN000002200724,abab,4.0
JPN000002200726,ab,2.0
JPN000002200723,abb,3.0
JPN000013004295,abb,3.0
JPN000013004302,ab,2.0
JPN000013004294,ab,2.0
JPN000013004276,abab,4.0
JPN000013004282,abab,4.0
JPN000013004280,abab,4.0
JPN000008802924,abab,4.0
JPN000008802939,ab,2.0
JPN000008802909,ab,2.0
JPN000008802929,abab,4.0
JPN000008802940,abb,3.0
JPN000001900628,ababb,5.0
JPN000001900624,abab,4.0
JPN000001900639,a,1.0
JPN000001900631,abab,4.0
JPN000000100006,abab,4.0
JPN000000100032,ab,2.0
JPN000000100017,ab,2.0
JPN000000100020,abab,4.0
JPN000000100004,abab,4.0
JPN000011703866,aaaaa,5.0
JPN000011703870,abab,4.0
JPN000011703852,abab,4.0
JPN000012704201,abab,4.0
JPN000012704206,ab,2.0
JPN000012704195,ab,2.0
JPN000012704189,abab,4.0
JPN000012704217,abb,3.0
JPN000009903269,ab,2.0
JPN000009903265,bab,3.0
JPN000008402805,ab,2.0
JPN000008402781,bab,3.0
JPN000008402789,a,1.0
JPN000008402806,babaaaaab,9.0
JPN000003801250,ab,2.0
JPN000003801276,ab,2.0
JPN000003801266,ab,2.0
JPN000003801260,babbab,6.0
JPN000001600521,ab,2.0
JPN000001600523,aa,2.0
JPN000001600537,ab,2.0
JPN000001600514,b,1.0
JPN000005801951,abab,4.0
JPN000005801954,ab,2.0
JPN000012003951,bab,3.0
JPN000012003954,aa,2.0
JPN000012003976,abab,4.0
JPN000013304393,abab,4.0
JPN000013304396,ab,2.0
JPN000013304403,ab,2.0
JPN000002300746,abababb,7.0
JPN000002300778,b,1.0
JPN000002300747,b,1.0
JPN000016605505,aaaaab,6.0
JPN000016605504,a,1.0
JPN000016605521,ab,2.0
JPN000016605512,a,1.0
JPN000016605502,b,1.0
JPN000011503810,b,1.0
JPN000011503805,a,1.0
JPN000014904943,babb,4.0
JPN000014904935,abab,4.0
JPN000014904938,abbab,5.0
JPN000014904948,ab,2.0
JPN000014904941,aa,2.0
JPN000016005294,aa,2.0
JPN000016005318,babbb,5.0
JPN000016005303,bab,3.0
JPN000016005316,bab,3.0
JPN000010803558,bab,3.0
JPN000010803555,ab,2.0
JPN000010803559,ab,2.0
JPN000003501173,ab,2.0
JPN000016505473,a,1.0
JPN000016505477,bab,3.0
JPN000016505492,ab,2.0
JPN000012904269,bbab,4.0
JPN000014304724,b,1.0
JPN000014304733,bab,3.0
JPN000014304732,bab,3.0
JPN000014304720,ab,2.0
JPN000018005973,b,1.0
JPN000018005989,aaaaaab,7.0
JPN000003000982,a,1.0
JPN000003001009,a,1.0
JPN000003001011,aaaaabab,8.0
JPN000017905958,babb,4.0
JPN000017905949,bab,3.0
JPN000000200040,babb,4.0
JPN000000200060,b,1.0
JPN000000200037,abb,3.0
JPN000010203376,b,1.0
JPN000010203366,b,1.0
JPN000010203374,a,1.0
JPN000018106011,ab,2.0
JPN000018106009,ab,2.0
JPN000008602851,babb,4.0
JPN000008602867,b,1.0
JPN000008602873,a,1.0
JPN000008602856,ab,2.0
JPN000008602861,abab,4.0
JPN000002700911,ab,2.0
JPN000002700890,bab,3.0
JPN000002700904,bab,3.0
JPN000002700891,a,1.0
JPN000008702889,a,1.0
JPN000008702900,a,1.0
JPN000016405450,a,1.0
JPN000016405435,aa,2.0
JPN000016405451,bab,3.0
JPN000016405448,aa,2.0
JPN000001000305,ab,2.0
JPN000001000321,bab,3.0
JPN000001000332,abab,4.0
JPN000001000304,a,1.0
JPN000001000314,ab,2.0
JPN000015505148,ab,2.0
JPN000015105015,ab,2.0
JPN000015104985,aaaaab,6.0
JPN000015105005,bab,3.0
JPN000015104990,aba,3.0
JPN000015105000,ab,2.0
JPN000003901309,a,1.0
JPN000003901290,bab,3.0
JPN000016805583,abab,4.0
JPN000016805573,bb,2.0
JPN000016805577,aa,2.0
JPN000016805594,bab,3.0
JPN000007602524,a,1.0
JPN000007602533,a,1.0
JPN000007602516,ab,2.0
JPN000007602504,ab,2.0
JPN000007602538,ab,2.0
JPN000004601533,babb,4.0
JPN000004601543,bab,3.0
JPN000004601528,abab,4.0
JPN000004601537,ab,2.0
JPN000004301437,ab,2.0
JPN000004301442,ab,2.0
JPN000004301417,ab,2.0
JPN000009603173,a,1.0
JPN000009603159,a,1.0
JPN000009603161,ab,2.0
JPN000009603168,ab,2.0
JPN000004801604,ab,2.0
JPN000004801586,abab,4.0
JPN000004801612,a,1.0
JPN000014204693,ab,2.0
JPN000014204698,a,1.0
JPN000011603822,ab,2.0
JPN000011603818,abbab,5.0
JPN000011603812,ab,2.0
JPN000011603826,ab,2.0
JPN000011603834,ab,2.0
JPN000004201378,ab,2.0
JPN000004201404,aaaaaaaaab,10.0
JPN000004201407,b,1.0
JPN000004201403,bab,3.0
