stu_id,sequence,length
HKG000014004405,ab,2.0
HKG000014004410,bab,3.0
HKG000011003424,bab,3.0
HKG000011003444,ab,2.0
HKG000011003445,b,1.0
HKG000009102807,ab,2.0
HKG000009102834,ab,2.0
HKG000009803057,ab,2.0
HKG000009803037,abab,4.0
HKG000000600161,bab,3.0
HKG000000600192,ab,2.0
HKG000000600184,ab,2.0
HKG000000600181,ab,2.0
HKG000012804029,abab,4.0
HKG000012804028,ab,2.0
HKG000012804035,ab,2.0
HKG000013604271,babab,5.0
HKG000013604267,bab,3.0
HKG000013604259,abab,4.0
HKG000013104106,b,1.0
HKG000013104125,bab,3.0
HKG000009502948,aa,2.0
HKG000009502939,abab,4.0
HKG000011603642,abab,4.0
HKG000011603623,ab,2.0
HKG000001600476,bab,3.0
HKG000001600489,ab,2.0
HKG000012103784,ab,2.0
HKG000011203491,ab,2.0
HKG000011203486,b,1.0
HKG000011203514,ab,2.0
HKG000002400743,a,1.0
HKG000002400722,b,1.0
HKG000002400735,bab,3.0
HKG000002400741,babb,4.0
HKG000006401979,abab,4.0
HKG000006402001,bab,3.0
HKG000001500435,a,1.0
HKG000010103138,bbab,4.0
HKG000006101895,ab,2.0
HKG000006101890,abab,4.0
HKG000012203835,bab,3.0
HKG000012203818,ab,2.0
HKG000012603960,bab,3.0
HKG000012603951,ab,2.0
HKG000012603954,bab,3.0
HKG000012603962,baab,4.0
HKG000010303230,ab,2.0
HKG000010303223,ab,2.0
HKG000010303226,ab,2.0
HKG000010603308,ab,2.0
HKG000010603313,bab,3.0
HKG000003301021,a,1.0
HKG000003301023,bab,3.0
HKG000005301642,abab,4.0
HKG000005301650,bab,3.0
HKG000001800542,ab,2.0
HKG000001800537,abab,4.0
HKG000001800545,abab,4.0
HKG000008102510,bab,3.0
HKG000008102483,bab,3.0
HKG000005201613,bab,3.0
HKG000005201611,ab,2.0
HKG000006902115,ab,2.0
HKG000006902121,ab,2.0
HKG000006902106,a,1.0
HKG000004201312,a,1.0
HKG000004201319,babb,4.0
HKG000003501087,abab,4.0
HKG000003501098,bb,2.0
HKG000011303549,ab,2.0
HKG000011303522,bab,3.0
HKG000011303542,bab,3.0
HKG000002300698,ab,2.0
HKG000002300708,abab,4.0
HKG000008502616,baab,4.0
HKG000009603000,abab,4.0
HKG000009602970,aba,3.0
HKG000006201910,bab,3.0
HKG000008302543,b,1.0
HKG000008302570,abaaaaa,7.0
HKG000002100638,ab,2.0
HKG000002100632,ab,2.0
HKG000002100624,bab,3.0
HKG000004001234,abab,4.0
HKG000010703359,abbab,5.0
HKG000010703360,abab,4.0
HKG000001200361,b,1.0
HKG000001200351,a,1.0
HKG000001200339,babb,4.0
HKG000002200670,ab,2.0
HKG000002200667,ab,2.0
HKG000001900580,bab,3.0
HKG000002500778,ab,2.0
HKG000002500784,bab,3.0
HKG000010403247,b,1.0
HKG000010403252,bab,3.0
HKG000003901194,bab,3.0
HKG000003901203,abaaaaab,8.0
HKG000012703997,ababb,5.0
HKG000008202511,bab,3.0
HKG000007202201,b,1.0
HKG000007202224,a,1.0
HKG000004601432,ab,2.0
HKG000004601416,ababb,5.0
HKG000009402917,aaaaaaab,8.0
HKG000009402911,abab,4.0
HKG000009402913,bab,3.0
HKG000004901509,ab,2.0
HKG000004901524,ab,2.0
HKG000008702688,b,1.0
HKG000008702671,ab,2.0
HKG000008702695,ab,2.0
HKG000004501388,ab,2.0
HKG000004501392,b,1.0
HKG000002000592,b,1.0
HKG000014604585,bab,3.0
HKG000014604594,abbb,4.0
HKG000002800864,bab,3.0
HKG000002800877,bab,3.0
HKG000006301971,bab,3.0
HKG000006301950,abb,3.0
HKG000005001536,b,1.0
HKG000005001564,a,1.0
HKG000005001560,ab,2.0
HKG000006702048,babb,4.0
HKG000012303859,b,1.0
HKG000012303857,bb,2.0
HKG000001700521,b,1.0
HKG000001100315,b,1.0
HKG000001100328,abbab,5.0
HKG000001100322,b,1.0
HKG000007602327,bab,3.0
HKG000000700217,bab,3.0
HKG000004701466,b,1.0
HKG000004301334,b,1.0
HKG000012403875,ab,2.0
HKG000012403879,babb,4.0
HKG000013004070,abab,4.0
HKG000013004080,ab,2.0
HKG000001400409,ab,2.0
HKG000003100979,abbab,5.0
HKG000003100953,abab,4.0
HKG000008602658,bab,3.0
HKG000008602644,aab,3.0
HKG000008602668,ab,2.0
HKG000007402266,abab,4.0
HKG000002600816,ab,2.0
HKG000003201008,b,1.0
HKG000002700843,bab,3.0
HKG000002700831,bab,3.0
HKG000002700826,ab,2.0
HKG000002700839,babb,4.0
HKG000013904384,bab,3.0
HKG000013904365,bab,3.0
HKG000014304499,b,1.0
HKG000014304494,b,1.0
HKG000000300095,b,1.0
HKG000013304184,ab,2.0
HKG000013304181,babb,4.0
HKG000007802387,abab,4.0
HKG000007802391,ab,2.0
HKG000010903412,b,1.0
HKG000010903394,aab,3.0
HKG000010803366,bab,3.0
HKG000010803371,a,1.0
HKG000007102178,a,1.0
HKG000007302261,ab,2.0
HKG000007002157,abab,4.0
HKG000007002141,b,1.0
HKG000007002143,bab,3.0
HKG000014504568,abab,4.0
HKG000013704312,ab,2.0
HKG000013704301,abab,4.0
HKG000013704288,b,1.0
HKG000013704293,bab,3.0
HKG000014804659,b,1.0
HKG000014804644,a,1.0
HKG000014804647,ab,2.0
HKG000008802733,ab,2.0
HKG000008802717,abaaaaab,8.0
HKG000010503270,a,1.0
HKG000010503272,babb,4.0
HKG000007702362,abab,4.0
HKG000007702376,b,1.0
HKG000009903087,ab,2.0
HKG000014704619,bab,3.0
HKG000014704623,abb,3.0
HKG000000500150,bab,3.0
HKG000011703678,ababb,5.0
HKG000011703668,abab,4.0
HKG000012003778,bab,3.0
HKG000011903725,b,1.0
HKG000012904059,ab,2.0
HKG000010003115,aab,3.0
HKG000010003099,abb,3.0
HKG000009002794,bab,3.0
HKG000009002783,ab,2.0
HKG000001300387,a,1.0
HKG000007502319,ab,2.0
HKG000009202862,abab,4.0
HKG000009202841,a,1.0
HKG000005901838,a,1.0
HKG000005901837,abaabab,7.0
HKG000000800238,baaaaab,7.0
HKG000000800236,baaaaab,7.0
HKG000005601747,b,1.0
HKG000005101580,abab,4.0
HKG000005101568,bab,3.0
HKG000011103453,b,1.0
HKG000011103461,b,1.0
HKG000014204454,bab,3.0
HKG000003701156,bab,3.0
HKG000006001864,b,1.0
HKG000013504232,bab,3.0
HKG000013504236,ba,2.0
HKG000013504234,bab,3.0
HKG000010203193,a,1.0
HKG000010203187,bab,3.0
HKG000003401055,bab,3.0
HKG000000200047,a,1.0
HKG000000200055,aab,3.0
HKG000000200059,a,1.0
HKG000000100017,bab,3.0
HKG000000100004,abab,4.0
HKG000014404516,ab,2.0
HKG000002900900,ab,2.0
HKG000000400122,b,1.0
HKG000000400127,ab,2.0
HKG000003801184,bab,3.0
HKG000003801164,ababb,5.0
HRV000013404093,b,1.0
HRV000013404098,b,1.0
HRV000005101570,bab,3.0
HRV000005101547,abab,4.0
HRV000005101559,ab,2.0
HRV000005101544,bab,3.0
HRV000005101549,ab,2.0
HRV000016204971,aba,3.0
HRV000004301290,b,1.0
HRV000004301292,b,1.0
HRV000004301311,ab,2.0
HRV000004301310,b,1.0
HRV000004301315,ab,2.0
HRV000004301288,b,1.0
HRV000009903010,ab,2.0
HRV000002900847,ab,2.0
HRV000002900867,b,1.0
HRV000002900848,bb,2.0
HRV000004901489,abbb,4.0
HRV000004901482,b,1.0
HRV000002300652,ab,2.0
HRV000006902137,a,1.0
HRV000006902130,bbab,4.0
HRV000006902128,ab,2.0
HRV000006902125,ab,2.0
HRV000003400996,b,1.0
HRV000003401013,ab,2.0
HRV000003401009,bab,3.0
HRV000010703244,bab,3.0
HRV000010703273,b,1.0
HRV000010703267,ab,2.0
HRV000010703254,ab,2.0
HRV000008202552,aabab,5.0
HRV000008202527,abab,4.0
HRV000011803590,a,1.0
HRV000011803599,a,1.0
HRV000011803593,bab,3.0
HRV000011803600,bab,3.0
HRV000011803603,b,1.0
HRV000000600155,ab,2.0
HRV000002500722,bab,3.0
HRV000002500725,abab,4.0
HRV000002500732,bb,2.0
HRV000002500733,a,1.0
HRV000013304065,ab,2.0
HRV000012303753,b,1.0
HRV000012303772,abb,3.0
HRV000006502020,b,1.0
HRV000006502018,bab,3.0
HRV000006502011,bb,2.0
HRV000007502336,ab,2.0
HRV000011103383,a,1.0
HRV000011103379,bb,2.0
HRV000013904245,bab,3.0
HRV000013904251,b,1.0
HRV000013904233,ab,2.0
HRV000013904241,aaaaab,6.0
HRV000013904250,ab,2.0
HRV000001800484,ab,2.0
HRV000001600453,ab,2.0
HRV000001600461,a,1.0
HRV000011203411,a,1.0
HRV000011203423,a,1.0
HRV000011203413,a,1.0
HRV000003300980,b,1.0
HRV000003300966,b,1.0
HRV000003300984,b,1.0
HRV000012903970,b,1.0
HRV000012903946,a,1.0
HRV000016004915,ab,2.0
HRV000016004897,b,1.0
HRV000014304366,ab,2.0
HRV000013104017,b,1.0
HRV000013104010,b,1.0
HRV000008602665,b,1.0
HRV000013704177,b,1.0
HRV000005301628,b,1.0
HRV000000900279,a,1.0
HRV000015204655,ab,2.0
HRV000015204675,b,1.0
HRV000015204664,bab,3.0
HRV000011003340,ab,2.0
HRV000011003344,b,1.0
HRV000011003356,b,1.0
HRV000001400386,a,1.0
HRV000001400395,abbab,5.0
HRV000001400404,ab,2.0
HRV000001400416,b,1.0
HRV000007102208,bb,2.0
HRV000007102192,b,1.0
HRV000007102202,a,1.0
HRV000008902752,babb,4.0
HRV000008902749,b,1.0
HRV000012103702,bbab,4.0
HRV000015404739,bb,2.0
HRV000011303461,b,1.0
HRV000011303459,b,1.0
HRV000011303449,b,1.0
HRV000008102494,b,1.0
HRV000008102492,ab,2.0
HRV000008102510,b,1.0
HRV000011503518,ab,2.0
HRV000011503520,b,1.0
HRV000004101251,bab,3.0
HRV000009602923,b,1.0
HRV000014604469,aa,2.0
HRV000014604474,b,1.0
HRV000014604480,b,1.0
HRV000007602348,b,1.0
HRV000007602351,b,1.0
HRV000007602357,b,1.0
HRV000015804827,a,1.0
HRV000008802716,a,1.0
HRV000008802732,b,1.0
HRV000008802713,b,1.0
HRV000008802734,b,1.0
HRV000014904558,a,1.0
HRV000014904567,b,1.0
HRV000008002487,bab,3.0
HRV000008002479,ab,2.0
HRV000008002459,b,1.0
HRV000008002476,a,1.0
HRV000013204035,b,1.0
HRV000006602031,aaaaa,5.0
HRV000006602054,b,1.0
HRV000006602055,ab,2.0
HRV000006602043,abb,3.0
HRV000014704483,b,1.0
HRV000014704484,b,1.0
HRV000014704492,b,1.0
HRV000014704489,b,1.0
HRV000014704506,b,1.0
HRV000005801776,b,1.0
HRV000005801767,b,1.0
HRV000005801769,bab,3.0
HRV000015904857,bbab,4.0
HRV000015904869,a,1.0
HRV000015904877,b,1.0
HRV000003701120,aa,2.0
HRV000009002780,ab,2.0
HRV000009002775,ab,2.0
HRV000010003033,bab,3.0
HRV000001100329,ab,2.0
HRV000012203741,a,1.0
HRV000012203745,b,1.0
HRV000012203722,ab,2.0
HRV000012203743,a,1.0
HRV000016104922,b,1.0
HRV000016104937,ab,2.0
HRV000005001516,ab,2.0
HRV000005001518,ab,2.0
HRV000005001534,ab,2.0
HRV000005001520,b,1.0
HRV000005001535,b,1.0
HRV000000300083,ab,2.0
HRV000000300091,babb,4.0
HRV000000300090,b,1.0
HRV000000300089,aba,3.0
HRV000012003664,b,1.0
HRV000011903618,a,1.0
HRV000011903647,a,1.0
HRV000006201908,ab,2.0
HRV000000700211,ab,2.0
HRV000000700202,b,1.0
HRV000007202230,a,1.0
HRV000007202219,a,1.0
HRV000007202247,b,1.0
HRV000011703569,b,1.0
HRV000015104642,ab,2.0
HRV000015104617,ab,2.0
HRV000015104643,ab,2.0
HRV000015104613,bb,2.0
HRV000013604159,b,1.0
HRV000013604164,bb,2.0
HRV000005701743,aab,3.0
HRV000005701757,ab,2.0
HRV000005701739,aaaaa,5.0
HRV000005701761,b,1.0
HRV000006802094,b,1.0
HRV000013504130,ab,2.0
HRV000005501686,b,1.0
HRV000010203119,ab,2.0
HRV000010203108,ab,2.0
HRV000007302262,b,1.0
HRV000000200043,ab,2.0
HRV000000200033,abab,4.0
HRV000000200039,b,1.0
HRV000000200050,b,1.0
HRV000001300383,bb,2.0
HRV000001300359,b,1.0
HRV000001300378,b,1.0
HRV000008402602,b,1.0
HRV000008402598,b,1.0
HRV000003000882,b,1.0
HRV000003000881,ab,2.0
HRV000003000897,b,1.0
HRV000003000870,b,1.0
HRV000014004283,ab,2.0
HRV000014004264,bb,2.0
HRV000002400702,b,1.0
HRV000002400676,ab,2.0
HRV000002400685,ab,2.0
HRV000005201579,b,1.0
HRV000005201585,b,1.0
HRV000005201584,bab,3.0
HRV000005201589,b,1.0
HRV000011603541,bab,3.0
HRV000011603547,b,1.0
HRV000003200940,bb,2.0
HRV000003200950,b,1.0
HRV000003200953,b,1.0
HRV000009402875,aaaaabab,8.0
HRV000003801138,ab,2.0
HRV000003801128,b,1.0
HRV000005401653,b,1.0
HRV000009302846,b,1.0
HRV000009302838,b,1.0
HRV000012603858,b,1.0
HRV000009202824,b,1.0
HRV000009202833,b,1.0
HRV000001000297,bb,2.0
HRV000001000308,ab,2.0
HRV000001000294,b,1.0
HRV000001000298,ab,2.0
HRV000000800243,b,1.0
HRV000000800223,b,1.0
HRV000004201285,bab,3.0
HRV000004201281,a,1.0
HRV000002600767,a,1.0
HRV000002600753,b,1.0
HRV000009502906,b,1.0
HRV000009502896,b,1.0
HRV000009502911,b,1.0
HRV000016304982,ab,2.0
HRV000016304990,ab,2.0
HRV000016305004,bab,3.0
HRV000003100906,b,1.0
HRV000003100915,ab,2.0
HRV000006301948,abab,4.0
HRV000006301953,a,1.0
HRV000009102800,b,1.0
HRV000009102798,aaaaa,5.0
HRV000009102792,a,1.0
HRV000009102796,b,1.0
HRV000009102789,abab,4.0
HRV000009102801,bab,3.0
HRV000010603220,a,1.0
HRV000010603234,ab,2.0
HRV000010603238,b,1.0
HRV000009802991,b,1.0
HRV000009802995,b,1.0
HRV000009802987,ab,2.0
HRV000006101897,b,1.0
HRV000002000566,b,1.0
HRV000002000576,b,1.0
HRV000010303147,a,1.0
HRV000010303144,bab,3.0
HRV000010303127,ab,2.0
HRV000012703885,ab,2.0
HRV000012703894,ba,2.0
HRV000012703902,b,1.0
HRV000012703899,a,1.0
HRV000007402282,ab,2.0
HRV000007402287,a,1.0
HRV000007402281,b,1.0
HRV000007402309,b,1.0
HRV000006702087,aa,2.0
HRV000002700797,aab,3.0
HRV000002700798,b,1.0
HRV000009702959,b,1.0
HRV000009702961,ab,2.0
HRV000009702955,ab,2.0
HRV000009702946,a,1.0
HRV000009702950,abaaaaab,8.0
HRV000012503835,ab,2.0
HRV000012503826,bab,3.0
HRV000012503833,b,1.0
HRV000012503836,a,1.0
HRV000012503831,b,1.0
HRV000015604769,ab,2.0
HRV000015604800,a,1.0
HRV000015604772,bb,2.0
HRV000015604791,bb,2.0
HRV000004601391,ab,2.0
HRV000004601386,ab,2.0
HRV000004601382,b,1.0
HRV000004601395,ab,2.0
HRV000004601403,b,1.0
HRV000004601389,ab,2.0
HRV000014504423,ab,2.0
HRV000014504446,ab,2.0
HRV000014504445,b,1.0
HRV000008502634,ab,2.0
HRV000008502645,abab,4.0
HRV000008502628,a,1.0
HRV000008502650,ab,2.0
HRV000008502640,b,1.0
HRV000011403485,b,1.0
HRV000011403484,ab,2.0
HRV000011403470,b,1.0
HRV000011403489,a,1.0
HRV000011403491,abab,4.0
HRV000000100002,b,1.0
HRV000000100014,ab,2.0
HRV000000100006,aa,2.0
HRV000000100009,bb,2.0
HRV000000100017,ababb,5.0
HRV000000100018,ab,2.0
HRV000015004591,aa,2.0
HRV000015004596,b,1.0
HRV000015004585,ab,2.0
HRV000015004607,a,1.0
HRV000007002185,a,1.0
HRV000007002188,b,1.0
HRV000007002182,baab,4.0
HRV000007002159,ab,2.0
HRV000007002179,b,1.0
HRV000007002155,a,1.0
HRV000010103076,abab,4.0
HRV000010103067,b,1.0
HRV000010103087,bab,3.0
HRV000010103070,abab,4.0
HRV000010103062,a,1.0
HRV000010803289,aabb,4.0
HRV000004001217,ab,2.0
HRV000004001191,b,1.0
HRV000004001204,b,1.0
HRV000004001218,ba,2.0
HRV000004001214,bab,3.0
HRV000004001205,b,1.0
HRV000000500145,ab,2.0
HRV000000500136,ab,2.0
HRV000000500131,b,1.0
HRV000000500138,b,1.0
HRV000000500148,abaaaaab,8.0
HRV000002100592,b,1.0
HRV000002100603,b,1.0
HRV000002100591,b,1.0
HRV000002100606,b,1.0
HRV000002100600,b,1.0
HRV000002100599,b,1.0
HRV000002100593,ab,2.0
HRV000001500448,ab,2.0
HRV000001500426,b,1.0
HRV000001500435,b,1.0
HRV000001200354,aaaaab,6.0
HRV000001200353,b,1.0
HRV000001200349,b,1.0
HRV000013003996,b,1.0
HRV000013004000,a,1.0
HRV000007902432,bb,2.0
HRV000007902425,b,1.0
HRV000007902435,ab,2.0
HRV000012803920,abab,4.0
HRV000012803933,ab,2.0
HRV000014104302,abab,4.0
HRV000014104299,bab,3.0
HRV000007802407,abab,4.0
HRV000015304685,b,1.0
HRV000015304678,ab,2.0
HRV000015304691,bab,3.0
HRV000010403157,bab,3.0
HRV000010403159,b,1.0
HRV000010403166,bab,3.0
HRV000010403181,ab,2.0
HRV000010403154,bab,3.0
HRV000008302587,ab,2.0
HRV000008302586,b,1.0
HRV000008302562,a,1.0
HRV000014204354,b,1.0
HRV000014204321,bab,3.0
HRV000014204332,b,1.0
HRV000014204329,b,1.0
HRV000014204340,b,1.0
HRV000006001847,ab,2.0
HRV000006001850,ab,2.0
HRV000004701431,ab,2.0
HRV000004701427,b,1.0
HRV000004701421,a,1.0
HRV000004701423,ab,2.0
HRV000004701441,a,1.0
HRV000012403810,bab,3.0
HRV000012403790,bab,3.0
HRV000012403792,b,1.0
HRV000012403781,b,1.0
HRV000012403809,bab,3.0
HRV000003501045,abab,4.0
HRV000003501049,a,1.0
HRV000003501033,ab,2.0
HRV000003501063,ab,2.0
HRV000001900542,a,1.0
HRV000001900523,b,1.0
HRV000001900521,ab,2.0
HRV000001900536,baab,4.0
HRV000001900530,ab,2.0
HRV000010503212,bb,2.0
HRV000010503209,abab,4.0
HRV000010503190,ab,2.0
HRV000003601069,a,1.0
HRV000000400122,b,1.0
HRV000000400119,ab,2.0
HRV000000400113,b,1.0
HRV000005601720,ab,2.0
HRV000015504744,a,1.0
HRV000015504763,ab,2.0
HRV000014804538,b,1.0
HRV000014804520,b,1.0
HRV000014804542,bb,2.0
HUN000016203768,b,1.0
HUN000009702274,a,1.0
HUN000007001532,a,1.0
HUN000011002575,b,1.0
HUN000006901522,b,1.0
HUN000005701219,b,1.0
HUN000017203996,b,1.0
HUN000012502830,b,1.0
HUN000013002979,ab,2.0
HUN000005201130,ab,2.0
HUN000005201120,b,1.0
HUN000011602701,b,1.0
HUN000012702889,bab,3.0
HUN000012702877,abab,4.0
HUN000007701677,bab,3.0
HUN000007701680,ab,2.0
HUN000007701676,b,1.0
HUN000009402207,ab,2.0
HUN000009402227,bab,3.0
HUN000012902942,a,1.0
HUN000015903714,b,1.0
HUN000005801240,b,1.0
HUN000005801222,b,1.0
HUN000015403598,b,1.0
HUN000015403599,b,1.0
HUN000009202147,b,1.0
HUN000013603117,ab,2.0
HUN000015703673,b,1.0
HUN000015703663,b,1.0
HUN000015703661,b,1.0
HUN000014103238,b,1.0
HUN000013903200,b,1.0
HUN000004701040,b,1.0
HUN000004701043,ab,2.0
HUN000013403063,b,1.0
HUN000013403060,b,1.0
HUN000013403072,ab,2.0
HUN000020304755,bab,3.0
HUN000020304752,b,1.0
HUN000017804099,a,1.0
HUN000006001283,abab,4.0
HUN000006001255,ab,2.0
HUN000008501946,b,1.0
HUN000008501920,a,1.0
HUN000008501921,b,1.0
HUN000004601012,ab,2.0
HUN000004601008,b,1.0
HUN000004901047,a,1.0
HUN000004901055,bb,2.0
HUN000004901058,b,1.0
HUN000007501661,ab,2.0
HUN000008401906,b,1.0
HUN000008401910,ab,2.0
HUN000013503085,b,1.0
HUN000000100027,abab,4.0
HUN000000100022,ab,2.0
HUN000000100029,bab,3.0
HUN000010302421,b,1.0
HUN000010302436,b,1.0
HUN000011102595,bab,3.0
HUN000011102600,ab,2.0
HUN000011102585,abab,4.0
HUN000010702533,bab,3.0
HUN000010702518,b,1.0
HUN000005301149,bab,3.0
HUN000005301152,b,1.0
HUN000000400080,bab,3.0
HUN000000400064,b,1.0
HUN000000400094,ab,2.0
HUN000000900209,bab,3.0
HUN000000900214,ab,2.0
HUN000000900222,b,1.0
HUN000017904136,b,1.0
HUN000017904150,a,1.0
HUN000015203531,bb,2.0
HUN000019904665,ab,2.0
HUN000011302616,b,1.0
HUN000002800610,ab,2.0
HUN000013103001,b,1.0
HUN000005101095,b,1.0
HUN000005101089,b,1.0
HUN000014803409,a,1.0
HUN000014803402,ab,2.0
HUN000008301866,b,1.0
HUN000008301867,b,1.0
HUN000003500745,ab,2.0
HUN000003500754,abb,3.0
HUN000001400298,bb,2.0
HUN000001400316,a,1.0
HUN000001400287,ab,2.0
HUN000013803174,ab,2.0
HUN000013803171,a,1.0
HUN000013803190,abab,4.0
HUN000013803193,bab,3.0
HUN000004400936,b,1.0
HUN000004400939,bab,3.0
HUN000012602849,b,1.0
HUN000012602839,b,1.0
HUN000006801488,ab,2.0
HUN000006801508,bab,3.0
HUN000012302762,abab,4.0
HUN000014503315,b,1.0
HUN000014503331,b,1.0
HUN000015503635,ab,2.0
HUN000015503649,b,1.0
HUN000006401398,bab,3.0
HUN000006401413,b,1.0
HUN000010802567,ab,2.0
HUN000004500980,b,1.0
HUN000004500982,aab,3.0
HUN000015003462,a,1.0
HUN000015003464,ab,2.0
HUN000000500100,b,1.0
HUN000007301599,bab,3.0
HUN000007301576,b,1.0
HUN000001700344,b,1.0
HUN000002400462,b,1.0
HUN000002400461,b,1.0
HUN000002400455,a,1.0
HUN000010402456,b,1.0
HUN000019704604,a,1.0
HUN000003900827,b,1.0
HUN000002900631,b,1.0
HUN000002900640,bb,2.0
HUN000017103994,b,1.0
HUN000002700581,ab,2.0
HUN000019604551,b,1.0
HUN000019604553,a,1.0
HUN000014303275,b,1.0
HUN000014303296,b,1.0
HUN000020004675,b,1.0
HUN000018604315,b,1.0
HUN000008902066,b,1.0
HUN000008601960,bab,3.0
HUN000020204744,b,1.0
HUN000017504026,bb,2.0
HUN000017504013,a,1.0
HUN000017504022,b,1.0
HUN000003200686,b,1.0
HUN000003200701,b,1.0
HUN000019304471,b,1.0
HUN000013303023,ab,2.0
HUN000015803700,b,1.0
HUN000015803696,b,1.0
HUN000015303560,b,1.0
HUN000015303576,b,1.0
HUN000015303551,b,1.0
HUN000010102360,ab,2.0
HUN000015103494,ab,2.0
HUN000018704339,b,1.0
HUN000018704337,abab,4.0
HUN000019004429,ab,2.0
HUN000007801700,ab,2.0
HUN000002100415,b,1.0
HUN000002100411,abb,3.0
HUN000006101298,bab,3.0
HUN000016603893,b,1.0
HUN000016603883,aab,3.0
HUN000006201352,b,1.0
HUN000006201338,b,1.0
HUN000010602503,b,1.0
HUN000018504297,b,1.0
HUN000018504298,b,1.0
HUN000011502646,b,1.0
HUN000011502655,a,1.0
HUN000007401630,b,1.0
HUN000011402635,ab,2.0
HUN000003800819,b,1.0
HUN000010202395,b,1.0
HUN000016303782,b,1.0
HUN000009002096,b,1.0
HUN000019804618,a,1.0
HUN000002500491,a,1.0
HUN000002500488,a,1.0
HUN000002500497,ab,2.0
HUN000000800172,ab,2.0
HUN000012802913,a,1.0
HUN000012802930,ab,2.0
HUN000012802931,a,1.0
HUN000014203264,ab,2.0
HUN000007901733,b,1.0
HUN000003600784,b,1.0
HUN000003600766,b,1.0
HUN000016503843,a,1.0
HUN000002200433,b,1.0
HUN000000200034,a,1.0
HUN000008802034,ab,2.0
HUN000016903932,ab,2.0
HUN000009602267,b,1.0
HUN000017704081,b,1.0
HUN000001100260,b,1.0
HUN000001100244,a,1.0
HUN000001100253,ab,2.0
IRL000016204430,b,1.0
IRL000016204415,a,1.0
IRL000001000268,ab,2.0
IRL000001000266,b,1.0
IRL000016704551,bab,3.0
IRL000005501422,ab,2.0
IRL000018204982,abb,3.0
IRL000018204972,b,1.0
IRL000002900752,ab,2.0
IRL000001600416,ab,2.0
IRL000001600425,ab,2.0
IRL000017104662,ab,2.0
IRL000017104656,bab,3.0
IRL000012703410,ababb,5.0
IRL000007602010,b,1.0
IRL000009302481,b,1.0
IRL000009302488,ab,2.0
IRL000009302476,ba,2.0
IRL000009302487,bab,3.0
IRL000017304732,ab,2.0
IRL000017304711,b,1.0
IRL000003800990,b,1.0
IRL000003901026,ab,2.0
IRL000009802600,b,1.0
IRL000009802624,b,1.0
IRL000016304447,b,1.0
IRL000010402790,b,1.0
IRL000010402798,bbbab,5.0
IRL000015804318,ab,2.0
IRL000015804305,abab,4.0
IRL000015804289,a,1.0
IRL000004401145,bab,3.0
IRL000014603961,ab,2.0
IRL000011703133,ab,2.0
IRL000011703139,bb,2.0
IRL000008402223,b,1.0
IRL000008402216,b,1.0
IRL000009602559,b,1.0
IRL000009602571,b,1.0
IRL000005901526,bab,3.0
IRL000010502818,a,1.0
IRL000013103525,b,1.0
IRL000003300871,abab,4.0
IRL000003300870,abab,4.0
IRL000007802053,abab,4.0
IRL000000900221,b,1.0
IRL000000900233,ab,2.0
IRL000001400377,b,1.0
IRL000009502542,bab,3.0
IRL000009502541,ab,2.0
IRL000013303581,abab,4.0
IRL000010302769,b,1.0
IRL000010302760,b,1.0
IRL000004701219,ab,2.0
IRL000004701213,b,1.0
IRL000006601703,b,1.0
IRL000006601708,bab,3.0
IRL000016804590,ab,2.0
IRL000016804567,ab,2.0
IRL000008802348,a,1.0
IRL000008802333,b,1.0
IRL000017004639,b,1.0
IRL000017004634,ab,2.0
IRL000014804003,b,1.0
IRL000014804023,ab,2.0
IRL000018104947,aab,3.0
IRL000018104961,bab,3.0
IRL000008602273,bab,3.0
IRL000004301126,a,1.0
IRL000004301117,ab,2.0
IRL000004301121,b,1.0
IRL000011303023,b,1.0
IRL000011303035,b,1.0
IRL000001100295,abab,4.0
IRL000001100275,ab,2.0
IRL000002800728,b,1.0
IRL000002800714,bb,2.0
IRL000012203276,ab,2.0
IRL000012203278,b,1.0
IRL000005001301,b,1.0
IRL000007702035,bab,3.0
IRL000007702028,ab,2.0
IRL000017604820,a,1.0
IRL000017604817,b,1.0
IRL000017604796,b,1.0
IRL000010702862,ab,2.0
IRL000004901261,abab,4.0
IRL000006501691,bab,3.0
IRL000006501676,aaaaaa,6.0
IRL000007201876,b,1.0
IRL000006201607,a,1.0
IRL000006201619,a,1.0
IRL000016504512,a,1.0
IRL000016504489,b,1.0
IRL000015304158,ab,2.0
IRL000015304152,bab,3.0
IRL000013703696,abb,3.0
IRL000013703705,abb,3.0
IRL000013703690,b,1.0
IRL000000500132,b,1.0
IRL000000400104,b,1.0
IRL000000400095,ba,2.0
IRL000012803441,b,1.0
IRL000012803447,abb,3.0
IRL000010902923,b,1.0
IRL000010902918,ab,2.0
IRL000010902924,abab,4.0
IRL000007101862,ab,2.0
IRL000007101865,ab,2.0
IRL000014904027,ab,2.0
IRL000018004921,b,1.0
IRL000018004932,b,1.0
IRL000018004926,aab,3.0
IRL000015904325,abab,4.0
IRL000015904332,bab,3.0
IRL000012303305,bab,3.0
IRL000012303291,b,1.0
IRL000002700711,abb,3.0
IRL000002700697,b,1.0
IRL000015704277,bab,3.0
IRL000005401408,a,1.0
IRL000006901809,b,1.0
IRL000006901792,ab,2.0
IRL000016404471,ab,2.0
